x,Ci,Cv,Ji,Cv,Di,Dv,Zi,Zv,rho,rho,ki,kv
500.0,3.3244883758781e-11,1.8369937729113e-07,4.1180645000536e-15,4.1171900654411e-15,1.0,0.000181,0.0001238706241217009,0.00012382680210641875,1.5278874536821944e+19,1.5278874536821944e+19,1892603724753298.0,1891934173679851.2
500.0,2.9711362351932e-11,1.6420160375702e-07,2.3626053882602e-15,2.3634015584956e-15,1.0,0.000181,7.951858148660658e-05,7.952094787899173e-05,1.5278874536821944e+19,1.5278874536821944e+19,1214954429879914.2,1214990585692271.8
