x,Ci_Center,Cv_center,Fi,Fv,Di,Dv,Zi,Zv,rho,rho,ki,kv
0.0,2.1117322361394e-10,1.1665330195093e-06,2.5503054874872e-05,2.55030011032896e-05,1.0,0.000181,120768.41200992344,120785.74393117483,3.730193978716297e-12,3.730193978716297e-12,4.504896032985454e-07,4.505542547268369e-07
10.0,2.654623689374e-13,0.00092797755372611,8.87140726240976e-06,0.00028168360209,1.0,0.000181,33418699.975896664,1677.0481017816755,3.730193978716297e-12,3.730193978716297e-12,0.0001246582334266162,6.255714731283602e-09
20.0,1.3267326030612e-13,0.0018567652781256,7.04480790006016e-06,0.00055285397806328,1.0,0.000181,53098928.02668387,1645.0339220239941,3.730193978716297e-12,3.730193978716297e-12,0.0001980693016014262,6.136295630717958e-09
30.0,8.8597582319037e-14,0.0027804720086863,6.15222154402784e-06,0.000823802578302112,1.0,0.000181,69440061.26345402,1636.9146842744437,3.730193978716297e-12,3.730193978716297e-12,0.000259024898406627,6.106009298952819e-09
40.0,6.6336649424955e-14,0.0037135293597174,5.58233867150288e-06,0.001097200664470688,1.0,0.000181,84151652.5162767,1632.377594722654,3.730193978716297e-12,3.730193978716297e-12,0.0003139019875152415,6.0890850748258365e-09
50.0,5.3182619057485e-14,0.0046320226000089,5.18073518831648e-06,0.00136745439384008,1.0,0.000181,97414066.47755787,1631.036224010576,3.730193978716297e-12,3.730193978716297e-12,0.00036337336421685547,6.084081501872416e-09
