time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0
25.958682112,1.9863172943945e-13,3.7767273670873e-11,-4.9860523624338e-14,-2.4932900257645e-16,4.9882792904649e-14,2.4932969932579e-16,9.9315864719725e-12,1.8883636835437e-09
186.68799962237,9.9546518582658e-13,3.9209719028156e-11,-1.3727843064025e-13,-1.1920767056806e-15,1.3728378244429e-13,1.192077402835e-15,4.9773259291329e-11,1.9604859514078e-09
1181.8815689988,1.8707285028773e-12,4.8056422897322e-11,-2.2367110628646e-13,-3.8528655062398e-15,2.2367114104234e-13,3.8528655770585e-15,9.3536425143865e-11,2.4028211448661e-09
7343.8578398454,1.8799555103951e-12,1.0156743842384e-10,-2.2458744637555e-13,-1.0758608163397e-14,2.2458744520246e-13,1.075872380277e-14,9.3997775519757e-11,5.0783719211922e-09
45497.190750011,1.8800550252136e-12,4.1313248293974e-10,-2.2458666268431e-13,-2.8212150691425e-14,2.2458658573681e-13,2.8218337871241e-14,9.400275126068e-11,2.0656624146987e-08
281732.57176583,1.8802888358313e-12,2.0366820093783e-09,-2.2458341000246e-13,-7.1796758709153e-14,2.2458340409146e-13,7.1799085013124e-14,9.4014441791566e-11,1.0183410046892e-07
1744439.784661,1.8803860422851e-12,7.504480954632e-09,-2.2457200506112e-13,-1.7238729900499e-13,2.2457200802825e-13,1.7238731566439e-13,9.4019302114256e-11,3.752240477316e-07
10801137.310052,1.8803508007893e-12,1.0434479419119e-08,-2.2456586844458e-13,-2.2472295473572e-13,2.2456586844473e-13,2.2472295473324e-13,9.4017540039465e-11,5.2172397095597e-07
66877821.244672,1.880351000743e-12,1.0425633291403e-08,-2.245658869708e-13,-2.2456492963409e-13,2.245658869708e-13,2.245649296341e-13,9.4017550037152e-11,5.2128166457015e-07
