"K0","K0_dist","source_i","source_v","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.037e-15,3.5747e-15,3.5796e-15,3.7585e-15,1,1590,1590,0,0
9.037e-15,3.5262e-15,3.5311e-15,3.7076e-15,1,1592.5,1592.5,0,0
9.037e-15,3.4781e-15,3.4877e-15,3.6621e-15,1,1595,1595,0,0
9.037e-15,3.4302e-15,3.4302e-15,3.6018e-15,1,1597.5,1597.5,0,0
9.037e-15,3.3827e-15,3.3922e-15,3.5618e-15,1,1600,1600,0,0
9.037e-15,3.3355e-15,3.3355e-15,3.5023e-15,1,1602.5,1602.5,0,0
9.037e-15,3.2887e-15,3.298e-15,3.4629e-15,1,1605,1605,0,0
9.037e-15,3.2421e-15,3.2421e-15,3.4042e-15,1,1607.5,1607.5,0,0
9.037e-15,3.1959e-15,3.2052e-15,3.3654e-15,1,1610,1610,0,0
9.037e-15,3.1501e-15,3.1501e-15,3.3076e-15,1,1612.5,1612.5,0,0
9.037e-15,3.1046e-15,3.1137e-15,3.2693e-15,1,1615,1615,0,0
9.037e-15,3.0594e-15,3.0594e-15,3.2124e-15,1,1617.5,1617.5,0,0
9.037e-15,3.0146e-15,3.0236e-15,3.1748e-15,1,1620,1620,0,0
9.037e-15,2.9702e-15,2.9746e-15,3.1234e-15,1,1622.5,1622.5,0,0
9.037e-15,2.9261e-15,2.9305e-15,3.077e-15,1,1625,1625,0,0
9.037e-15,2.8824e-15,2.8868e-15,3.0311e-15,1,1627.5,1627.5,0,0
9.037e-15,2.8391e-15,2.8434e-15,2.9856e-15,1,1630,1630,0,0
9.037e-15,2.7961e-15,2.7918e-15,2.9314e-15,1,1632.5,1632.5,0,0
9.037e-15,2.7535e-15,2.7556e-15,2.8934e-15,1,1635,1635,0,0
9.037e-15,2.7113e-15,2.7134e-15,2.8491e-15,1,1637.5,1637.5,0,0
9.037e-15,2.6695e-15,2.6716e-15,2.8051e-15,1,1640,1640,0,0
9.037e-15,2.628e-15,2.6301e-15,2.7616e-15,1,1642.5,1642.5,0,0
9.037e-15,2.5869e-15,2.589e-15,2.7184e-15,1,1645,1645,0,0
9.037e-15,2.5463e-15,2.5483e-15,2.6757e-15,1,1647.5,1647.5,0,0
9.037e-15,2.506e-15,2.508e-15,2.6334e-15,1,1650,1650,0,0
9.037e-15,2.4661e-15,2.4681e-15,2.5915e-15,1,1652.5,1652.5,0,0
9.037e-15,2.4266e-15,2.4285e-15,2.55e-15,1,1655,1655,0,0
9.037e-15,2.3875e-15,2.3894e-15,2.5089e-15,1,1657.5,1657.5,0,0
9.037e-15,2.3487e-15,2.3507e-15,2.4682e-15,1,1660,1660,0,0
9.037e-15,2.3104e-15,2.3123e-15,2.4279e-15,1,1662.5,1662.5,0,0
9.037e-15,2.2725e-15,2.2744e-15,2.3881e-15,1,1665,1665,0,0
9.037e-15,2.235e-15,2.2368e-15,2.3487e-15,1,1667.5,1667.5,0,0
9.037e-15,2.1978e-15,2.1997e-15,2.3097e-15,1,1670,1670,0,0
9.037e-15,2.1611e-15,2.163e-15,2.2711e-15,1,1672.5,1672.5,0,0
9.037e-15,2.1248e-15,2.1266e-15,2.2329e-15,1,1675,1675,0,0
9.037e-15,2.0889e-15,2.0907e-15,2.1952e-15,1,1677.5,1677.5,0,0
9.037e-15,2.0534e-15,2.0551e-15,2.1579e-15,1,1680,1680,0,0
9.037e-15,2.0182e-15,2.02e-15,2.121e-15,1,1682.5,1682.5,0,0
9.037e-15,1.9835e-15,1.9853e-15,2.0845e-15,1,1685,1685,0,0
9.037e-15,1.9492e-15,1.9509e-15,2.0485e-15,1,1687.5,1687.5,0,0
9.037e-15,1.9153e-15,1.917e-15,2.0128e-15,1,1690,1690,0,0
9.037e-15,1.8818e-15,1.8835e-15,1.9776e-15,1,1692.5,1692.5,0,0
9.037e-15,1.8487e-15,1.8503e-15,1.9429e-15,1,1695,1695,0,0
9.037e-15,1.816e-15,1.8176e-15,1.9085e-15,1,1697.5,1697.5,0,0
9.037e-15,1.7837e-15,1.7853e-15,1.8746e-15,1,1700,1700,0,0
9.037e-15,1.7518e-15,1.7534e-15,1.841e-15,1,1702.5,1702.5,0,0
9.037e-15,1.7203e-15,1.7218e-15,1.8079e-15,1,1705,1705,0,0
9.037e-15,1.6892e-15,1.6907e-15,1.7752e-15,1,1707.5,1707.5,0,0
9.037e-15,1.6584e-15,1.66e-15,1.743e-15,1,1710,1710,0,0
9.037e-15,1.6281e-15,1.6296e-15,1.7111e-15,1,1712.5,1712.5,0,0
9.037e-15,1.5982e-15,1.5997e-15,1.6797e-15,1,1715,1715,0,0
9.037e-15,1.5687e-15,1.5701e-15,1.6486e-15,1,1717.5,1717.5,0,0
9.037e-15,1.5395e-15,1.541e-15,1.618e-15,1,1720,1720,0,0
9.037e-15,1.5108e-15,1.5122e-15,1.5878e-15,1,1722.5,1722.5,0,0
9.037e-15,1.4824e-15,1.4838e-15,1.558e-15,1,1725,1725,0,0
9.037e-15,1.4545e-15,1.4558e-15,1.5286e-15,1,1727.5,1727.5,0,0
9.037e-15,1.4269e-15,1.4282e-15,1.4996e-15,1,1730,1730,0,0
9.037e-15,1.3997e-15,1.401e-15,1.4711e-15,1,1732.5,1732.5,0,0
9.037e-15,1.3728e-15,1.3742e-15,1.4429e-15,1,1735,1735,0,0
9.037e-15,1.3464e-15,1.3477e-15,1.4151e-15,1,1737.5,1737.5,0,0
9.037e-15,1.3203e-15,1.3216e-15,1.3877e-15,1,1740,1740,0,0
9.037e-15,1.2946e-15,1.2959e-15,1.3607e-15,1,1742.5,1742.5,0,0
9.037e-15,1.2693e-15,1.2706e-15,1.3341e-15,1,1745,1745,0,0
9.037e-15,1.2444e-15,1.2456e-15,1.3079e-15,1,1747.5,1747.5,0,0
9.037e-15,1.2198e-15,1.221e-15,1.2821e-15,1,1750,1750,0,0
9.037e-15,1.1956e-15,1.1968e-15,1.2566e-15,1,1752.5,1752.5,0,0
9.037e-15,1.1717e-15,1.1729e-15,1.2316e-15,1,1755,1755,0,0
9.037e-15,1.1482e-15,1.1494e-15,1.2069e-15,1,1757.5,1757.5,0,0
9.037e-15,1.1251e-15,1.1263e-15,1.1826e-15,1,1760,1760,0,0
9.037e-15,1.1023e-15,1.1035e-15,1.1586e-15,1,1762.5,1762.5,0,0
9.037e-15,1.0799e-15,1.081e-15,1.1351e-15,1,1765,1765,0,0
9.037e-15,1.0578e-15,1.0589e-15,1.1119e-15,1,1767.5,1767.5,0,0
9.037e-15,1.0361e-15,1.0372e-15,1.0891e-15,1,1770,1770,0,0
9.037e-15,1.0147e-15,1.0158e-15,1.0666e-15,1,1772.5,1772.5,0,0
9.037e-15,9.937e-16,9.9474e-16,1.0445e-15,1,1775,1775,0,0
9.037e-15,9.73e-16,9.7403e-16,1.0227e-15,1,1777.5,1777.5,0,0
9.037e-15,9.5264e-16,9.5365e-16,1.0013e-15,1,1780,1780,0,0
9.037e-15,9.3261e-16,9.336e-16,9.8028e-16,1,1782.5,1782.5,0,0
9.037e-15,9.1291e-16,9.1389e-16,9.5958e-16,1,1785,1785,0,0
9.037e-15,8.9353e-16,8.945e-16,9.3922e-16,1,1787.5,1787.5,0,0
9.037e-15,8.7448e-16,8.7543e-16,9.192e-16,1,1790,1790,0,0
9.037e-15,8.5576e-16,8.5668e-16,8.9952e-16,1,1792.5,1792.5,0,0
9.037e-15,8.3734e-16,8.3826e-16,8.8017e-16,1,1795,1795,0,0
9.037e-15,8.1925e-16,8.2014e-16,8.6115e-16,1,1797.5,1797.5,0,0
9.037e-15,8.0146e-16,8.0234e-16,8.4246e-16,1,1800,1800,0,0
9.037e-15,7.8398e-16,7.8485e-16,8.2409e-16,1,1802.5,1802.5,0,0
9.037e-15,7.6681e-16,7.6766e-16,8.0604e-16,1,1805,1805,0,0
9.037e-15,7.4993e-16,7.5077e-16,7.8831e-16,1,1807.5,1807.5,0,0
9.037e-15,7.3336e-16,7.3418e-16,7.7089e-16,1,1810,1810,0,0
9.037e-15,7.1708e-16,7.1789e-16,7.5378e-16,1,1812.5,1812.5,0,0
9.037e-15,7.0109e-16,7.0188e-16,7.3698e-16,1,1815,1815,0,0
9.037e-15,6.8539e-16,6.8617e-16,7.2047e-16,1,1817.5,1817.5,0,0
9.037e-15,6.6997e-16,6.7074e-16,7.0427e-16,1,1820,1820,0,0
9.037e-15,6.5484e-16,6.5559e-16,6.8837e-16,1,1822.5,1822.5,0,0
9.037e-15,6.3998e-16,6.4072e-16,6.7275e-16,1,1825,1825,0,0
9.037e-15,6.254e-16,6.2612e-16,6.5742e-16,1,1827.5,1827.5,0,0
9.037e-15,6.1108e-16,6.1179e-16,6.4238e-16,1,1830,1830,0,0
9.037e-15,5.9704e-16,5.9774e-16,6.2762e-16,1,1832.5,1832.5,0,0
9.037e-15,5.8326e-16,5.8394e-16,6.1314e-16,1,1835,1835,0,0
9.037e-15,5.6974e-16,5.7041e-16,5.9893e-16,1,1837.5,1837.5,0,0
9.037e-15,5.5648e-16,5.5714e-16,5.85e-16,1,1840,1840,0,0
9.037e-15,5.4348e-16,5.4412e-16,5.7133e-16,1,1842.5,1842.5,0,0
9.037e-15,5.3072e-16,5.3135e-16,5.5792e-16,1,1845,1845,0,0
9.037e-15,5.1821e-16,5.1883e-16,5.4477e-16,1,1847.5,1847.5,0,0
9.037e-15,5.0595e-16,5.0656e-16,5.3188e-16,1,1850,1850,0,0
9.037e-15,4.9393e-16,4.9452e-16,5.1925e-16,1,1852.5,1852.5,0,0
9.037e-15,4.8214e-16,4.8272e-16,5.0686e-16,1,1855,1855,0,0
9.037e-15,4.7059e-16,4.7116e-16,4.9472e-16,1,1857.5,1857.5,0,0
9.037e-15,4.5927e-16,4.5983e-16,4.8282e-16,1,1860,1860,0,0
9.037e-15,4.4818e-16,4.4873e-16,4.7116e-16,1,1862.5,1862.5,0,0
9.037e-15,4.3731e-16,4.3785e-16,4.5974e-16,1,1865,1865,0,0
9.037e-15,4.2666e-16,4.2719e-16,4.4855e-16,1,1867.5,1867.5,0,0
9.037e-15,4.1623e-16,4.1675e-16,4.3758e-16,1,1870,1870,0,0
9.037e-15,4.0601e-16,4.0652e-16,4.2684e-16,1,1872.5,1872.5,0,0
9.037e-15,3.9601e-16,3.965e-16,4.1633e-16,1,1875,1875,0,0
9.037e-15,3.8621e-16,3.867e-16,4.0603e-16,1,1877.5,1877.5,0,0
9.037e-15,3.7662e-16,3.7709e-16,3.9595e-16,1,1880,1880,0,0
9.037e-15,3.6723e-16,3.6769e-16,3.8608e-16,1,1882.5,1882.5,0,0
9.037e-15,3.5804e-16,3.5849e-16,3.7642e-16,1,1885,1885,0,0
9.037e-15,3.4904e-16,3.4948e-16,3.6696e-16,1,1887.5,1887.5,0,0
9.037e-15,3.4023e-16,3.4067e-16,3.577e-16,1,1890,1890,0,0
9.037e-15,3.3162e-16,3.3204e-16,3.4865e-16,1,1892.5,1892.5,0,0
9.037e-15,3.2319e-16,3.2361e-16,3.3979e-16,1,1895,1895,0,0
9.037e-15,3.1494e-16,3.1535e-16,3.3112e-16,1,1897.5,1897.5,0,0
9.037e-15,3.0687e-16,3.0727e-16,3.2264e-16,1,1900,1900,0,0
9.037e-15,2.9898e-16,2.9937e-16,3.1434e-16,1,1902.5,1902.5,0,0
9.037e-15,2.9127e-16,2.9165e-16,3.0623e-16,1,1905,1905,0,0
9.037e-15,2.8372e-16,2.8409e-16,2.983e-16,1,1907.5,1907.5,0,0
9.037e-15,2.7634e-16,2.7671e-16,2.9054e-16,1,1910,1910,0,0
9.037e-15,2.6913e-16,2.6948e-16,2.8296e-16,1,1912.5,1912.5,0,0
9.037e-15,2.6208e-16,2.6243e-16,2.7555e-16,1,1915,1915,0,0
9.037e-15,2.5518e-16,2.5553e-16,2.683e-16,1,1917.5,1917.5,0,0
9.037e-15,2.4845e-16,2.4878e-16,2.6122e-16,1,1920,1920,0,0
9.037e-15,2.4187e-16,2.4219e-16,2.543e-16,1,1922.5,1922.5,0,0
9.037e-15,2.3543e-16,2.3575e-16,2.4754e-16,1,1925,1925,0,0
9.037e-15,2.2915e-16,2.2946e-16,2.4094e-16,1,1927.5,1927.5,0,0
9.037e-15,2.2301e-16,2.2332e-16,2.3448e-16,1,1930,1930,0,0
9.037e-15,2.1702e-16,2.1732e-16,2.2818e-16,1,1932.5,1932.5,0,0
9.037e-15,2.1116e-16,2.1145e-16,2.2203e-16,1,1935,1935,0,0
9.037e-15,2.0545e-16,2.0573e-16,2.1602e-16,1,1937.5,1937.5,0,0
9.037e-15,1.9986e-16,2.0014e-16,2.1015e-16,1,1940,1940,0,0
9.037e-15,1.9441e-16,1.9468e-16,2.0442e-16,1,1942.5,1942.5,0,0
9.037e-15,1.8909e-16,1.8936e-16,1.9882e-16,1,1945,1945,0,0
9.037e-15,1.839e-16,1.8416e-16,1.9336e-16,1,1947.5,1947.5,0,0
9.037e-15,1.7883e-16,1.7908e-16,1.8803e-16,1,1950,1950,0,0
9.037e-15,1.7388e-16,1.7413e-16,1.8283e-16,1,1952.5,1952.5,0,0
9.037e-15,1.6906e-16,1.693e-16,1.7776e-16,1,1955,1955,0,0
9.037e-15,1.6435e-16,1.6458e-16,1.7281e-16,1,1957.5,1957.5,0,0
9.037e-15,1.5975e-16,1.5998e-16,1.6798e-16,1,1960,1960,0,0
9.037e-15,1.5527e-16,1.5549e-16,1.6327e-16,1,1962.5,1962.5,0,0
9.037e-15,1.509e-16,1.5112e-16,1.5867e-16,1,1965,1965,0,0
9.037e-15,1.4664e-16,1.4685e-16,1.5419e-16,1,1967.5,1967.5,0,0
9.037e-15,1.4248e-16,1.4269e-16,1.4982e-16,1,1970,1970,0,0
9.037e-15,1.3843e-16,1.3863e-16,1.4556e-16,1,1972.5,1972.5,0,0
9.037e-15,1.3448e-16,1.3468e-16,1.4141e-16,1,1975,1975,0,0
9.037e-15,1.3063e-16,1.3082e-16,1.3736e-16,1,1977.5,1977.5,0,0
9.037e-15,1.2688e-16,1.2706e-16,1.3342e-16,1,1980,1980,0,0
9.037e-15,1.2322e-16,1.234e-16,1.2957e-16,1,1982.5,1982.5,0,0
9.037e-15,1.1966e-16,1.1983e-16,1.2583e-16,1,1985,1985,0,0
9.037e-15,1.1619e-16,1.1636e-16,1.2217e-16,1,1987.5,1987.5,0,0
9.037e-15,1.128e-16,1.1297e-16,1.1862e-16,1,1990,1990,0,0
9.037e-15,1.0951e-16,1.0967e-16,1.1515e-16,1,1992.5,1992.5,0,0
9.037e-15,1.063e-16,1.0646e-16,1.1178e-16,1,1995,1995,0,0
9.037e-15,1.0317e-16,1.0333e-16,1.0849e-16,1,1997.5,1997.5,0,0
9.037e-15,1.0013e-16,1.0028e-16,1.0529e-16,1,2000,2000,0,0
9.037e-15,9.7162e-17,9.7309e-17,1.0217e-16,1,2002.5,2002.5,0,0
9.037e-15,9.4277e-17,9.4419e-17,9.914e-17,1,2005,2005,0,0
9.037e-15,9.1468e-17,9.1606e-17,9.6187e-17,1,2007.5,2007.5,0,0
9.037e-15,8.8733e-17,8.8868e-17,9.3312e-17,1,2010,2010,0,0
9.037e-15,8.6072e-17,8.6203e-17,9.0514e-17,1,2012.5,2012.5,0,0
9.037e-15,8.3482e-17,8.361e-17,8.7791e-17,1,2015,2015,0,0
9.037e-15,8.0962e-17,8.1087e-17,8.5141e-17,1,2017.5,2017.5,0,0
9.037e-15,7.8511e-17,7.8632e-17,8.2563e-17,1,2020,2020,0,0
9.037e-15,7.6126e-17,7.6243e-17,8.0056e-17,1,2022.5,2022.5,0,0
9.037e-15,7.3806e-17,7.392e-17,7.7616e-17,1,2025,2025,0,0
9.037e-15,7.1549e-17,7.1661e-17,7.5244e-17,1,2027.5,2027.5,0,0
9.037e-15,6.9355e-17,6.9463e-17,7.2936e-17,1,2030,2030,0,0
9.037e-15,6.7221e-17,6.7326e-17,7.0693e-17,1,2032.5,2032.5,0,0
9.037e-15,6.5146e-17,6.5249e-17,6.8511e-17,1,2035,2035,0,0
9.037e-15,6.3129e-17,6.3229e-17,6.639e-17,1,2037.5,2037.5,0,0
9.037e-15,6.1169e-17,6.1265e-17,6.4329e-17,1,2040,2040,0,0
9.037e-15,5.9263e-17,5.9357e-17,6.2325e-17,1,2042.5,2042.5,0,0
9.037e-15,5.7411e-17,5.7502e-17,6.0377e-17,1,2045,2045,0,0
9.037e-15,5.5611e-17,5.57e-17,5.8485e-17,1,2047.5,2047.5,0,0
9.037e-15,5.3863e-17,5.3949e-17,5.6646e-17,1,2050,2050,0,0
9.037e-15,5.2164e-17,5.2247e-17,5.486e-17,1,2052.5,2052.5,0,0
9.037e-15,5.0513e-17,5.0595e-17,5.3124e-17,1,2055,2055,0,0
9.037e-15,4.891e-17,4.8989e-17,5.1439e-17,1,2057.5,2057.5,0,0
9.037e-15,4.7353e-17,4.743e-17,4.9802e-17,1,2060,2060,0,0
9.037e-15,4.5841e-17,4.5916e-17,4.8212e-17,1,2062.5,2062.5,0,0
9.037e-15,4.4373e-17,4.4446e-17,4.6668e-17,1,2065,2065,0,0
9.037e-15,4.2948e-17,4.3018e-17,4.5169e-17,1,2067.5,2067.5,0,0
9.037e-15,4.1564e-17,4.1632e-17,4.3714e-17,1,2070,2070,0,0
9.037e-15,4.0221e-17,4.0287e-17,4.2301e-17,1,2072.5,2072.5,0,0
9.037e-15,3.8917e-17,3.8981e-17,4.0931e-17,1,2075,2075,0,0
9.037e-15,3.7652e-17,3.7714e-17,3.96e-17,1,2077.5,2077.5,0,0
9.037e-15,3.6424e-17,3.6485e-17,3.8309e-17,1,2080,2080,0,0
9.037e-15,3.5233e-17,3.5292e-17,3.7056e-17,1,2082.5,2082.5,0,0
9.037e-15,3.4077e-17,3.4134e-17,3.5841e-17,1,2085,2085,0,0
9.037e-15,3.2956e-17,3.3012e-17,3.4662e-17,1,2087.5,2087.5,0,0
9.037e-15,3.1869e-17,3.1923e-17,3.3519e-17,1,2090,2090,0,0
9.037e-15,3.0814e-17,3.0866e-17,3.241e-17,1,2092.5,2092.5,0,0
9.037e-15,2.9792e-17,2.9842e-17,3.1334e-17,1,2095,2095,0,0
9.037e-15,2.88e-17,2.8849e-17,3.0292e-17,1,2097.5,2097.5,0,0
9.037e-15,2.7839e-17,2.7886e-17,2.9281e-17,1,2100,2100,0,0
9.037e-15,2.6907e-17,2.6953e-17,2.8301e-17,1,2102.5,2102.5,0,0
9.037e-15,2.6004e-17,2.6048e-17,2.7351e-17,1,2105,2105,0,0
9.037e-15,2.5128e-17,2.5215e-17,2.6475e-17,1,2107.5,2107.5,0,0
9.037e-15,2.428e-17,2.4363e-17,2.5582e-17,1,2110,2110,0,0
9.037e-15,2.3457e-17,2.3539e-17,2.4715e-17,1,2112.5,2112.5,0,0
9.037e-15,2.2661e-17,2.2739e-17,2.3876e-17,1,2115,2115,0,0
9.037e-15,2.1889e-17,2.1965e-17,2.3063e-17,1,2117.5,2117.5,0,0
9.037e-15,2.1141e-17,2.1215e-17,2.2276e-17,1,2120,2120,0,0
9.037e-15,2.0417e-17,2.0489e-17,2.1513e-17,1,2122.5,2122.5,0,0
9.037e-15,1.9716e-17,1.9785e-17,2.0775e-17,1,2125,2125,0,0
9.037e-15,1.9037e-17,1.9104e-17,2.0059e-17,1,2127.5,2127.5,0,0
9.037e-15,1.8379e-17,1.8444e-17,1.9367e-17,1,2130,2130,0,0
9.037e-15,1.7743e-17,1.7806e-17,1.8696e-17,1,2132.5,2132.5,0,0
9.037e-15,1.7127e-17,1.7187e-17,1.8047e-17,1,2135,2135,0,0
9.037e-15,1.653e-17,1.6589e-17,1.7418e-17,1,2137.5,2137.5,0,0
9.037e-15,1.5953e-17,1.601e-17,1.681e-17,1,2140,2140,0,0
9.037e-15,1.5394e-17,1.5449e-17,1.6222e-17,1,2142.5,2142.5,0,0
9.037e-15,1.4853e-17,1.4907e-17,1.5652e-17,1,2145,2145,0,0
9.037e-15,1.433e-17,1.4382e-17,1.5101e-17,1,2147.5,2147.5,0,0
9.037e-15,1.3824e-17,1.3874e-17,1.4568e-17,1,2150,2150,0,0
9.037e-15,1.3335e-17,1.3383e-17,1.4052e-17,1,2152.5,2152.5,0,0
9.037e-15,1.2861e-17,1.2908e-17,1.3554e-17,1,2155,2155,0,0
9.037e-15,1.2404e-17,1.2449e-17,1.3071e-17,1,2157.5,2157.5,0,0
9.037e-15,1.1961e-17,1.2004e-17,1.2605e-17,1,2160,2160,0,0
9.037e-15,1.1533e-17,1.1575e-17,1.2154e-17,1,2162.5,2162.5,0,0
9.037e-15,1.1119e-17,1.116e-17,1.1718e-17,1,2165,2165,0,0
9.037e-15,1.0719e-17,1.0758e-17,1.1296e-17,1,2167.5,2167.5,0,0
9.037e-15,1.0332e-17,1.037e-17,1.0889e-17,1,2170,2170,0,0
9.037e-15,9.9581e-18,9.995e-18,1.0495e-17,1,2172.5,2172.5,0,0
9.037e-15,9.5968e-18,9.6325e-18,1.0114e-17,1,2175,2175,0,0
9.037e-15,9.2478e-18,9.2822e-18,9.7463e-18,1,2177.5,2177.5,0,0
9.037e-15,8.9105e-18,8.9438e-18,9.391e-18,1,2180,2180,0,0
9.037e-15,8.5847e-18,8.6169e-18,9.0477e-18,1,2182.5,2182.5,0,0
9.037e-15,8.27e-18,8.301e-18,8.7161e-18,1,2185,2185,0,0
9.037e-15,7.966e-18,7.996e-18,8.3958e-18,1,2187.5,2187.5,0,0
9.037e-15,7.6724e-18,7.7014e-18,8.0865e-18,1,2190,2190,0,0
9.037e-15,7.3889e-18,7.4169e-18,7.7877e-18,1,2192.5,2192.5,0,0
9.037e-15,7.1152e-18,7.1422e-18,7.4993e-18,1,2195,2195,0,0
9.037e-15,6.8509e-18,6.877e-18,7.2208e-18,1,2197.5,2197.5,0,0
9.037e-15,6.5958e-18,6.621e-18,6.952e-18,1,2200,2200,0,0
9.037e-15,6.3496e-18,6.3738e-18,6.6925e-18,1,2202.5,2202.5,0,0
9.037e-15,6.1119e-18,6.1353e-18,6.4421e-18,1,2205,2205,0,0
9.037e-15,5.8825e-18,5.9051e-18,6.2004e-18,1,2207.5,2207.5,0,0
9.037e-15,5.6612e-18,5.683e-18,5.9672e-18,1,2210,2210,0,0
9.037e-15,5.4477e-18,5.4687e-18,5.7421e-18,1,2212.5,2212.5,0,0
9.037e-15,5.2416e-18,5.2619e-18,5.525e-18,1,2215,2215,0,0
9.037e-15,5.0429e-18,5.0625e-18,5.3156e-18,1,2217.5,2217.5,0,0
9.037e-15,4.8512e-18,4.8701e-18,5.1136e-18,1,2220,2220,0,0
9.037e-15,4.6664e-18,4.6846e-18,4.9188e-18,1,2222.5,2222.5,0,0
9.037e-15,4.4881e-18,4.5057e-18,4.731e-18,1,2225,2225,0,0
9.037e-15,4.3162e-18,4.3332e-18,4.5498e-18,1,2227.5,2227.5,0,0
9.037e-15,4.1505e-18,4.1669e-18,4.3752e-18,1,2230,2230,0,0
9.037e-15,3.9908e-18,4.0065e-18,4.2068e-18,1,2232.5,2232.5,0,0
9.037e-15,3.8368e-18,3.852e-18,4.0446e-18,1,2235,2235,0,0
9.037e-15,3.6884e-18,3.703e-18,3.8881e-18,1,2237.5,2237.5,0,0
9.037e-15,3.5453e-18,3.5594e-18,3.7374e-18,1,2240,2240,0,0
9.037e-15,3.4075e-18,3.4211e-18,3.5922e-18,1,2242.5,2242.5,0,0
9.037e-15,3.2747e-18,3.2878e-18,3.4522e-18,1,2245,2245,0,0
9.037e-15,3.1468e-18,3.1594e-18,3.3174e-18,1,2247.5,2247.5,0,0
9.037e-15,3.0236e-18,3.0357e-18,3.1875e-18,1,2250,2250,0,0
9.037e-15,2.9049e-18,2.9166e-18,3.0624e-18,1,2252.5,2252.5,0,0
9.037e-15,2.7905e-18,2.8018e-18,2.9419e-18,1,2255,2255,0,0
9.037e-15,2.6805e-18,2.6913e-18,2.8259e-18,1,2257.5,2257.5,0,0
9.037e-15,2.5744e-18,2.5849e-18,2.7141e-18,1,2260,2260,0,0
9.037e-15,2.4724e-18,2.4824e-18,2.6066e-18,1,2262.5,2262.5,0,0
9.037e-15,2.3741e-18,2.3838e-18,2.503e-18,1,2265,2265,0,0
9.037e-15,2.2796e-18,2.2889e-18,2.4033e-18,1,2267.5,2267.5,0,0
9.037e-15,2.1885e-18,2.1975e-18,2.3074e-18,1,2270,2270,0,0
9.037e-15,2.1009e-18,2.1096e-18,2.215e-18,1,2272.5,2272.5,0,0
9.037e-15,2.0166e-18,2.0249e-18,2.1262e-18,1,2275,2275,0,0
9.037e-15,1.9355e-18,1.9435e-18,2.0407e-18,1,2277.5,2277.5,0,0
9.037e-15,1.8575e-18,1.8652e-18,1.9584e-18,1,2280,2280,0,0
9.037e-15,1.7824e-18,1.7898e-18,1.8793e-18,1,2282.5,2282.5,0,0
9.037e-15,1.7102e-18,1.7173e-18,1.8032e-18,1,2285,2285,0,0
9.037e-15,1.6408e-18,1.6476e-18,1.73e-18,1,2287.5,2287.5,0,0
9.037e-15,1.574e-18,1.5806e-18,1.6596e-18,1,2290,2290,0,0
9.037e-15,1.5098e-18,1.5161e-18,1.5919e-18,1,2292.5,2292.5,0,0
9.037e-15,1.4481e-18,1.4603e-18,1.5333e-18,1,2295,2295,0,0
9.037e-15,1.3888e-18,1.3888e-18,1.4582e-18,1,2297.5,2297.5,0,0
9.037e-15,1.3317e-18,1.3429e-18,1.4101e-18,1,2300,2300,0,0
9.037e-15,1.2769e-18,1.2769e-18,1.3407e-18,1,2302.5,2302.5,0,0
9.037e-15,1.2241e-18,1.2345e-18,1.2963e-18,1,2305,2305,0,0
9.037e-15,1.1735e-18,1.1735e-18,1.2322e-18,1,2307.5,2307.5,0,0
9.037e-15,1.1248e-18,1.1344e-18,1.1912e-18,1,2310,2310,0,0
9.037e-15,1.0781e-18,1.0781e-18,1.132e-18,1,2312.5,2312.5,0,0
9.037e-15,1.0332e-18,1.042e-18,1.0941e-18,1,2315,2315,0,0
9.037e-15,9.9007e-19,9.9007e-19,1.0396e-18,1,2317.5,2317.5,0,0
9.037e-15,9.486e-19,9.5679e-19,1.0046e-18,1,2320,2320,0,0
9.037e-15,9.0885e-19,9.0885e-19,9.5429e-19,1,2322.5,2322.5,0,0
9.037e-15,8.7061e-19,8.7815e-19,9.2206e-19,1,2325,2325,0,0
9.037e-15,8.3395e-19,8.3395e-19,8.7565e-19,1,2327.5,2327.5,0,0
9.037e-15,7.987e-19,8.0566e-19,8.4594e-19,1,2330,2330,0,0
9.037e-15,7.6492e-19,7.6492e-19,8.0317e-19,1,2332.5,2332.5,0,0
9.037e-15,7.3245e-19,7.3886e-19,7.758e-19,1,2335,2335,0,0
9.037e-15,7.0133e-19,7.0133e-19,7.3639e-19,1,2337.5,2337.5,0,0
9.037e-15,6.7142e-19,6.7732e-19,7.1119e-19,1,2340,2340,0,0
9.037e-15,6.4276e-19,6.4276e-19,6.749e-19,1,2342.5,2342.5,0,0
9.037e-15,6.1523e-19,6.2066e-19,6.5169e-19,1,2345,2345,0,0
9.037e-15,5.8885e-19,5.8885e-19,6.183e-19,1,2347.5,2347.5,0,0
9.037e-15,5.6351e-19,5.6851e-19,5.9694e-19,1,2350,2350,0,0
9.037e-15,5.3925e-19,5.3925e-19,5.6621e-19,1,2352.5,2352.5,0,0
9.037e-15,5.1594e-19,5.2054e-19,5.4657e-19,1,2355,2355,0,0
9.037e-15,4.9363e-19,4.9363e-19,5.1831e-19,1,2357.5,2357.5,0,0
9.037e-15,4.7219e-19,4.7642e-19,5.0024e-19,1,2360,2360,0,0
9.037e-15,4.5168e-19,4.5168e-19,4.7427e-19,1,2362.5,2362.5,0,0
9.037e-15,4.3198e-19,4.3587e-19,4.5766e-19,1,2365,2365,0,0
