"K0","K0_dist","source_i","source_v","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.037e-15,1.816e-15,1.8144e-15,1.9051e-15,1,802.5,802.5,0,0
9.037e-15,1.8487e-15,1.847e-15,1.9394e-15,1,805,805,0,0
9.037e-15,1.8818e-15,1.8801e-15,1.9741e-15,1,807.5,807.5,0,0
9.037e-15,1.9153e-15,1.9136e-15,2.0093e-15,1,810,810,0,0
9.037e-15,1.9492e-15,1.9475e-15,2.0449e-15,1,812.5,812.5,0,0
9.037e-15,1.9835e-15,1.9818e-15,2.0809e-15,1,815,815,0,0
9.037e-15,2.0182e-15,2.0165e-15,2.1173e-15,1,817.5,817.5,0,0
9.037e-15,2.0534e-15,2.0516e-15,2.1542e-15,1,820,820,0,0
9.037e-15,2.0889e-15,2.0871e-15,2.1915e-15,1,822.5,822.5,0,0
9.037e-15,2.1248e-15,2.123e-15,2.2291e-15,1,825,825,0,0
9.037e-15,2.1611e-15,2.1593e-15,2.2673e-15,1,827.5,827.5,0,0
9.037e-15,2.1978e-15,2.196e-15,2.3058e-15,1,830,830,0,0
9.037e-15,2.235e-15,2.2331e-15,2.3448e-15,1,832.5,832.5,0,0
9.037e-15,2.2725e-15,2.2706e-15,2.3841e-15,1,835,835,0,0
9.037e-15,2.3104e-15,2.3085e-15,2.4239e-15,1,837.5,837.5,0,0
9.037e-15,2.3487e-15,2.3468e-15,2.4642e-15,1,840,840,0,0
9.037e-15,2.3875e-15,2.3855e-15,2.5048e-15,1,842.5,842.5,0,0
9.037e-15,2.4266e-15,2.4246e-15,2.5458e-15,1,845,845,0,0
9.037e-15,2.4661e-15,2.4641e-15,2.5873e-15,1,847.5,847.5,0,0
9.037e-15,2.506e-15,2.504e-15,2.6292e-15,1,850,850,0,0
9.037e-15,2.5463e-15,2.5442e-15,2.6715e-15,1,852.5,852.5,0,0
9.037e-15,2.5869e-15,2.5849e-15,2.7142e-15,1,855,855,0,0
9.037e-15,2.628e-15,2.626e-15,2.7573e-15,1,857.5,857.5,0,0
9.037e-15,2.6695e-15,2.6674e-15,2.8008e-15,1,860,860,0,0
9.037e-15,2.7113e-15,2.7092e-15,2.8447e-15,1,862.5,862.5,0,0
9.037e-15,2.7535e-15,2.7514e-15,2.889e-15,1,865,865,0,0
9.037e-15,2.7961e-15,2.7918e-15,2.9314e-15,1,867.5,867.5,0,0
9.037e-15,2.8391e-15,2.8348e-15,2.9765e-15,1,870,870,0,0
9.037e-15,2.8824e-15,2.8781e-15,3.022e-15,1,872.5,872.5,0,0
9.037e-15,2.9261e-15,2.9217e-15,3.0678e-15,1,875,875,0,0
9.037e-15,2.9702e-15,2.9658e-15,3.1141e-15,1,877.5,877.5,0,0
9.037e-15,3.0146e-15,3.0057e-15,3.156e-15,1,880,880,0,0
9.037e-15,3.0594e-15,3.0594e-15,3.2124e-15,1,882.5,882.5,0,0
9.037e-15,3.1046e-15,3.0955e-15,3.2503e-15,1,885,885,0,0
9.037e-15,3.1501e-15,3.1501e-15,3.3076e-15,1,887.5,887.5,0,0
9.037e-15,3.1959e-15,3.1867e-15,3.3461e-15,1,890,890,0,0
9.037e-15,3.2421e-15,3.2421e-15,3.4042e-15,1,892.5,892.5,0,0
9.037e-15,3.2887e-15,3.2793e-15,3.4433e-15,1,895,895,0,0
9.037e-15,3.3355e-15,3.3355e-15,3.5023e-15,1,897.5,897.5,0,0
9.037e-15,3.3827e-15,3.3733e-15,3.5419e-15,1,900,900,0,0
9.037e-15,3.4302e-15,3.4302e-15,3.6018e-15,1,902.5,902.5,0,0
9.037e-15,3.4781e-15,3.4685e-15,3.6419e-15,1,905,905,0,0
9.037e-15,3.5262e-15,3.5214e-15,3.6975e-15,1,907.5,907.5,0,0
9.037e-15,3.5747e-15,3.5698e-15,3.7483e-15,1,910,910,0,0
9.037e-15,3.6235e-15,3.6186e-15,3.7995e-15,1,912.5,912.5,0,0
9.037e-15,3.6725e-15,3.6774e-15,3.8613e-15,1,915,915,0,0
9.037e-15,3.7219e-15,3.7169e-15,3.9028e-15,1,917.5,917.5,0,0
9.037e-15,3.7715e-15,3.7765e-15,3.9653e-15,1,920,920,0,0
9.037e-15,3.8214e-15,3.8164e-15,4.0073e-15,1,922.5,922.5,0,0
9.037e-15,3.8716e-15,3.8666e-15,4.0599e-15,1,925,925,0,0
9.037e-15,3.9221e-15,3.9171e-15,4.1129e-15,1,927.5,927.5,0,0
9.037e-15,3.9728e-15,3.9779e-15,4.1768e-15,1,930,930,0,0
9.037e-15,4.0238e-15,4.0187e-15,4.2196e-15,1,932.5,932.5,0,0
9.037e-15,4.075e-15,4.0699e-15,4.2734e-15,1,935,935,0,0
9.037e-15,4.1265e-15,4.1213e-15,4.3274e-15,1,937.5,937.5,0,0
9.037e-15,4.1782e-15,4.173e-15,4.3817e-15,1,940,940,0,0
9.037e-15,4.2301e-15,4.2249e-15,4.4362e-15,1,942.5,942.5,0,0
9.037e-15,4.2823e-15,4.2849e-15,4.4991e-15,1,945,945,0,0
9.037e-15,4.3346e-15,4.332e-15,4.5486e-15,1,947.5,947.5,0,0
9.037e-15,4.3871e-15,4.3845e-15,4.6037e-15,1,950,950,0,0
9.037e-15,4.4399e-15,4.4372e-15,4.6591e-15,1,952.5,952.5,0,0
9.037e-15,4.4928e-15,4.4955e-15,4.7202e-15,1,955,955,0,0
9.037e-15,4.5459e-15,4.5486e-15,4.776e-15,1,957.5,957.5,0,0
9.037e-15,4.5992e-15,4.6019e-15,4.8319e-15,1,960,960,0,0
9.037e-15,4.6526e-15,4.6499e-15,4.8824e-15,1,962.5,962.5,0,0
9.037e-15,4.7062e-15,4.7035e-15,4.9387e-15,1,965,965,0,0
9.037e-15,4.7599e-15,4.7572e-15,4.9951e-15,1,967.5,967.5,0,0
9.037e-15,4.8138e-15,4.8165e-15,5.0573e-15,1,970,970,0,0
9.037e-15,4.8677e-15,4.865e-15,5.1083e-15,1,972.5,972.5,0,0
9.037e-15,4.9218e-15,4.9245e-15,5.1708e-15,1,975,975,0,0
9.037e-15,4.976e-15,4.9733e-15,5.222e-15,1,977.5,977.5,0,0
9.037e-15,5.0303e-15,5.033e-15,5.2847e-15,1,980,980,0,0
9.037e-15,5.0847e-15,5.0819e-15,5.336e-15,1,982.5,982.5,0,0
9.037e-15,5.1391e-15,5.1364e-15,5.3932e-15,1,985,985,0,0
9.037e-15,5.1936e-15,5.1909e-15,5.4504e-15,1,987.5,987.5,0,0
9.037e-15,5.2482e-15,5.2509e-15,5.5134e-15,1,990,990,0,0
9.037e-15,5.3028e-15,5.3055e-15,5.5708e-15,1,992.5,992.5,0,0
9.037e-15,5.3574e-15,5.3601e-15,5.6281e-15,1,995,995,0,0
9.037e-15,5.4121e-15,5.4093e-15,5.6798e-15,1,997.5,997.5,0,0
9.037e-15,5.4667e-15,5.4695e-15,5.7429e-15,1,1000,1000,0,0
9.037e-15,5.5214e-15,5.5241e-15,5.8003e-15,1,1002.5,1002.5,0,0
9.037e-15,5.576e-15,5.5733e-15,5.852e-15,1,1005,1005,0,0
9.037e-15,5.6307e-15,5.6279e-15,5.9093e-15,1,1007.5,1007.5,0,0
9.037e-15,5.6853e-15,5.6825e-15,5.9667e-15,1,1010,1010,0,0
9.037e-15,5.7398e-15,5.7371e-15,6.024e-15,1,1012.5,1012.5,0,0
9.037e-15,5.7943e-15,5.7916e-15,6.0812e-15,1,1015,1015,0,0
9.037e-15,5.8488e-15,5.846e-15,6.1383e-15,1,1017.5,1017.5,0,0
9.037e-15,5.9031e-15,5.9058e-15,6.2011e-15,1,1020,1020,0,0
9.037e-15,5.9574e-15,5.9547e-15,6.2524e-15,1,1022.5,1022.5,0,0
9.037e-15,6.0115e-15,6.0088e-15,6.3093e-15,1,1025,1025,0,0
9.037e-15,6.0656e-15,6.0629e-15,6.366e-15,1,1027.5,1027.5,0,0
9.037e-15,6.1195e-15,6.1168e-15,6.4226e-15,1,1030,1030,0,0
9.037e-15,6.1733e-15,6.1706e-15,6.4791e-15,1,1032.5,1032.5,0,0
9.037e-15,6.2269e-15,6.2242e-15,6.5354e-15,1,1035,1035,0,0
9.037e-15,6.2804e-15,6.2777e-15,6.5916e-15,1,1037.5,1037.5,0,0
9.037e-15,6.3337e-15,6.331e-15,6.6476e-15,1,1040,1040,0,0
9.037e-15,6.3868e-15,6.3841e-15,6.7033e-15,1,1042.5,1042.5,0,0
9.037e-15,6.4397e-15,6.437e-15,6.7589e-15,1,1045,1045,0,0
9.037e-15,6.4924e-15,6.4898e-15,6.8142e-15,1,1047.5,1047.5,0,0
9.037e-15,6.5449e-15,6.5422e-15,6.8693e-15,1,1050,1050,0,0
9.037e-15,6.5971e-15,6.5945e-15,6.9242e-15,1,1052.5,1052.5,0,0
9.037e-15,6.6491e-15,6.6465e-15,6.9788e-15,1,1055,1055,0,0
9.037e-15,6.7008e-15,6.6982e-15,7.0331e-15,1,1057.5,1057.5,0,0
9.037e-15,6.7523e-15,6.7497e-15,7.0872e-15,1,1060,1060,0,0
9.037e-15,6.8034e-15,6.8009e-15,7.1409e-15,1,1062.5,1062.5,0,0
9.037e-15,6.8543e-15,6.8518e-15,7.1944e-15,1,1065,1065,0,0
9.037e-15,6.9049e-15,6.9024e-15,7.2475e-15,1,1067.5,1067.5,0,0
9.037e-15,6.9551e-15,6.9526e-15,7.3003e-15,1,1070,1070,0,0
9.037e-15,7.005e-15,7.0025e-15,7.3527e-15,1,1072.5,1072.5,0,0
9.037e-15,7.0546e-15,7.0521e-15,7.4047e-15,1,1075,1075,0,0
9.037e-15,7.1038e-15,7.1013e-15,7.4564e-15,1,1077.5,1077.5,0,0
9.037e-15,7.1526e-15,7.1502e-15,7.5077e-15,1,1080,1080,0,0
9.037e-15,7.2011e-15,7.1987e-15,7.5586e-15,1,1082.5,1082.5,0,0
9.037e-15,7.2491e-15,7.2467e-15,7.6091e-15,1,1085,1085,0,0
9.037e-15,7.2968e-15,7.2944e-15,7.6591e-15,1,1087.5,1087.5,0,0
9.037e-15,7.344e-15,7.3416e-15,7.7087e-15,1,1090,1090,0,0
9.037e-15,7.3908e-15,7.3884e-15,7.7578e-15,1,1092.5,1092.5,0,0
9.037e-15,7.4371e-15,7.4348e-15,7.8065e-15,1,1095,1095,0,0
9.037e-15,7.483e-15,7.4807e-15,7.8547e-15,1,1097.5,1097.5,0,0
9.037e-15,7.5284e-15,7.5261e-15,7.9024e-15,1,1100,1100,0,0
9.037e-15,7.5733e-15,7.5711e-15,7.9496e-15,1,1102.5,1102.5,0,0
9.037e-15,7.6177e-15,7.6155e-15,7.9963e-15,1,1105,1105,0,0
9.037e-15,7.6617e-15,7.6595e-15,8.0425e-15,1,1107.5,1107.5,0,0
9.037e-15,7.7051e-15,7.7029e-15,8.0881e-15,1,1110,1110,0,0
9.037e-15,7.748e-15,7.7458e-15,8.1331e-15,1,1112.5,1112.5,0,0
9.037e-15,7.7903e-15,7.7882e-15,8.1776e-15,1,1115,1115,0,0
9.037e-15,7.8321e-15,7.83e-15,8.2215e-15,1,1117.5,1117.5,0,0
9.037e-15,7.8733e-15,7.8713e-15,8.2648e-15,1,1120,1120,0,0
9.037e-15,7.914e-15,7.9119e-15,8.3075e-15,1,1122.5,1122.5,0,0
9.037e-15,7.954e-15,7.952e-15,8.3496e-15,1,1125,1125,0,0
9.037e-15,7.9935e-15,7.9915e-15,8.3911e-15,1,1127.5,1127.5,0,0
9.037e-15,8.0324e-15,8.0304e-15,8.432e-15,1,1130,1130,0,0
9.037e-15,8.0706e-15,8.0687e-15,8.4722e-15,1,1132.5,1132.5,0,0
9.037e-15,8.1082e-15,8.1064e-15,8.5117e-15,1,1135,1135,0,0
9.037e-15,8.1452e-15,8.1434e-15,8.5505e-15,1,1137.5,1137.5,0,0
9.037e-15,8.1815e-15,8.1797e-15,8.5887e-15,1,1140,1140,0,0
9.037e-15,8.2172e-15,8.2154e-15,8.6262e-15,1,1142.5,1142.5,0,0
9.037e-15,8.2522e-15,8.2505e-15,8.663e-15,1,1145,1145,0,0
9.037e-15,8.2865e-15,8.2848e-15,8.6991e-15,1,1147.5,1147.5,0,0
9.037e-15,8.3201e-15,8.3185e-15,8.7344e-15,1,1150,1150,0,0
9.037e-15,8.3531e-15,8.3514e-15,8.769e-15,1,1152.5,1152.5,0,0
9.037e-15,8.3853e-15,8.3837e-15,8.8029e-15,1,1155,1155,0,0
9.037e-15,8.4168e-15,8.4152e-15,8.836e-15,1,1157.5,1157.5,0,0
9.037e-15,8.4476e-15,8.4461e-15,8.8684e-15,1,1160,1160,0,0
9.037e-15,8.4776e-15,8.4761e-15,8.8999e-15,1,1162.5,1162.5,0,0
9.037e-15,8.5069e-15,8.5055e-15,8.9307e-15,1,1165,1165,0,0
9.037e-15,8.5355e-15,8.5341e-15,8.9608e-15,1,1167.5,1167.5,0,0
9.037e-15,8.5632e-15,8.5619e-15,8.99e-15,1,1170,1170,0,0
9.037e-15,8.5903e-15,8.5889e-15,9.0184e-15,1,1172.5,1172.5,0,0
9.037e-15,8.6165e-15,8.6152e-15,9.046e-15,1,1175,1175,0,0
9.037e-15,8.642e-15,8.6407e-15,9.0727e-15,1,1177.5,1177.5,0,0
9.037e-15,8.6666e-15,8.6654e-15,9.0987e-15,1,1180,1180,0,0
9.037e-15,8.6905e-15,8.6893e-15,9.1238e-15,1,1182.5,1182.5,0,0
9.037e-15,8.7136e-15,8.7124e-15,9.148e-15,1,1185,1185,0,0
9.037e-15,8.7358e-15,8.7347e-15,9.1714e-15,1,1187.5,1187.5,0,0
9.037e-15,8.7572e-15,8.7562e-15,9.194e-15,1,1190,1190,0,0
9.037e-15,8.7778e-15,8.7768e-15,9.2157e-15,1,1192.5,1192.5,0,0
9.037e-15,8.7976e-15,8.7966e-15,9.2365e-15,1,1195,1195,0,0
9.037e-15,8.8165e-15,8.8156e-15,9.2564e-15,1,1197.5,1197.5,0,0
9.037e-15,8.8346e-15,8.8337e-15,9.2754e-15,1,1200,1200,0,0
9.037e-15,8.8519e-15,8.851e-15,9.2936e-15,1,1202.5,1202.5,0,0
9.037e-15,8.8683e-15,8.8675e-15,9.3108e-15,1,1205,1205,0,0
9.037e-15,8.8838e-15,8.883e-15,9.3272e-15,1,1207.5,1207.5,0,0
9.037e-15,8.8985e-15,8.8978e-15,9.3426e-15,1,1210,1210,0,0
9.037e-15,8.9123e-15,8.9116e-15,9.3572e-15,1,1212.5,1212.5,0,0
9.037e-15,8.9252e-15,8.9246e-15,9.3708e-15,1,1215,1215,0,0
9.037e-15,8.9373e-15,8.9367e-15,9.3835e-15,1,1217.5,1217.5,0,0
9.037e-15,8.9484e-15,8.9479e-15,9.3953e-15,1,1220,1220,0,0
9.037e-15,8.9587e-15,8.9582e-15,9.4062e-15,1,1222.5,1222.5,0,0
9.037e-15,8.9682e-15,8.9686e-15,9.417e-15,1,1225,1225,0,0
9.037e-15,8.9767e-15,8.9771e-15,9.4259e-15,1,1227.5,1227.5,0,0
9.037e-15,8.9843e-15,8.9839e-15,9.4331e-15,1,1230,1230,0,0
9.037e-15,8.991e-15,8.9907e-15,9.4403e-15,1,1232.5,1232.5,0,0
9.037e-15,8.9969e-15,8.9966e-15,9.4465e-15,1,1235,1235,0,0
9.037e-15,9.0018e-15,9.0016e-15,9.4517e-15,1,1237.5,1237.5,0,0
9.037e-15,9.0059e-15,9.0057e-15,9.456e-15,1,1240,1240,0,0
9.037e-15,9.009e-15,9.0092e-15,9.4596e-15,1,1242.5,1242.5,0,0
9.037e-15,9.0113e-15,9.0112e-15,9.4618e-15,1,1245,1245,0,0
9.037e-15,9.0127e-15,9.0126e-15,9.4632e-15,1,1247.5,1247.5,0,0
9.037e-15,9.0131e-15,9.0131e-15,9.4638e-15,1,1250,1250,0,0
9.037e-15,9.0127e-15,9.0127e-15,9.4633e-15,1,1252.5,1252.5,0,0
9.037e-15,9.0113e-15,9.0114e-15,9.462e-15,1,1255,1255,0,0
9.037e-15,9.009e-15,9.0092e-15,9.4596e-15,1,1257.5,1257.5,0,0
9.037e-15,9.0059e-15,9.0061e-15,9.4564e-15,1,1260,1260,0,0
9.037e-15,9.0018e-15,9.0021e-15,9.4522e-15,1,1262.5,1262.5,0,0
9.037e-15,8.9969e-15,8.9972e-15,9.447e-15,1,1265,1265,0,0
9.037e-15,8.991e-15,8.9914e-15,9.4409e-15,1,1267.5,1267.5,0,0
9.037e-15,8.9843e-15,8.9847e-15,9.4339e-15,1,1270,1270,0,0
9.037e-15,8.9767e-15,8.9771e-15,9.4259e-15,1,1272.5,1272.5,0,0
9.037e-15,8.9682e-15,8.9686e-15,9.417e-15,1,1275,1275,0,0
9.037e-15,8.9587e-15,8.9592e-15,9.4072e-15,1,1277.5,1277.5,0,0
9.037e-15,8.9484e-15,8.949e-15,9.3964e-15,1,1280,1280,0,0
9.037e-15,8.9373e-15,8.9378e-15,9.3847e-15,1,1282.5,1282.5,0,0
9.037e-15,8.9252e-15,8.9258e-15,9.3721e-15,1,1285,1285,0,0
9.037e-15,8.9123e-15,8.9129e-15,9.3586e-15,1,1287.5,1287.5,0,0
9.037e-15,8.8985e-15,8.8992e-15,9.3441e-15,1,1290,1290,0,0
9.037e-15,8.8838e-15,8.8846e-15,9.3288e-15,1,1292.5,1292.5,0,0
9.037e-15,8.8683e-15,8.8691e-15,9.3125e-15,1,1295,1295,0,0
9.037e-15,8.8519e-15,8.8527e-15,9.2954e-15,1,1297.5,1297.5,0,0
9.037e-15,8.8346e-15,8.8355e-15,9.2773e-15,1,1300,1300,0,0
9.037e-15,8.8165e-15,8.8175e-15,9.2583e-15,1,1302.5,1302.5,0,0
9.037e-15,8.7976e-15,8.7986e-15,9.2385e-15,1,1305,1305,0,0
9.037e-15,8.7778e-15,8.7788e-15,9.2178e-15,1,1307.5,1307.5,0,0
9.037e-15,8.7572e-15,8.7583e-15,9.1962e-15,1,1310,1310,0,0
9.037e-15,8.7358e-15,8.7369e-15,9.1737e-15,1,1312.5,1312.5,0,0
9.037e-15,8.7136e-15,8.7147e-15,9.1504e-15,1,1315,1315,0,0
9.037e-15,8.6905e-15,8.6917e-15,9.1262e-15,1,1317.5,1317.5,0,0
9.037e-15,8.6666e-15,8.6678e-15,9.1012e-15,1,1320,1320,0,0
9.037e-15,8.642e-15,8.6432e-15,9.0754e-15,1,1322.5,1322.5,0,0
9.037e-15,8.6165e-15,8.6178e-15,9.0487e-15,1,1325,1325,0,0
9.037e-15,8.5903e-15,8.5916e-15,9.0212e-15,1,1327.5,1327.5,0,0
9.037e-15,8.5632e-15,8.5646e-15,8.9928e-15,1,1330,1330,0,0
9.037e-15,8.5355e-15,8.5369e-15,8.9637e-15,1,1332.5,1332.5,0,0
9.037e-15,8.5069e-15,8.5084e-15,8.9338e-15,1,1335,1335,0,0
9.037e-15,8.4776e-15,8.4791e-15,8.9031e-15,1,1337.5,1337.5,0,0
9.037e-15,8.4476e-15,8.4491e-15,8.8715e-15,1,1340,1340,0,0
9.037e-15,8.4168e-15,8.4184e-15,8.8393e-15,1,1342.5,1342.5,0,0
9.037e-15,8.3853e-15,8.3869e-15,8.8062e-15,1,1345,1345,0,0
9.037e-15,8.3531e-15,8.3547e-15,8.7724e-15,1,1347.5,1347.5,0,0
9.037e-15,8.3201e-15,8.3218e-15,8.7379e-15,1,1350,1350,0,0
9.037e-15,8.2865e-15,8.2882e-15,8.7026e-15,1,1352.5,1352.5,0,0
9.037e-15,8.2522e-15,8.2539e-15,8.6666e-15,1,1355,1355,0,0
9.037e-15,8.2172e-15,8.219e-15,8.6299e-15,1,1357.5,1357.5,0,0
9.037e-15,8.1815e-15,8.1833e-15,8.5925e-15,1,1360,1360,0,0
9.037e-15,8.1452e-15,8.147e-15,8.5544e-15,1,1362.5,1362.5,0,0
9.037e-15,8.1082e-15,8.1101e-15,8.5156e-15,1,1365,1365,0,0
9.037e-15,8.0706e-15,8.0725e-15,8.4761e-15,1,1367.5,1367.5,0,0
9.037e-15,8.0324e-15,8.0343e-15,8.436e-15,1,1370,1370,0,0
9.037e-15,7.9935e-15,7.9955e-15,8.3952e-15,1,1372.5,1372.5,0,0
9.037e-15,7.954e-15,7.956e-15,8.3538e-15,1,1375,1375,0,0
9.037e-15,7.914e-15,7.916e-15,8.3118e-15,1,1377.5,1377.5,0,0
9.037e-15,7.8733e-15,7.8754e-15,8.2691e-15,1,1380,1380,0,0
9.037e-15,7.8321e-15,7.8342e-15,8.2259e-15,1,1382.5,1382.5,0,0
9.037e-15,7.7903e-15,7.7924e-15,8.182e-15,1,1385,1385,0,0
9.037e-15,7.748e-15,7.7501e-15,8.1376e-15,1,1387.5,1387.5,0,0
9.037e-15,7.7051e-15,7.7072e-15,8.0926e-15,1,1390,1390,0,0
9.037e-15,7.6617e-15,7.6638e-15,8.047e-15,1,1392.5,1392.5,0,0
9.037e-15,7.6177e-15,7.6199e-15,8.0009e-15,1,1395,1395,0,0
9.037e-15,7.5733e-15,7.5755e-15,7.9543e-15,1,1397.5,1397.5,0,0
9.037e-15,7.5284e-15,7.5306e-15,7.9072e-15,1,1400,1400,0,0
9.037e-15,7.483e-15,7.4852e-15,7.8595e-15,1,1402.5,1402.5,0,0
9.037e-15,7.4371e-15,7.4394e-15,7.8114e-15,1,1405,1405,0,0
9.037e-15,7.3908e-15,7.3931e-15,7.7627e-15,1,1407.5,1407.5,0,0
9.037e-15,7.344e-15,7.3463e-15,7.7136e-15,1,1410,1410,0,0
9.037e-15,7.2968e-15,7.2991e-15,7.6641e-15,1,1412.5,1412.5,0,0
9.037e-15,7.2491e-15,7.2515e-15,7.6141e-15,1,1415,1415,0,0
9.037e-15,7.2011e-15,7.2035e-15,7.5637e-15,1,1417.5,1417.5,0,0
9.037e-15,7.1526e-15,7.1551e-15,7.5128e-15,1,1420,1420,0,0
9.037e-15,7.1038e-15,7.1062e-15,7.4616e-15,1,1422.5,1422.5,0,0
9.037e-15,7.0546e-15,7.0571e-15,7.4099e-15,1,1425,1425,0,0
9.037e-15,7.005e-15,7.0075e-15,7.3579e-15,1,1427.5,1427.5,0,0
9.037e-15,6.9551e-15,6.9576e-15,7.3055e-15,1,1430,1430,0,0
9.037e-15,6.9049e-15,6.9074e-15,7.2528e-15,1,1432.5,1432.5,0,0
9.037e-15,6.8543e-15,6.8569e-15,7.1997e-15,1,1435,1435,0,0
9.037e-15,6.8034e-15,6.806e-15,7.1463e-15,1,1437.5,1437.5,0,0
9.037e-15,6.7523e-15,6.7548e-15,7.0926e-15,1,1440,1440,0,0
9.037e-15,6.7008e-15,6.7034e-15,7.0386e-15,1,1442.5,1442.5,0,0
9.037e-15,6.6491e-15,6.6517e-15,6.9843e-15,1,1445,1445,0,0
9.037e-15,6.5971e-15,6.5997e-15,6.9297e-15,1,1447.5,1447.5,0,0
9.037e-15,6.5449e-15,6.5475e-15,6.8748e-15,1,1450,1450,0,0
9.037e-15,6.4924e-15,6.495e-15,6.8198e-15,1,1452.5,1452.5,0,0
9.037e-15,6.4397e-15,6.4423e-15,6.7644e-15,1,1455,1455,0,0
9.037e-15,6.3868e-15,6.3894e-15,6.7089e-15,1,1457.5,1457.5,0,0
9.037e-15,6.3337e-15,6.3363e-15,6.6531e-15,1,1460,1460,0,0
9.037e-15,6.2804e-15,6.283e-15,6.5972e-15,1,1462.5,1462.5,0,0
9.037e-15,6.2269e-15,6.2296e-15,6.5411e-15,1,1465,1465,0,0
9.037e-15,6.1733e-15,6.176e-15,6.4848e-15,1,1467.5,1467.5,0,0
9.037e-15,6.1195e-15,6.1222e-15,6.4283e-15,1,1470,1470,0,0
9.037e-15,6.0656e-15,6.0683e-15,6.3717e-15,1,1472.5,1472.5,0,0
9.037e-15,6.0115e-15,6.0142e-15,6.3149e-15,1,1475,1475,0,0
9.037e-15,5.9574e-15,5.9601e-15,6.2581e-15,1,1477.5,1477.5,0,0
9.037e-15,5.9031e-15,5.9058e-15,6.2011e-15,1,1480,1480,0,0
9.037e-15,5.8488e-15,5.8515e-15,6.1441e-15,1,1482.5,1482.5,0,0
9.037e-15,5.7943e-15,5.7971e-15,6.0869e-15,1,1485,1485,0,0
9.037e-15,5.7398e-15,5.7426e-15,6.0297e-15,1,1487.5,1487.5,0,0
9.037e-15,5.6853e-15,5.688e-15,5.9724e-15,1,1490,1490,0,0
9.037e-15,5.6307e-15,5.6334e-15,5.9151e-15,1,1492.5,1492.5,0,0
9.037e-15,5.576e-15,5.5788e-15,5.8577e-15,1,1495,1495,0,0
9.037e-15,5.5214e-15,5.5241e-15,5.8003e-15,1,1497.5,1497.5,0,0
9.037e-15,5.4667e-15,5.4695e-15,5.7429e-15,1,1500,1500,0,0
9.037e-15,5.4121e-15,5.4148e-15,5.6855e-15,1,1502.5,1502.5,0,0
9.037e-15,5.3574e-15,5.3601e-15,5.6281e-15,1,1505,1505,0,0
9.037e-15,5.3028e-15,5.3055e-15,5.5708e-15,1,1507.5,1507.5,0,0
9.037e-15,5.2482e-15,5.2509e-15,5.5134e-15,1,1510,1510,0,0
9.037e-15,5.1936e-15,5.1963e-15,5.4562e-15,1,1512.5,1512.5,0,0
9.037e-15,5.1391e-15,5.1418e-15,5.3989e-15,1,1515,1515,0,0
9.037e-15,5.0847e-15,5.0874e-15,5.3418e-15,1,1517.5,1517.5,0,0
9.037e-15,5.0303e-15,5.033e-15,5.2847e-15,1,1520,1520,0,0
9.037e-15,4.976e-15,4.9787e-15,5.2277e-15,1,1522.5,1522.5,0,0
9.037e-15,4.9218e-15,4.9245e-15,5.1708e-15,1,1525,1525,0,0
9.037e-15,4.8677e-15,4.8704e-15,5.114e-15,1,1527.5,1527.5,0,0
9.037e-15,4.8138e-15,4.8165e-15,5.0573e-15,1,1530,1530,0,0
9.037e-15,4.7599e-15,4.7626e-15,5.0007e-15,1,1532.5,1532.5,0,0
9.037e-15,4.7062e-15,4.7089e-15,4.9443e-15,1,1535,1535,0,0
9.037e-15,4.6526e-15,4.6553e-15,4.8881e-15,1,1537.5,1537.5,0,0
9.037e-15,4.5992e-15,4.6019e-15,4.8319e-15,1,1540,1540,0,0
9.037e-15,4.5459e-15,4.5486e-15,4.776e-15,1,1542.5,1542.5,0,0
9.037e-15,4.4928e-15,4.4955e-15,4.7202e-15,1,1545,1545,0,0
9.037e-15,4.4399e-15,4.4425e-15,4.6647e-15,1,1547.5,1547.5,0,0
9.037e-15,4.3871e-15,4.3898e-15,4.6093e-15,1,1550,1550,0,0
9.037e-15,4.3346e-15,4.3372e-15,4.5541e-15,1,1552.5,1552.5,0,0
9.037e-15,4.2823e-15,4.2849e-15,4.4991e-15,1,1555,1555,0,0
9.037e-15,4.2301e-15,4.2249e-15,4.4362e-15,1,1557.5,1557.5,0,0
9.037e-15,4.1782e-15,4.1834e-15,4.3925e-15,1,1560,1560,0,0
9.037e-15,4.1265e-15,4.1317e-15,4.3382e-15,1,1562.5,1562.5,0,0
9.037e-15,4.075e-15,4.0802e-15,4.2842e-15,1,1565,1565,0,0
9.037e-15,4.0238e-15,4.0289e-15,4.2304e-15,1,1567.5,1567.5,0,0
9.037e-15,3.9728e-15,3.9779e-15,4.1768e-15,1,1570,1570,0,0
9.037e-15,3.9221e-15,3.9272e-15,4.1235e-15,1,1572.5,1572.5,0,0
9.037e-15,3.8716e-15,3.8767e-15,4.0705e-15,1,1575,1575,0,0
9.037e-15,3.8214e-15,3.8265e-15,4.0178e-15,1,1577.5,1577.5,0,0
9.037e-15,3.7715e-15,3.7765e-15,3.9653e-15,1,1580,1580,0,0
9.037e-15,3.7219e-15,3.7268e-15,3.9132e-15,1,1582.5,1582.5,0,0
9.037e-15,3.6725e-15,3.6774e-15,3.8613e-15,1,1585,1585,0,0
9.037e-15,3.6235e-15,3.6284e-15,3.8098e-15,1,1587.5,1587.5,0,0
