time,average_xi,average_xv,left_xi,left_xs,left_xv
0,0,0,0,0,0
1,9.97049002529e-07,9.9864605888551e-07,1.0000202368549e-06,0,1.0000198129056e-06
2.2,2.1923417569003e-06,2.1969948702675e-06,2.2000206809333e-06,0,2.2000198188166e-06
3.64,3.6249689898671e-06,3.6350089134514e-06,3.640021105809e-06,0,3.6400198264233e-06
5.368,5.3419704640127e-06,5.3606188158004e-06,5.3680214846684e-06,0,5.3680198356566e-06
7.4416,7.3997474790148e-06,7.4313405266886e-06,7.4416217962606e-06,0,7.4416198466971e-06
9.92992,9.8658324921637e-06,9.9161918893096e-06,9.9299420243877e-06,0,9.9299398598849e-06
12.915904,1.2821044837673e-05,1.2897992398289e-05,1.2915926158612e-05,0,1.2915923875656e-05
16.4990848,1.6362075591174e-05,1.6476122678558e-05,1.6499106995581e-05,0,1.6499104694522e-05
20.79890176,2.0604569873505e-05,2.076983551326e-05,2.0798923900564e-05,0,2.0798921677114e-05
25.958682112,2.568679393656e-05,2.5922228578214e-05,2.5958704120528e-05,0,2.5958702055701e-05
32.1504185344,3.1773991780635e-05,3.2105011016603e-05,3.2150440359429e-05,0,3.2150438474943e-05
39.58050224128,3.9063554030886e-05,3.9524222332869e-05,3.958052385851e-05,0,3.9580522182428e-05
48.496602689536,4.7791141089176e-05,4.8427093670623e-05,4.8496624106631e-05,0,4.8496622643152e-05
59.195923227443,5.8237923533128e-05,5.9110279418612e-05,5.9195944476334e-05,0,5.9195943201105e-05
72.035107872932,7.0739125137787e-05,7.1929732464333e-05,7.203512898595e-05,0,7.2035127724645e-05
87.442129447518,8.5694077151493e-05,8.7312550756038e-05,8.744215053175e-05,0,8.7442149249961e-05
105.93055533702,0.0001035780148311,0.00010577118828405,0.0001059305764341,0,0.00010593057511448
128.11666640443,0.00012495586783713,0.00012792050137783,0.00012811668752426,0,0.00012811668610087
154.73999968531,0.00015049831002041,0.00015449819517876,0.00015474002082437,0,0.00015474001932881
186.68799962237,0.0001810003376653,0.0001863893473743,0.00018668802071982,0,0.00018668801916899
225.02559954685,0.00021740263168022,0.00022465582082456,0.00022502562064518,0,0.00022502561906021
271.03071945622,0.00026081591497098,0.00027057153739895,0.00027103074046744,0,0.00027103073884824
326.23686334746,0.00031254843045919,0.00032566478024022,0.00032623688414401,0,0.00032623688267943
392.48423601695,0.00037413650823989,0.00039176892008181,0.00039248425213142,0,0.00039248425528385
471.98108322034,0.00044737793873633,0.00047108324173731,0.00047198103596065,0,0.00047198110246115
567.37729986441,0.00053436746476053,0.00056624587445599,0.00056737667695231,0,0.00056737731917548
681.8527598373,0.00063753309407654,0.00068042122979015,0.00068184827476359,0,0.00068185277938487
819.22331180476,0.00075967101020517,0.00081740482047215,0.00081919854366419,0,0.00081922333137979
984.06797416571,0.00090397550322414,0.00098174890532063,0.000983956522661,0,0.00098406799370901
1181.8815689988,0.0010740583864628,0.0011789130772475,0.0011814594276999,0,0.0011818815877629
1419.2578827986,0.0012739496395817,0.0014154447248061,0.0014178786683628,0,0.0014192579014046
1704.1094593583,0.0015080674410498,0.0016991952640431,0.0017001434817959,0,0.0017041094779788
2045.93135123,0.0017811414580352,0.002039579196169,0.0020357209487245,0,0.0020459313674265
2456.117621476,0.0020980687010379,0.0024478844169075,0.0024322330782817,0,0.0024561176358601
2948.3411457712,0.0024636773366723,0.0029376438490587,0.0028969208786328,0,0.0029483411546518
3539.0093749255,0.0028823717751219,0.0035250804132364,0.003435986914369,0,0.0035390093796732
4247.8112499105,0.0033576340041489,0.0042296396664353,0.0040538510711088,0,0.0042478112418234
