x,y,z,id,xi,xv,jvx,jix,xie,xve,Di,Dv,K0_dist_FP,K0_dist_II,super_saturation,void_nucleation_rate
0,0,0,0,0,3.7e-11,-5.5113607593273e-12,-5.5542320274893e-12,0,3.7e-11,1,0.000181,2.2622735593755e-13,9.5403363319204e-24,1,-nan
1,0,0,1,5.5542320274893e-12,3.048650695761e-08,-5.5113607593273e-12,-5.5542320274893e-12,0,3.7e-11,1,0.000181,2.2623323415188e-13,9.818479170555e-24,-5.4015631121311,-nan
2,0,0,2,1.0882943110245e-11,5.9690041837578e-08,-5.2858398132742e-12,-5.3287110827556e-12,0,3.7e-11,1,0.000181,2.2623877588307e-13,1.0104478483309e-23,-11.80312642129,-nan
3,0,0,3,1.5987873794292e-11,8.7657220907256e-08,-5.0620594116117e-12,-5.1049306840469e-12,0,3.7e-11,1,0.000181,2.2624398314318e-13,1.0398548610828e-23,-18.204690171509,-nan
4,0,0,4,2.0871762196388e-11,1.1440317187445e-07,-4.841017125062e-12,-4.8838884020957e-12,0,3.7e-11,1,0.000181,2.2624885797588e-13,1.070090952035e-23,-24.606254608374,-nan
5,0,0,5,2.5538208058593e-11,1.399477828077e-07,-4.6235745789187e-12,-4.6664458622058e-12,0,3.7e-11,1,0.000181,2.2625340245697e-13,1.1011786947138e-23,-31.007819978999,-nan
6,0,0,6,2.9991545806119e-11,1.6431500079842e-07,-4.4104664563199e-12,-4.4533377475254e-12,0,3.7e-11,1,0.000181,2.2625761869474e-13,1.1331412539294e-23,-37.40938653201,-nan
7,0,0,7,3.4236726989947e-11,1.8753218247262e-07,-4.2023098830296e-12,-4.2451811838285e-12,0,3.7e-11,1,0.000181,2.2626150883045e-13,1.1660024006042e-23,-43.810954517507,-nan
8,0,0,8,3.8279212270889e-11,2.0962949721772e-07,-3.9996139688645e-12,-4.0424852809412e-12,0,3.7e-11,1,0.000181,2.2626507503876e-13,1.1997865269535e-23,-50.212524187025,-nan
9,0,0,9,4.2124872914998e-11,2.3063938295839e-07,-3.8027893190611e-12,-3.8456606441097e-12,0,3.7e-11,1,0.000181,2.2626831952817e-13,1.2345186620287e-23,-56.614095793512,-nan
10,0,0,10,4.5779901618779e-11,2.5059605347804e-07,-3.6121573640568e-12,-3.6550287037805e-12,0,3.7e-11,1,0.000181,2.262712445415e-13,1.2702244876304e-23,-63.01566959128,-nan
