x,y,z,id,T,jx,jy,dTdx,dTdy,gr0
500,0,0,0,250.71760436181,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-6.1622577555755e-32
500,0.1732,0,0.1732,250.71761062397,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-5.9359940726165e-32
500,0.3464,0,0.3464,250.71761688613,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-5.7097303896575e-32
500,0.5196,0,0.5196,250.71762314828,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-5.4834667066986e-32
500,0.6928,0,0.6928,250.71762941044,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-5.2572030237396e-32
500,0.866,0,0.866,250.7176356726,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-5.0309393407806e-32
500,1.0392,0,1.0392,250.71764193475,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-4.8046756578216e-32
500,1.2124,0,1.2124,250.71764819691,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-4.5784119748615e-32
500,1.3856,0,1.3856,250.71765445907,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-4.3521482919037e-32
500,1.5588,0,1.5588,250.71766072122,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-4.1258846089447e-32
500,1.732,0,1.732,250.71766698338,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-3.8996209259847e-32
500,1.9052,0,1.9052,250.71767324554,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-3.6733572430277e-32
500,2.0784,0,2.0784,250.71767950769,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-3.4470935600678e-32
500,2.2516,0,2.2516,250.71768576985,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-3.2208298771079e-32
500,2.4248,0,2.4248,250.71769203201,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-2.9945661941506e-32
500,2.598,0,2.598,250.71769829416,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-2.7683025111908e-32
500,2.7712,0,2.7712,250.71770455632,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-2.5420388282318e-32
500,2.9444,0,2.9444,250.71771081848,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-2.3157751452736e-32
500,3.1176,0,3.1176,250.71771708063,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-2.0895114623139e-32
500,3.2908,0,3.2908,250.71772334279,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-1.8632477793555e-32
500,3.464,0,3.464,250.71772960494,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-1.6369840963959e-32
500,3.6372,0,3.6372,250.7177358671,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-1.4107204134364e-32
500,3.8104,0,3.8104,250.71774212926,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-1.184456730478e-32
500,3.9836,0,3.9836,250.71774839141,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-9.58193047519e-33
500,4.1568,0,4.1568,250.71775465357,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-7.3192936456003e-33
500,4.33,0,4.33,250.71776091573,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-5.056656816014e-33
500,4.5032,0,4.5032,250.71776717788,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-2.7940199864207e-33
500,4.6764,0,4.6764,250.71777344004,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,-5.3138315683093e-34
500,4.8496,0,4.8496,250.7177797022,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,1.7312536727589e-33
500,5.0228,0,5.0228,250.71778596435,-0.49387657761713,-3.6190039180317e-05,0.49387657761713,3.6190039180317e-05,3.9938905023486e-33
