x,y,z,id,mat_therm_cond,cv,ci,jvx,jix,T,jx,jy,dTdx,dTdy,gr0
0,433,0,0,1,1.4955350699636e-06,1.4822216558268e-06,-8.6069446372788e-20,-2.9741000991658e-17,0,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.0448124507783e-08
0.2,433,0,0.2,1,1.4955350699338e-06,1.4822216558166e-06,-8.6069446372788e-20,-2.9741000991658e-17,0.098156007940233,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.1018831798176e-08
0.4,433,0,0.4,1,1.4955350699041e-06,1.4822216558063e-06,-8.6069446372788e-20,-2.9741000991658e-17,0.19631201588047,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.158953908857e-08
0.6,433,0,0.6,1,1.4955350698744e-06,1.482221655796e-06,-8.6069446372788e-20,-2.9741000991658e-17,0.2944680238207,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.2160246378963e-08
0.8,433,0,0.8,1,1.4955350698447e-06,1.4822216557857e-06,-8.6069446372788e-20,-2.9741000991658e-17,0.39262403176093,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.2730953669357e-08
1,433,0,1,1,1.4955350698149e-06,1.4822216557755e-06,-8.6069446372788e-20,-2.9741000991658e-17,0.49078003970117,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.330166095975e-08
1.2,433,0,1.2,1,1.4955350697852e-06,1.4822216557652e-06,-8.6069446372788e-20,-2.9741000991658e-17,0.5889360476414,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.3872368250144e-08
1.4,433,0,1.4,1,1.4955350697555e-06,1.4822216557549e-06,-8.6069446372788e-20,-2.9741000991658e-17,0.68709205558163,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.4443075540537e-08
1.6,433,0,1.6,1,1.4955350697258e-06,1.4822216557446e-06,-8.6069446372788e-20,-2.9741000991658e-17,0.78524806352187,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.5013782830931e-08
1.8,433,0,1.8,1,1.495535069696e-06,1.4822216557344e-06,-8.6069446372788e-20,-2.9741000991658e-17,0.8834040714621,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.5584490121324e-08
2,433,0,2,1,1.4955350696663e-06,1.4822216557241e-06,-8.6069446372788e-20,-2.9741000991658e-17,0.98156007940233,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.6155197411718e-08
2.2,433,0,2.2,1,1.4955350696366e-06,1.4822216557138e-06,-8.6069446372788e-20,-2.9741000991658e-17,1.0797160873426,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.6725904702111e-08
2.4,433,0,2.4,1,1.4955350696069e-06,1.4822216557035e-06,-8.6069446372788e-20,-2.9741000991658e-17,1.1778720952828,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.7296611992505e-08
2.6,433,0,2.6,1,1.4955350695771e-06,1.4822216556933e-06,-8.6069446372788e-20,-2.9741000991658e-17,1.276028103223,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.7867319282898e-08
2.8,433,0,2.8,1,1.4955350695474e-06,1.482221655683e-06,-8.6069446372788e-20,-2.9741000991658e-17,1.3741841111633,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.8438026573292e-08
3,433,0,3,1,1.4955350695177e-06,1.4822216556727e-06,-8.6069446372788e-20,-2.9741000991658e-17,1.4723401191035,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.9008733863685e-08
3.2,433,0,3.2,1,1.495535069488e-06,1.4822216556624e-06,-8.6069446372788e-20,-2.9741000991658e-17,1.5704961270437,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,2.9579441154079e-08
3.4,433,0,3.4,1,1.4955350694582e-06,1.4822216556522e-06,-8.6069446372788e-20,-2.9741000991658e-17,1.668652134984,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,3.0150148444472e-08
3.6,433,0,3.6,1,1.4955350694285e-06,1.4822216556419e-06,-8.6069446372788e-20,-2.9741000991658e-17,1.7668081429242,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,3.0720855734866e-08
3.8,433,0,3.8,1,1.4955350693988e-06,1.4822216556316e-06,-8.6069446372788e-20,-2.9741000991658e-17,1.8649641508644,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,3.1291563025259e-08
4,433,0,4,1,1.4955350693691e-06,1.4822216556213e-06,-8.6069446372788e-20,-2.9741000991658e-17,1.9631201588047,-0.4907467223319,-5.2322889377582e-06,0.4907467223319,5.2322889377582e-06,3.1862270315653e-08
4.2,433,0,4.2,1,1.4955350693464e-06,1.4822216556391e-06,-5.5951184847356e-20,4.2857319414781e-17,2.0612768032233,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,2.8813732886223e-08
4.4,433,0,4.4,1,1.4955350693237e-06,1.4822216556569e-06,-5.5951184847356e-20,4.2857319414781e-17,2.159433447642,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,2.5765195456793e-08
4.6,433,0,4.6,1,1.495535069301e-06,1.4822216556746e-06,-5.5951184847356e-20,4.2857319414781e-17,2.2575900920606,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,2.2716658027363e-08
4.8,433,0,4.8,1,1.4955350692783e-06,1.4822216556924e-06,-5.5951184847356e-20,4.2857319414781e-17,2.3557467364792,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,1.9668120597933e-08
5,433,0,5,1,1.4955350692556e-06,1.4822216557101e-06,-5.5951184847356e-20,4.2857319414781e-17,2.4539033808979,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,1.6619583168503e-08
5.2,433,0,5.2,1,1.4955350692329e-06,1.4822216557279e-06,-5.5951184847356e-20,4.2857319414781e-17,2.5520600253165,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,1.3571045739074e-08
5.4,433,0,5.4,1,1.4955350692102e-06,1.4822216557457e-06,-5.5951184847356e-20,4.2857319414781e-17,2.6502166697352,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,1.0522508309644e-08
5.6,433,0,5.6,1,1.4955350691875e-06,1.4822216557634e-06,-5.5951184847356e-20,4.2857319414781e-17,2.7483733141538,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,7.473970880214e-09
5.8,433,0,5.8,1,1.4955350691648e-06,1.4822216557812e-06,-5.5951184847356e-20,4.2857319414781e-17,2.8465299585725,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,4.4254334507842e-09
6,433,0,6,1,1.4955350691421e-06,1.482221655799e-06,-5.5951184847356e-20,4.2857319414781e-17,2.9446866029911,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,1.3768960213544e-09
6.2,433,0,6.2,1,1.4955350691194e-06,1.4822216558167e-06,-5.5951184847356e-20,4.2857319414781e-17,3.0428432474097,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,-1.6716414080754e-09
6.4,433,0,6.4,1,1.4955350690967e-06,1.4822216558345e-06,-5.5951184847356e-20,4.2857319414781e-17,3.1409998918284,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,-4.7201788375052e-09
6.6,433,0,6.6,1,1.495535069074e-06,1.4822216558522e-06,-5.5951184847356e-20,4.2857319414781e-17,3.239156536247,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,-7.7687162669351e-09
6.8,433,0,6.8,1,1.4955350690513e-06,1.48222165587e-06,-5.5951184847356e-20,4.2857319414781e-17,3.3373131806657,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,-1.0817253696365e-08
7,433,0,7,1,1.4955350690286e-06,1.4822216558878e-06,-5.5951184847356e-20,4.2857319414781e-17,3.4354698250843,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,-1.3865791125795e-08
7.2,433,0,7.2,1,1.4955350690059e-06,1.4822216559055e-06,-5.5951184847356e-20,4.2857319414781e-17,3.533626469503,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,-1.6914328555224e-08
7.4,433,0,7.4,1,1.4955350689832e-06,1.4822216559233e-06,-5.5951184847356e-20,4.2857319414781e-17,3.6317831139216,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,-1.9962865984654e-08
7.6,433,0,7.6,1,1.4955350689605e-06,1.4822216559411e-06,-5.5951184847356e-20,4.2857319414781e-17,3.7299397583403,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,-2.3011403414084e-08
7.8,433,0,7.8,1,1.4955350689378e-06,1.4822216559588e-06,-5.5951184847356e-20,4.2857319414781e-17,3.8280964027589,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,-2.6059940843514e-08
8,433,0,8,1,1.4955350689151e-06,1.4822216559766e-06,-5.5951184847356e-20,4.2857319414781e-17,3.9262530471775,-0.49075005325878,-1.567354032867e-05,0.49075005325878,1.567354032867e-05,-2.9108478272944e-08
8.2,433,0,8.2,1,1.4955350689413e-06,1.4822216559622e-06,6.0796067721863e-20,-3.57535254014e-17,4.0244109617517,-0.4907567003798,-2.6044926337855e-05,0.4907567003798,2.6044926337855e-05,-2.8163917693871e-08
8.4,433,0,8.4,1,1.4955350689674e-06,1.4822216559479e-06,6.0796067721863e-20,-3.57535254014e-17,4.1225688763259,-0.4907567003798,-2.6044926337855e-05,0.4907567003798,2.6044926337855e-05,-2.7219357114799e-08
8.6,433,0,8.6,1,1.4955350689936e-06,1.4822216559335e-06,6.0796067721863e-20,-3.57535254014e-17,4.2207267909001,-0.4907567003798,-2.6044926337855e-05,0.4907567003798,2.6044926337855e-05,-2.6274796535727e-08
8.8,433,0,8.8,1,1.4955350690197e-06,1.4822216559192e-06,6.0796067721863e-20,-3.57535254014e-17,4.3188847054743,-0.4907567003798,-2.6044926337855e-05,0.4907567003798,2.6044926337855e-05,-2.5330235956655e-08
9,433,0,9,1,1.4955350690458e-06,1.4822216559048e-06,6.0796067721863e-20,-3.57535254014e-17,4.4170426200485,-0.4907567003798,-2.6044926337855e-05,0.4907567003798,2.6044926337855e-05,-2.4385675377582e-08
9.2,433,0,9.2,1,1.495535069072e-06,1.4822216558905e-06,6.0796067721863e-20,-3.57535254014e-17,4.5152005346227,-0.4907567003798,-2.6044926337855e-05,0.4907567003798,2.6044926337855e-05,-2.344111479851e-08
