x,y,z,id,mat_therm_cond,cv,ci,jvx,jix,T,jx,jy,dTdx,dTdy,gr0
0,433,0,0,1,0.00017933095388962,8.5380350570901e-05,3.2385844799378e-17,-9.8719933679673e-14,0,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,2.7306606960284e-11
0.2,433,0,0.2,1,0.00017933095389875,8.5380350532188e-05,3.2385844799378e-17,-9.8719933679673e-14,0.098073430328771,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,2.6571426318336e-11
0.4,433,0,0.4,1,0.00017933095390788,8.5380350493475e-05,3.2385844799378e-17,-9.8719933679673e-14,0.19614686065754,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,2.5836245676389e-11
0.6,433,0,0.6,1,0.00017933095391701,8.5380350454762e-05,3.2385844799378e-17,-9.8719933679673e-14,0.29422029098631,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,2.5101065034441e-11
0.8,433,0,0.8,1,0.00017933095392615,8.5380350416049e-05,3.2385844799378e-17,-9.8719933679673e-14,0.39229372131509,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,2.4365884392494e-11
1,433,0,1,1,0.00017933095393528,8.5380350377336e-05,3.2385844799378e-17,-9.8719933679673e-14,0.49036715164386,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,2.3630703750546e-11
1.2,433,0,1.2,1,0.00017933095394441,8.5380350338623e-05,3.2385844799378e-17,-9.8719933679673e-14,0.58844058197263,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,2.2895523108599e-11
1.4,433,0,1.4,1,0.00017933095395354,8.538035029991e-05,3.2385844799378e-17,-9.8719933679673e-14,0.6865140123014,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,2.2160342466651e-11
1.6,433,0,1.6,1,0.00017933095396267,8.5380350261197e-05,3.2385844799378e-17,-9.8719933679673e-14,0.78458744263017,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,2.1425161824704e-11
1.8,433,0,1.8,1,0.0001793309539718,8.5380350222484e-05,3.2385844799378e-17,-9.8719933679673e-14,0.88266087295894,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,2.0689981182756e-11
2,433,0,2,1,0.00017933095398093,8.5380350183772e-05,3.2385844799378e-17,-9.8719933679673e-14,0.98073430328771,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,1.9954800540809e-11
2.2,433,0,2.2,1,0.00017933095399006,8.5380350145059e-05,3.2385844799378e-17,-9.8719933679673e-14,1.0788077336165,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,1.9219619898861e-11
2.4,433,0,2.4,1,0.00017933095399919,8.5380350106346e-05,3.2385844799378e-17,-9.8719933679673e-14,1.1768811639453,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,1.8484439256914e-11
2.6,433,0,2.6,1,0.00017933095400832,8.5380350067633e-05,3.2385844799378e-17,-9.8719933679673e-14,1.274954594274,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,1.7749258614966e-11
2.8,433,0,2.8,1,0.00017933095401746,8.538035002892e-05,3.2385844799378e-17,-9.8719933679673e-14,1.3730280246028,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,1.7014077973019e-11
3,433,0,3,1,0.00017933095402659,8.5380349990207e-05,3.2385844799378e-17,-9.8719933679673e-14,1.4711014549316,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,1.6278897331071e-11
3.2,433,0,3.2,1,0.00017933095403572,8.5380349951494e-05,3.2385844799378e-17,-9.8719933679673e-14,1.5691748852603,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,1.5543716689124e-11
3.4,433,0,3.4,1,0.00017933095404485,8.5380349912781e-05,3.2385844799378e-17,-9.8719933679673e-14,1.6672483155891,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,1.4808536047176e-11
3.6,433,0,3.6,1,0.00017933095405398,8.5380349874068e-05,3.2385844799378e-17,-9.8719933679673e-14,1.7653217459179,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,1.4073355405229e-11
3.8,433,0,3.8,1,0.00017933095406311,8.5380349835355e-05,3.2385844799378e-17,-9.8719933679673e-14,1.8633951762467,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,1.3338174763281e-11
4,433,0,4,1,0.00017933095407224,8.5380349796642e-05,3.2385844799378e-17,-9.8719933679673e-14,1.9614686065754,-0.49033635606359,-4.8362574090275e-06,0.49033635606359,4.8362574090275e-06,1.2602994121334e-11
4.2,433,0,4.2,1,0.00017933095407285,8.5380349822387e-05,-1.5245009098966e-18,7.4924912177716e-14,2.0595426206628,-0.49033944670659,-1.4481784209437e-05,0.49033944670659,1.4481784209437e-05,1.1798378455034e-11
4.4,433,0,4.4,1,0.00017933095407347,8.5380349848133e-05,-1.5245009098966e-18,7.4924912177716e-14,2.1576166347501,-0.49033944670659,-1.4481784209437e-05,0.49033944670659,1.4481784209437e-05,1.0993762788735e-11
4.6,433,0,4.6,1,0.00017933095407408,8.5380349873878e-05,-1.5245009098966e-18,7.4924912177716e-14,2.2556906488374,-0.49033944670659,-1.4481784209437e-05,0.49033944670659,1.4481784209437e-05,1.0189147122435e-11
4.8,433,0,4.8,1,0.00017933095407469,8.5380349899623e-05,-1.5245009098966e-18,7.4924912177716e-14,2.3537646629248,-0.49033944670659,-1.4481784209437e-05,0.49033944670659,1.4481784209437e-05,9.3845314561358e-12
5,433,0,5,1,0.0001793309540753,8.5380349925369e-05,-1.5245009098966e-18,7.4924912177716e-14,2.4518386770121,-0.49033944670659,-1.4481784209437e-05,0.49033944670659,1.4481784209437e-05,8.5799157898364e-12
5.2,433,0,5.2,1,0.00017933095407591,8.5380349951114e-05,-1.5245009098966e-18,7.4924912177716e-14,2.5499126910995,-0.49033944670659,-1.4481784209437e-05,0.49033944670659,1.4481784209437e-05,7.7753001235369e-12
5.4,433,0,5.4,1,0.00017933095407652,8.5380349976859e-05,-1.5245009098966e-18,7.4924912177716e-14,2.6479867051868,-0.49033944670659,-1.4481784209437e-05,0.49033944670659,1.4481784209437e-05,6.9706844572374e-12
5.6,433,0,5.6,1,0.00017933095407714,8.5380350002604e-05,-1.5245009098966e-18,7.4924912177716e-14,2.7460607192741,-0.49033944670659,-1.4481784209437e-05,0.49033944670659,1.4481784209437e-05,6.166068790938e-12
5.8,433,0,5.8,1,0.00017933095407775,8.538035002835e-05,-1.5245009098966e-18,7.4924912177716e-14,2.8441347333615,-0.49033944670659,-1.4481784209437e-05,0.49033944670659,1.4481784209437e-05,5.3614531246385e-12
6,433,0,6,1,0.00017933095407836,8.5380350054095e-05,-1.5245009098966e-18,7.4924912177716e-14,2.9422087474488,-0.49033944670659,-1.4481784209437e-05,0.49033944670659,1.4481784209437e-05,4.5568374583391e-12
6.2,433,0,6.2,1,0.00017933095407897,8.538035007984e-05,-1.5245009098966e-18,7.4924912177716e-14,3.0402827615361,-0.49033944670659,-1.4481784209437e-05,0.49033944670659,1.4481784209437e-05,3.7522217920396e-12
