x,y,z,id,mat_therm_cond,cv,ci,jvx,jix,T,jx,jy,dTdx,dTdy,gr0
0,433,0,0,1,9.5444397268542e-05,6.2177010729805e-05,6.2995576704844e-18,2.4444019840208e-14,0,-0.49033810124672,-4.8389783191029e-06,0.49033810124672,4.8389783191029e-06,5.4460073873212e-10
0.2,433,0,0.2,1,9.5444397270147e-05,6.2177010737857e-05,6.2995576704844e-18,2.4444019840208e-14,0.098073782830556,-0.49033810124672,-4.8389783191029e-06,0.49033810124672,4.8389783191029e-06,5.0244935101674e-10
0.4,433,0,0.4,1,9.5444397271752e-05,6.2177010745909e-05,6.2995576704844e-18,2.4444019840208e-14,0.19614756566111,-0.49033810124672,-4.8389783191029e-06,0.49033810124672,4.8389783191029e-06,4.6029796330136e-10
0.6,433,0,0.6,1,9.5444397273356e-05,6.2177010753961e-05,6.2995576704844e-18,2.4444019840208e-14,0.29422134849167,-0.49033810124672,-4.8389783191029e-06,0.49033810124672,4.8389783191029e-06,4.1814657558598e-10
0.8,433,0,0.8,1,9.5444397274961e-05,6.2177010762013e-05,6.2995576704844e-18,2.4444019840208e-14,0.39229513132222,-0.49033810124672,-4.8389783191029e-06,0.49033810124672,4.8389783191029e-06,3.759951878706e-10
1,433,0,1,1,9.5444397276566e-05,6.2177010770065e-05,6.2995576704844e-18,2.4444019840208e-14,0.49036891415278,-0.49033810124672,-4.8389783191029e-06,0.49033810124672,4.8389783191029e-06,3.3384380015523e-10
1.2,433,0,1.2,1,9.5444397278171e-05,6.2177010778117e-05,6.2995576704844e-18,2.4444019840208e-14,0.58844269698333,-0.49033810124672,-4.8389783191029e-06,0.49033810124672,4.8389783191029e-06,2.9169241243985e-10
1.4,433,0,1.4,1,9.5444397279775e-05,6.2177010786169e-05,6.2995576704844e-18,2.4444019840208e-14,0.68651647981389,-0.49033810124672,-4.8389783191029e-06,0.49033810124672,4.8389783191029e-06,2.4954102472447e-10
1.6,433,0,1.6,1,9.544439728138e-05,6.217701079422e-05,6.2995576704844e-18,2.4444019840208e-14,0.78459026264444,-0.49033810124672,-4.8389783191029e-06,0.49033810124672,4.8389783191029e-06,2.0738963700909e-10
1.8,433,0,1.8,1,9.5444397282985e-05,6.2177010802272e-05,6.2995576704844e-18,2.4444019840208e-14,0.882664045475,-0.49033810124672,-4.8389783191029e-06,0.49033810124672,4.8389783191029e-06,1.6523824929372e-10
2,433,0,2,1,9.5444397284589e-05,6.2177010810324e-05,6.2995576704844e-18,2.4444019840208e-14,0.98073782830556,-0.49033810124672,-4.8389783191029e-06,0.49033810124672,4.8389783191029e-06,1.2308686157834e-10
2.2,433,0,2.2,1,9.5444397286194e-05,6.2177010818376e-05,6.2995576704844e-18,2.4444019840208e-14,1.0788116111361,-0.49033810124672,-4.8389783191029e-06,0.49033810124672,4.8389783191029e-06,8.0935473862961e-11
2.4,433,0,2.4,1,9.5444397287799e-05,6.2177010826428e-05,6.2995576704844e-18,2.4444019840208e-14,1.1768853939667,-0.49033810124672,-4.8389783191029e-06,0.49033810124672,4.8389783191029e-06,3.8784086147583e-11
2.6,433,0,2.6,1,9.5444397289404e-05,6.217701083448e-05,6.2995576704844e-18,2.4444019840208e-14,1.2749591767972,-0.49033810124672,-4.8389783191029e-06,0.49033810124672,4.8389783191029e-06,-3.3673015677946e-12
