time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0
25.958682112,2.5998921867341e-16,3.7541953783661e-11,8.7767371723501e-20,1.7268408925347e-21,8.5795931347807e-20,-4.4206647889983e-22,1.299946093367e-14,1.8770976891831e-09
186.68799962237,1.7117985261534e-15,3.7543474083694e-11,7.503277716697e-21,2.6624170366625e-22,7.132654805766e-21,-6.277581010859e-23,8.5589926307671e-14,1.8771737041847e-09
1181.8815689988,1.0678067596054e-14,3.7552887368601e-11,-8.0374418614764e-24,-5.6006992230047e-21,-6.8493621179501e-24,3.2483384966539e-22,5.3390337980272e-13,1.87764436843e-09
7343.8578398454,6.5324548067963e-14,3.7611171509042e-11,-3.4703947595717e-24,1.848359759564e-19,-1.0458149901568e-24,-1.2395264139457e-20,3.2662274033982e-12,1.8805585754521e-09
45497.190750011,3.7247558921998e-13,3.7972036370247e-11,-1.6925092763051e-23,3.2351173083021e-18,-9.2720565098016e-24,2.8650131206387e-18,1.8623779460999e-11,1.8986018185123e-09
281732.57176583,1.45879920307e-12,4.0205896014214e-11,-2.5529507889771e-23,1.1653634561221e-18,-1.0202432750532e-23,1.1508866261288e-18,7.2939960153501e-11,2.0102948007107e-09
1744439.784661,2.0439052143294e-12,5.402510998783e-11,-1.8999304694577e-24,8.0957573094941e-21,-8.110247412141e-24,7.9943820366235e-21,1.0219526071647e-10,2.7012554993915e-09
10801137.310052,2.0406959377104e-12,1.3919554968642e-10,9.4931899987531e-24,-3.6552752479128e-24,1.3296282111936e-24,-9.5205441378272e-24,1.0203479688552e-10,6.9597774843212e-09
66877821.244672,2.0320656990848e-12,6.5177140183585e-10,-1.9010613804515e-23,-1.2980697198611e-25,-8.0569330367226e-24,1.3502769760682e-23,1.0160328495424e-10,3.2588570091792e-08
414089867.61007,1.9882408730068e-12,3.3233172258515e-09,-4.8467614016779e-26,-6.7793076026886e-25,-3.8774091213423e-26,3.407620164249e-25,9.9412043650338e-11,1.6616586129258e-07
2563935341.3868,1.8898755328582e-12,9.7708931953877e-09,-4.8467614016779e-26,-1.4516821226959e-24,-1.6155871338926e-27,3.7489810594373e-25,9.4493776642909e-11,4.8854465976939e-07
15875211863.902,1.8735846780241e-12,1.0904075291301e-08,1.1309109937248e-26,-2.3955150539536e-27,-1.0824433797081e-25,5.9887876348839e-27,9.3679233901204e-11,5.4520376456504e-07
