time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0
25.958682112,2.6091869918579e-16,3.7634905655183e-11,3.2897934369685e-23,-1.6398984890834e-26,3.4952481576566e-23,1.800847156771e-25,1.304593495929e-11,1.8817452827592e-06
186.68799962237,1.7127278640993e-15,3.7636425943354e-11,1.0588501277547e-24,3.0758038993537e-26,1.637881920796e-24,9.8230153433116e-26,8.5636393204963e-11,1.8818212971677e-06
1181.8815689988,1.0678995201036e-14,3.7645839154139e-11,-4.0245790118203e-25,6.8515473535344e-26,-3.8597386370654e-25,-4.2680873001329e-25,5.339497600518e-10,1.8822919577069e-06
7343.8578398454,6.5325450187117e-14,3.7704122835025e-11,1.5104729959937e-24,1.0298422149234e-24,1.5273861738017e-24,-4.5739365561426e-26,3.2662725093558e-09,1.8852061417513e-06
45497.190750011,3.7247629835628e-13,3.8064983790454e-11,1.7710873955298e-24,1.4551808847219e-23,-1.9041713856842e-24,8.6374506136602e-24,1.8623814917814e-08,1.9032491895227e-06
281732.57176583,1.458799249147e-12,4.0298824644118e-11,1.5267298415285e-25,1.302640849173e-24,1.5267298415285e-25,1.28345801378e-24,7.293996245735e-08,2.0149412322059e-06
1744439.784661,2.0439036603947e-12,5.4117919511301e-11,-3.5704475659027e-25,-2.1933466838728e-25,3.279641881802e-25,-2.9980900223104e-25,1.0219518301973e-07,2.7058959755651e-06
10801137.310052,2.0406943463663e-12,1.3928762484826e-10,1.308625578453e-25,-3.5885189807452e-24,-2.4233807008389e-26,-2.8574377302167e-24,1.0203471731832e-07,6.9643812424129e-06
66877821.244672,2.0320641720887e-12,6.5185904282482e-10,0,-5.4647687168316e-27,0,-5.5396285622676e-27,1.0160320860443e-07,3.2592952141241e-05
414089867.61007,1.9882398336204e-12,3.3233819229272e-09,3.2311742677853e-27,-1.497196908721e-27,-1.6155871338926e-27,-1.7966362904652e-27,9.9411991681021e-08,0.00016616909614636
2563935341.3868,1.8898753995571e-12,9.7709028956233e-09,2.9080568410067e-26,-3.5932725809304e-27,7.2701421025168e-26,-1.1977575269768e-27,9.4493769977853e-08,0.00048854514478117
15875211863.902,1.8735846780396e-12,1.0904075278294e-08,-2.2618219874497e-26,2.1559635485582e-26,1.2924697071141e-26,-1.3295108549442e-25,9.367923390198e-08,0.00054520376391469
