time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0
25.958682112,2.3341498882438e-13,3.7681297555988e-11,-5.0949551730732e-14,-4.7493188277633e-16,4.9851258788257e-14,3.6899155233871e-16,3.5012248323657e-10,5.6521946333982e-08
186.68799962237,1.6640319649259e-12,3.9206050152777e-11,-1.3840957761355e-13,-1.3244942945789e-15,1.3840959797525e-13,1.3318701365912e-15,2.4960479473889e-09,5.8809075229166e-08
1181.8815689988,1.0312814753904e-11,4.8644967861021e-11,-3.4991960508263e-13,-3.921874537118e-15,3.4991956759499e-13,4.0283346954135e-15,1.5469222130856e-08,7.2967451791532e-08
7343.8578398454,6.0668194365927e-11,1.070388423195e-10,-8.7391194510013e-13,-1.1247387333172e-14,8.7391195042692e-13,1.126317826215e-14,9.100229154889e-08,1.6055826347926e-07
45497.190750011,3.2321423882893e-10,4.678166513829e-10,-2.1764506941657e-12,-2.9615189730937e-14,2.1764506878307e-12,2.9619108047358e-14,4.848213582434e-07,7.0172497707435e-07
281732.57176583,1.2026273361614e-09,2.6785256215543e-09,-5.1571695813077e-12,-7.5382389405811e-14,5.1571689811701e-12,7.5382930025072e-14,1.8039410042421e-06,4.0177884323314e-06
1744439.784661,1.5221972466314e-09,1.5513859240864e-08,-6.1986280520418e-12,-1.8889318053342e-13,6.1986269834009e-12,1.8889283555067e-13,2.2832958699471e-06,2.3270788861296e-05
10801137.310052,1.0399229233016e-09,7.8093028567965e-08,-4.5510919466881e-12,-4.5993634343943e-13,4.5510916430353e-12,4.5993630826598e-13,1.5598843849524e-06,0.00011713954285195
66877821.244672,5.0315905960262e-10,2.9137836714237e-07,-2.6603577335031e-12,-9.6898511685902e-13,2.6603577112823e-12,9.6898511426985e-13,7.5473858940393e-07,0.00043706755071356
414089867.61007,2.2433835674874e-10,7.6249675698136e-07,-1.7322188010963e-12,-1.4946805066417e-12,1.7322188005591e-12,1.4946805068956e-12,3.3650753512311e-07,0.001143745135472
2563935341.3868,1.4528753124618e-10,1.2314338735321e-06,-1.4759426021927e-12,-1.7914629752124e-12,1.4759426021674e-12,1.7914629752375e-12,2.1793129686928e-07,0.0018471508102981
15875211863.902,1.4270909813026e-10,1.256506167319e-06,-1.4669203652416e-12,-1.8057180259182e-12,1.4669203647268e-12,1.8057180263815e-12,2.1406364719539e-07,0.0018847592509785
