Di,Dv,K0_dist,id,jix,jvx,super_saturation,void_nucleation_rate,x,xi,xie,xv,xve,y,z
1,1,8.397177670131e-21,0,-1.294798008752e-14,1.8901563389413e-10,1,4.3037883693406e-07,0,0,0,3.5888722498768e-05,3.5888722498768e-05,0,0
1,1,8.4392644787249e-21,1,-1.294798008752e-14,1.8901563389413e-10,0.99999473292531,4.3036656108645e-07,1,1.294798008752e-14,0,3.5888533483134e-05,3.5888722498768e-05,0,0
1,1,8.4815537456179e-21,2,-1.2300315348885e-14,1.8900761428783e-10,0.99998946609213,4.3035428608718e-07,2,2.5248295436405e-14,0,3.5888344475519e-05,3.5888722498768e-05,0,0
1,1,8.5240464005409e-21,3,-1.1535224549531e-14,1.889948826779e-10,0.9999841995544,4.3034201206195e-07,3,3.6933391512322e-14,0,3.5888155477894e-05,3.5888722498768e-05,0,0
1,1,8.5667433772713e-21,4,-1.0958324077207e-14,1.8898243548131e-10,0.99997893336609,4.3032973913646e-07,4,4.8034090628183e-14,0,3.5887966492224e-05,3.5888722498768e-05,0,0
1,1,8.6096456136501e-21,5,-1.0410279754896e-14,1.889680233038e-10,0.99997366758115,4.3031746743635e-07,5,5.8579623930693e-14,0,3.5887777520474e-05,3.5888722498768e-05,0,0
1,1,8.6527540515979e-21,6,-9.889648113299e-15,1.8895164783945e-10,0.99996840225351,4.3030519708728e-07,6,6.8597760338325e-14,0,3.588758856461e-05,3.5888722498768e-05,0,0
1,1,8.6960696371319e-21,7,-9.3950578913918e-15,1.8893331076876e-10,0.99996313743711,4.3029292821485e-07,7,7.811487968807e-14,0,3.5887399626592e-05,3.5888722498768e-05,0,0
1,1,8.7395933203826e-21,8,-8.6991779701412e-15,1.8890213067282e-10,0.99995787318588,4.3028066094462e-07,8,8.7156044577312e-14,0,3.5887210708382e-05,3.5888722498768e-05,0,0
1,1,8.7833260556103e-21,9,-8.4788656407154e-15,1.8889075830005e-10,0.99995260955373,4.3026839540214e-07,9,9.574506638274e-14,0,3.5887021811938e-05,3.5888722498768e-05,0,0
1,1,8.8272688012224e-21,10,-8.0548498450269e-15,1.8886654616819e-10,0.99994734659457,4.302561317129e-07,10,1.0390456039201e-13,0,3.5886832939216e-05,3.5888722498768e-05,0,0
