x,y,z,id,xi,xv,jvx,jix,xie,xve,Di,Dv,K0_dist_FP,K0_dist_II,super_saturation,void_nucleation_rate,Sv
10,0,0,10,4.5564638690362E-11,2.5177497050639E-07,-3.6334938960889E-12,-3.633500491284E-12,0,3.7E-11,1,0.000181,2.262712445415E-13,1.2702244876304E-23,0.99014055468347,4.0789400472931E-07,6803.49745588377
11,0,0,11,4.901394037944E-11,2.7083184949128E-07,-3.449295096264E-12,-3.4493016890778E-12,0,3.7E-11,1,0.000181,2.2627385235634E-13,1.3069303545986E-23,0.98915611182057,4.0570259348637E-07,7318.4550148892
12,0,0,12,5.2285646888789E-11,2.889075396519E-07,-3.2716999190733E-12,-3.2717065093487E-12,0,3.7E-11,1,0.000181,2.262761452855E-13,1.3446632994909E-23,0.98817204800042,4.035216293384E-07,7806.89875689219
13,0,0,13,5.5386468277532E-11,3.0603911313895E-07,-3.1008148011558E-12,-3.1008213887438E-12,0,3.7E-11,1,0.000181,2.262781256775E-13,1.3834510616546E-23,0.98718838546634,4.0135111759719E-07,8269.83045055871
14,0,0,14,5.8323165378948E-11,3.2226392262323E-07,-2.9366905166556E-12,-2.9366971014151E-12,0,3.7E-11,1,0.000181,2.2627979591702E-13,1.4233221007035E-23,0.9862051452796,3.9919106028092E-07,8708.25944480678
15,0,0,15,6.1102501275891E-11,3.3761933320415E-07,-2.7793293151461E-12,-2.7793358969437E-12,0,3.7E-11,1,0.000181,2.262811584254E-13,1.4643056144077E-23,0.98522234736183,3.9704145627155E-07,9123.195424402
16,0,0,16,6.3731199368466E-11,3.5214249073932E-07,-2.6286915138648E-12,-2.6286980925745E-12,0,3.7E-11,1,0.000181,2.2628221566111E-13,1.5064315570051E-23,0.98424001054329,3.9490230148151E-07,9515.64214972842
17,0,0,17,6.621590748751E-11,3.6587012357656E-07,-2.4847015435414E-12,-2.484708119044E-12,0,3.7E-11,1,0.000181,2.2628297012023E-13,1.5497306579454E-23,0.98325815260822,3.9277358901084E-07,9886.59209916412
18,0,0,18,6.8563167516449E-11,3.7883837471886E-07,-2.3472534567558E-12,-2.3472600289389E-12,0,3.7E-11,1,0.000181,2.2628342433697E-13,1.5942344410742E-23,0.98227679034503,3.9065530931147E-07,10237.0219338201
19,0,0,19,7.077939000046E-11,3.9108266154347E-07,-2.2162159152536E-12,-2.2162224840111E-12,0,3.7E-11,1,0.000181,2.2628358088416E-13,1.6399752442689E-23,0.98129593958682,3.885474503273E-07,10567.8887068505
20,0,0,20,7.2870833243966E-11,4.0263756031846E-07,-2.0914366782744E-12,-2.0914432435064E-12,0,3.7E-11,1,0.000181,2.2628344237374E-13,1.6869862395352E-23,0.9803156152596,3.8644999764801E-07,10880.1267428437
21,0,0,21,7.4843586423567E-11,4.1353671290403E-07,-1.9727466179879E-12,-1.9727531796003E-12,0,3.7E-11,1,0.000181,2.2628301145725E-13,1.7353014535746E-23,0.97933583141901,3.8436293463487E-07,11174.6451166921
22,0,0,22,7.6703556272304E-11,4.2381275318488E-07,-1.8599632908332E-12,-1.8599698487373E-12,0,3.7E-11,1,0.000181,2.262822908264E-13,1.7849557888335E-23,0.97835660130046,3.8228624257265E-07,11452.325665638
23,0,0,23,7.8456456921579E-11,4.334972509482E-07,-1.7528940951623E-12,-1.7529006492747E-12,0,3.7E-11,1,0.000181,2.2628128321354E-13,1.8359850450443E-23,0.97737793736162,3.8021990080186E-07,11714.0214727373
24,0,0,24,8.0107802518108E-11,4.4262067109344E-07,-1.6513390462875E-12,-1.6513455965299E-12,0,3.7E-11,1,0.000181,2.262799913922E-13,1.8884259412697E-23,0.97639985130746,3.7816388681177E-07,11960.5557646195
25,0,0,25,8.1662902264432E-11,4.512123462317E-07,-1.5550932000254E-12,-1.5550997463239E-12,0,3.7E-11,1,0.000181,2.2627841817761E-13,1.9423161384602E-23,0.9754223541482,3.7611817640014E-07,12192.7211710658
26,0,0,26,8.312685756197E-11,4.593004609016E-07,-1.4639487552525E-12,-1.463955297538E-12,0,3.7E-11,1,0.000181,2.2627656642726E-13,1.9976942625381E-23,0.97444545621858,3.7408274374893E-07,12411.2792984875
27,0,0,27,8.4504560965177E-11,4.669120457911E-07,-1.3776968649992E-12,-1.3777034032066E-12,0,3.7E-11,1,0.000181,2.2627443904139E-13,2.0545999280164E-23,0.97346916722612,3.7205756155861E-07,12616.9605737874
28,0,0,28,8.5800696683538E-11,4.7407298051096E-07,-1.2961291842933E-12,-1.2961357183616E-12,0,3.7E-11,1,0.000181,2.2627203896359E-13,2.1130737621679E-23,0.97249349627812,3.7004260113559E-07,12810.4643193048
29,0,0,29,8.7019742394855E-11,4.8080800361286E-07,-1.2190391814441E-12,-1.2190457113162E-12,0,3.7E-11,1,0.000181,2.2626936918129E-13,2.1731574297533E-23,0.97151845191642,3.680378324937E-07,12992.4590235261
30,0,0,30,8.8165972158269E-11,4.8714072868353E-07,-1.1462232377922E-12,-1.1462297634144E-12,0,3.7E-11,1,0.000181,2.2626643272637E-13,2.234893658323E-23,0.9705440421502,3.6604322444941E-07,13163.582775983
31,0,0,31,8.9243460238797E-11,4.9309366547473E-07,-1.077481559206E-12,-1.0774880805281E-12,0,3.7E-11,1,0.000181,2.2626323267567E-13,2.2983262641024E-23,0.96957027448108,3.6405874469937E-07,13324.4438382295
32,0,0,32,9.0256085676612E-11,4.9868824514787E-07,-1.0126189208398E-12,-1.0126254378147E-12,0,3.7E-11,1,0.000181,2.2625977215161E-13,2.3635001784769E-23,0.9685971559282,3.6208435989615E-07,13475.6213260052
33,0,0,33,9.1207537454105E-11,5.0394484882141E-07,-9.5144526490964E-13,-9.5145177749338E-13,0,3.7E-11,1,0.000181,2.2625605432269E-13,2.4304614750858E-23,0.96762469307258,3.6012003576134E-07,13617.6659806475
34,0,0,34,9.2101320131787E-11,5.0888283870832E-07,-8.9377616953061E-13,-8.9378267768197E-13,0,3.7E-11,1,0.000181,2.2625208240413E-13,2.4992573975409E-23,0.96665289206489,3.5816573712239E-07,13751.1010104916
35,0,0,35,9.2940759840473E-11,5.1352059122216E-07,-8.3943320500558E-13,-8.3943970868603E-13,0,3.7E-11,1,0.000181,2.2624785965839E-13,2.5699363877824E-23,0.96568175865245,3.5622142798729E-07,13876.4229854681
36,0,0,36,9.3729010532035E-11,5.178755315116E-07,-7.882441923882E-13,-7.8825069156178E-13,0,3.7E-11,1,0.000181,2.2624338939582E-13,2.6425481150859E-23,0.9647112982101,3.542870716253E-07,13994.1027702991
37,0,0,37,9.4469060404329E-11,5.2196416895724E-07,-7.400433776611E-13,-7.4004987229418E-13,0,3.7E-11,1,0.000181,2.262386749752E-13,2.7171435057341E-23,0.96374151575948,3.5236263062286E-07,14104.5864836983
38,0,0,38,9.5163738427877E-11,5.2580213323065E-07,-6.9467153348702E-13,-6.9467802354822E-13,0,3.7E-11,1,0.000181,2.2623371980435E-13,2.7937747733684E-23,0.96277241598454,3.5044806693071E-07,14208.2964727628
39,0,0,39,9.5815720912545E-11,5.2940421057434E-07,-6.5197599920794E-13,-6.5198248466802E-13,0,3.7E-11,1,0.000181,2.2622852734074E-13,2.8724954500344E-23,0.96180400324881,3.4854334191368E-07,14305.6322933359
40,0,0,40,9.642753806196E-11,5.3278438001402E-07,-6.1181066858313E-13,-6.118171494148E-13,0,3.7E-11,1,0.000181,2.2622310109208E-13,2.9533604179359E-23,0.96083628163024,3.4664841643346E-07,14396.9716885394
41,0,0,41,9.7001580471811E-11,5.3595584926083E-07,-5.740359336726E-13,-5.7404240985044E-13,0,3.7E-11,1,0.000181,2.2621744461697E-13,3.0364259419132E-23,0.95986925492691,3.4476325087293E-07,14482.6715589286
42,0,0,42,9.7540105535594E-11,5.3893109010217E-07,-5.3851859228262E-13,-5.3852506378299E-13,0,3.7E-11,1,0.000181,2.2621156152545E-13,3.1217497026611E-23,0.95890292666287,3.4288780516015E-07,14563.068918828
43,0,0,43,9.8045243727887E-11,5.4172187311594E-07,-5.0513172549251E-13,-5.0513819229339E-13,0,3.7E-11,1,0.000181,2.2620545547968E-13,3.2093908307012E-23,0.95793730013248,3.4102203886621E-07,14638.4818343841
44,0,0,44,9.8519004740936E-11,5.4433930157433E-07,-4.7375455096851E-13,-4.7376101304943E-13,0,3.7E-11,1,0.000181,2.2619913019455E-13,3.2994099411271E-23,0.9569723783889,3.3916591119331E-07,14709.2103397186
45,0,0,45,9.8963283455319E-11,5.4679384443091E-07,-4.4427225704102E-13,-4.44278714383E-13,0,3.7E-11,1,0.000181,2.2619258943831E-13,3.3918691691353E-23,0.95600816426717,3.3731938102959E-07,14775.5373283096
46,0,0,46,9.937986572977E-11,5.4909536830862E-07,-4.1657582186494E-13,-4.1658227445033E-13,0,3.7E-11,1,0.000181,2.2618583703321E-13,3.4868322063624E-23,0.95504466039971,3.3548240698808E-07,14837.7294173754
47,0,0,47,9.9770433998979E-11,5.5125316842683E-07,-3.9056182139654E-13,-3.9056826920901E-13,0,3.7E-11,1,0.000181,2.2617887685614E-13,3.5843643380426E-23,0.95408186922981,3.3365494744097E-07,14896.03778359
48,0,0,48,1.001365726714E-10,5.5327599842352E-07,-3.6613222939929E-13,-3.661386724237E-13,0,3.7E-11,1,0.000181,2.2617171283929E-13,3.6845324810041E-23,0.95311979301548,3.3183696053497E-07,14950.6989689419
49,0,0,49,1.0047977332185E-10,5.5517209904355E-07,-3.4319421222637E-13,-3.432006504487E-13,0,3.7E-11,1,0.000181,2.2616434897079E-13,3.7874052225228E-23,0.95215843384875,3.3002840423534E-07,15001.9356559521
50,0,0,50,1.0080143967598E-10,5.5694922567735E-07,-3.2165992071791E-13,-3.2166635412523E-13,0,3.7E-11,1,0.000181,2.2615678929538E-13,3.8930528600492E-23,0.95119779366341,3.2822923634718E-07,15049.957411829
51,0,0,51,1.0110289238575E-10,5.586146747447E-07,-3.0144628118979E-13,-3.0145270977018E-13,0,3.7E-11,1,0.000181,2.2614903791507E-13,4.0015474418299E-23,0.95023787423691,3.2643941452552E-07,15094.9614014139
52,0,0,52,1.0138537359666E-10,5.6017530892796E-07,-2.8247478717078E-13,-2.8248121091324E-13,0,3.7E-11,1,0.000181,2.2614109898981E-13,4.1129628084393E-23,0.94927867721162,3.2465889632093E-07,15137.1330690368
53,0,0,53,1.0165005130882E-10,5.6163758126646E-07,-2.646712932678E-13,-2.6467771216219E-13,0,3.7E-11,1,0.000181,2.2613297673819E-13,4.2273746352435E-23,0.94832020410447,3.228876392027E-07,15176.6467895987
54,0,0,54,1.0189802353515E-10,5.6300755812996E-07,-2.4796581229366E-13,-2.4797222633072E-13,0,3.7E-11,1,0.000181,2.2612467543808E-13,4.344860475813E-23,0.9473624562992,3.2112560054953E-07,15213.6664893628
55,0,0,55,1.021303222609E-10,5.6429094109449E-07,-2.3229231658032E-13,-2.322987257515E-13,0,3.7E-11,1,0.000181,2.2611619942735E-13,4.4654998063071E-23,0.94640543506956,3.1937273769698E-07,15248.3462370873
56,0,0,56,1.0234791720942E-10,5.6549308774762E-07,-2.1758854421544E-13,-2.1759494851297E-13,0,3.7E-11,1,0.000181,2.2610755310452E-13,4.5893740708477E-23,0.94544914157352,3.1762900793111E-07,15280.8308062273
57,0,0,57,1.0255171941962E-10,5.6661903145359E-07,-2.0379581078177E-13,-2.0380221019856E-13,0,3.7E-11,1,0.000181,2.2609874092953E-13,4.7165667279044E-23,0.94449357687445,3.1589436853117E-07,15311.2562090316
58,0,0,58,1.0274258464119E-10,5.6767350011127E-07,-1.9085882704036E-13,-1.9086522156995E-13,0,3.7E-11,1,0.000181,2.2608976742438E-13,4.8471632977121E-23,0.94353874193732,3.1416877676608E-07,15339.7502034224
59,0,0,59,1.029213165537E-10,5.6866093393935E-07,-1.7872552288176E-13,-1.7873191251827E-13,0,3.7E-11,1,0.000181,2.2608063717385E-13,4.9812514107412E-23,0.94258463763638,3.1245218991175E-07,15366.4327735891
60,0,0,60,1.0308866981621E-10,5.6958550232481E-07,-1.6734687776837E-13,-1.6735326250649E-13,0,3.7E-11,1,0.000181,2.2607135482623E-13,5.1189208572437E-23,0.94163126476291,3.1074456526802E-07,15391.4165852701
61,0,0,61,1.0324535295385E-10,5.7045111977125E-07,-1.5667675780589E-13,-1.5668313764084E-13,0,3.7E-11,1,0.000181,2.2606192509403E-13,5.2602636378968E-23,0.94067862403483,3.090458601786E-07,15414.8074167107
62,0,0,62,1.0339203108829E-10,5.7126146098401E-07,-1.4667175950988E-13,-1.466781344374E-13,0,3.7E-11,1,0.000181,2.2605235275471E-13,5.4053740155668E-23,0.93972671608709,3.0735603201636E-07,15436.7045662952
63,0,0,63,1.0352932851858E-10,5.7201997512917E-07,-1.3729106027248E-13,-1.3729743028878E-13,0,3.7E-11,1,0.000181,2.2604264265141E-13,5.5543485682156E-23,0.93877554148708,3.0567503821322E-07,15457.2012378554
64,0,0,64,1.0365783115916E-10,5.7272989930311E-07,-1.2849627548478E-13,-1.2850264058647E-13,0,3.7E-11,1,0.000181,2.2603279969365E-13,5.7072862429751E-23,0.93782510074046,3.0400283627241E-07,15476.3849046473
65,0,0,65,1.0377808884158E-10,5.7339427124913E-07,-1.2025132222814E-13,-1.2025768241221E-13,0,3.7E-11,1,0.000181,2.2602282885814E-13,5.8642884114113E-23,0.93687539429302,3.0233938377361E-07,15494.3376529808
66,0,0,66,1.0389061748625E-10,5.7401594135639E-07,-1.125222894144E-13,-1.1252864467833E-13,0,3.7E-11,1,0.000181,2.2601273518945E-13,6.0254589260041E-23,0.93592642252496,3.0068463836456E-07,15511.1365064569
67,0,0,67,1.0399590115082E-10,5.7459758397643E-07,-1.0527731422805E-13,-1.0528366456958E-13,0,3.7E-11,1,0.000181,2.2600252380083E-13,6.1909041778675E-23,0.9349781857721,2.9903855779976E-07,15526.8537317643
68,0,0,68,1.0409439396094E-10,5.751417080908E-07,-9.8486464700663E-14,-9.8492810117906E-14,0,3.7E-11,1,0.000181,2.259921998749E-13,6.3607331557346E-23,0.93403068431812,2.9740109992816E-07,15541.5571269416
69,0,0,69,1.0418652192967E-10,5.7565066736281E-07,-9.212162823334E-14,-9.2127968724725E-14,0,3.7E-11,1,0.000181,2.2598176866447E-13,6.5350575062339E-23,0.93308391839462,2.9577222269448E-07,15555.3102929968
70,0,0,70,1.042726846711E-10,5.7612666960518E-07,-8.6156405868668E-14,-8.616274143289E-14,0,3.7E-11,1,0.000181,2.2597123549327E-13,6.7139915954834E-23,0.93213788819846,2.9415188417018E-07,15568.1728897435
71,0,0,71,1.0435325701384E-10,5.7657178569416E-07,-8.0566012106255E-14,-8.0572342742321E-14,0,3.7E-11,1,0.000181,2.2596060575673E-13,6.8976525720287E-23,0.93119259387823,2.925400425311E-07,15580.2008766796
72,0,0,72,1.044285905196E-10,5.7698795795963E-07,-7.5327180049612E-14,-7.5333505756788E-14,0,3.7E-11,1,0.000181,2.2594988492276E-13,7.0861604311528E-23,0.93024803554201,2.9093665607163E-07,15591.4467397057
73,0,0,73,1.0449901491205E-10,5.7737700807935E-07,-7.041807166895E-14,-7.0424392446748E-14,0,3.7E-11,1,0.000181,2.2593907853255E-13,7.2796380805851E-23,0.92930421326315,2.8934168321524E-07,15601.9597044443
74,0,0,74,1.0456483942086E-10,5.7774064450456E-07,-6.5818192964055E-14,-6.5824508812158E-14,0,3.7E-11,1,0.000181,2.259281922013E-13,7.478211407638E-23,0.92836112708988,2.8775508253126E-07,15611.7859368957
75,0,0,75,1.0462635404559E-10,5.7808046944274E-07,-6.1508313811041E-14,-6.1514624729404E-14,0,3.7E-11,1,0.000181,2.2591723161908E-13,7.6820093478002E-23,0.92741877702799,2.8617681270603E-07,15620.9687321269
76,0,0,76,1.0468383074386E-10,5.783979854222E-07,-5.7470392280595E-14,-5.7476698269388E-14,0,3.7E-11,1,0.000181,2.2590620255161E-13,7.8911639548152E-23,0.9264771630524,2.8460683256295E-07,15629.548691661
77,0,0,77,1.0473752454813E-10,5.7869460146207E-07,-5.368750321752E-14,-5.3693804277036E-14,0,3.7E-11,1,0.000181,2.2589511084102E-13,8.1058104722759E-23,0.92553628512066,2.8304510108528E-07,15637.5638902033
78,0,0,78,1.0478767461514E-10,5.7897163887023E-07,-5.014377087618E-14,-5.0150067006927E-14,0,3.7E-11,1,0.000181,2.258839624067E-13,8.3260874067649E-23,0.92459614315362,2.8149157738413E-07,15645.0500323139
79,0,0,79,1.0483450521176E-10,5.7923033669018E-07,-4.6824305412068E-14,-4.6830596614713E-14,0,3.7E-11,1,0.000181,2.2587276324611E-13,8.5521366025724E-23,0.9236567370548,2.7994622073071E-07,15652.0405995937
80,0,0,80,1.0487822664107E-10,5.7947185681745E-07,-4.371514303517E-14,-4.3721429310528E-14,0,3.7E-11,1,0.000181,2.2586151943559E-13,8.7841033180217E-23,0.92271806670069,2.7840899054043E-07,15658.5669889408
81,0,0,81,1.0491903611205E-10,5.7969728880439E-07,-4.0803189636958E-14,-4.0809470985993E-14,0,3.7E-11,1,0.000181,2.2585023713117E-13,9.0221363034363E-23,0.92178013194846,2.7687984638562E-07,15664.6586423859
82,0,0,82,1.0495711855619E-10,5.7990765437185E-07,-3.8076167709783E-14,-3.8082444133587E-14,0,3.7E-11,1,0.000181,2.2583892256942E-13,9.2663878807798E-23,0.920842932636,2.7535874799543E-07,15670.3431690079
83,0,0,83,1.0499264739407E-10,5.8010391164469E-07,-3.5522566383982E-14,-3.552883788381E-14,0,3.7E-11,1,0.000181,2.2582758206826E-13,9.5170140250023E-23,0.91990646857226,2.7384565524018E-07,15675.6464593864
84,0,0,84,1.0502578525506E-10,5.8028695912765E-07,-3.3131594415168E-14,-3.3137860992325E-14,0,3.7E-11,1,0.000181,2.2581622202783E-13,9.7741744471282E-23,0.91897073956616,2.7234052817803E-07,15680.5927930377
85,0,0,85,1.0505668465268E-10,5.8045763943682E-07,-3.0893135960738E-14,-3.0899397616693E-14,0,3.7E-11,1,0.000181,2.2580484893128E-13,1.0038032679118E-22,0.91803574539577,2.7084332700486E-07,15685.2049392478
86,0,0,86,1.0508548861841E-10,5.8061674280142E-07,-2.8797708992568E-14,-2.8803965728867E-14,0,3.7E-11,1,0.000181,2.2579346934567E-13,1.030875616054E-22,0.91710148583143,2.6935401209138E-07,15689.5042516973
87,0,0,87,1.0511233129642E-10,5.8076501034948E-07,-2.6836426198292E-14,-2.6842678016617E-14,0,3.7E-11,1,0.000181,2.257820899228E-13,1.0586516327089E-22,0.91616796062417,2.6787254396425E-07,15693.5107572482
88,0,0,88,1.0513733850156E-10,5.8090313719054E-07,-2.5000958232209E-14,-2.500720513427E-14,0,3.7E-11,1,0.000181,2.2577071740006E-13,1.0871488700988E-22,0.91523516951346,2.6639888331811E-07,15697.2432392443
89,0,0,89,1.0516062824273E-10,5.8103177530757E-07,-2.32834991818E-14,-2.3289741169438E-14,0,3.7E-11,1,0.000181,2.2575935860128E-13,1.1163852983305E-22,0.91430311222911,2.6493299101821E-07,15700.7193156575
90,0,0,90,1.0518231121393E-10,5.8115153626958E-07,-2.16767341238E-14,-2.1682971198915E-14,0,3.7E-11,1,0.000181,2.2574802043763E-13,1.1463793148231E-22,0.91337178848548,2.634748280909E-07,15703.9555123883
91,0,0,91,1.0520249125474E-10,5.8126299377593E-07,-2.0173808649159E-14,-2.0180040813755E-14,0,3.7E-11,1,0.000181,2.2573670990847E-13,1.1771497539352E-22,0.91244119798152,2.620243557233E-07,15706.9673320182
92,0,0,92,1.0522126578224E-10,5.8136668604246E-07,-1.8768300242886E-14,-1.877452749899E-14,0,3.7E-11,1,0.000181,2.2572543410221E-13,1.2087158967955E-22,0.91151134041808,2.6058153528995E-07,15709.7693182886
93,0,0,93,1.05238726196E-10,5.8146311803921E-07,-1.7454191410489E-14,-1.7460413760238E-14,0,3.7E-11,1,0.000181,2.2571420019723E-13,1.2410974813406E-22,0.91058221547479,2.5914632831621E-07,15712.3751165679
94,0,0,94,1.0525495825789E-10,5.8155276358865E-07,-1.6225844448663E-14,-1.6232061894203E-14,0,3.7E-11,1,0.000181,2.2570301546271E-13,1.2743147125647E-22,0.90965382282936,2.577186965078E-07,15714.7975305511
95,0,0,95,1.052700424482E-10,5.8163606733319E-07,-1.5077977762804E-14,-1.5084190306402E-14,0,3.7E-11,1,0.000181,2.2569188725956E-13,1.3083882729845E-22,0.90872616214599,2.5629860173233E-07,15717.0485754255
96,0,0,96,1.0528405429948E-10,5.8171344657982E-07,-1.4005643640443E-14,-1.4011851284375E-14,0,3.7E-11,1,0.000181,2.256808230413E-13,1.3433393333239E-22,0.907799233085,2.5488600603365E-07,15719.1395277168
97,0,0,97,1.0529706470962E-10,5.8178529302951E-07,-1.3004207392808E-14,-1.30104101394E-14,0,3.7E-11,1,0.000181,2.2566983035492E-13,1.3791895634228E-22,0.90687303529514,2.5348087161945E-07,15721.0809720216
98,0,0,98,1.0530914023526E-10,5.8185197439848E-07,-1.2069327783712E-14,-1.2075525635356E-14,0,3.7E-11,1,0.000181,2.2565891684186E-13,1.4159611433739E-22,0.90594756842325,2.5208316087541E-07,15722.8828448174
99,0,0,99,1.0532034336689E-10,5.8191383593808E-07,-1.1196938667648E-14,-1.1203131626755E-14,0,3.7E-11,1,0.000181,2.2564809023882E-13,1.4536767748928E-22,0.9050228321065,2.5069283635282E-07,15724.5544755328
100,0,0,100,1.0533073278672E-10,5.8197120185943E-07,-1.0383231764803E-14,-1.0389419833859E-14,0,3.7E-11,1,0.000181,2.2563735837876E-13,1.4923596929248E-22,0.90409882597627,2.4930986077389E-07,15726.1046250444
101,0,0,101,1.053403636104E-10,5.8202437666885E-07,-9.6246405038897E-15,-9.6308236853752E-15,0,3.7E-11,1,0.000181,2.2562672919171E-13,1.5320336774937E-22,0.90317554966009,2.4793419703401E-07,15727.5415217632
102,0,0,102,1.0534928761357E-10,5.820736464195E-07,-8.9178248680369E-15,-8.9240031645032E-15,0,3.7E-11,1,0.000181,2.256162107058E-13,1.5727230657971E-22,0.90225300277969,2.4656580819816E-07,15728.8728954564
103,0,0,103,1.0535755344417E-10,5.821192798846E-07,-8.2596571829106E-15,-8.2658305969156E-15,0,3.7E-11,1,0.000181,2.2560581104808E-13,1.6144527645525E-22,0.90133118494908,2.4520465749752E-07,15730.1060089502
104,0,0,104,1.0536520682149E-10,5.8216152965691E-07,-7.6472087893703E-15,-7.6533773235198E-15,0,3.7E-11,1,0.000181,2.2559553844551E-13,1.6572482625994E-22,0.90041009578229,2.4385070834016E-07,15731.2476878402
105,0,0,105,1.0537229072269E-10,5.8220063317927E-07,-7.0777375466998E-15,-7.0839012036207E-15,0,3.7E-11,1,0.000181,2.2558540122584E-13,1.7011356437631E-22,0.89948973488753,2.4250392430186E-07,15732.3043483391
106,0,0,106,1.0537884555759E-10,5.8223681371029E-07,-6.5486761153761E-15,-6.5548348977001E-15,0,3.7E-11,1,0.000181,2.2557540781859E-13,1.7461415999825E-22,0.89857010186918,2.4116426912824E-07,15733.2820233711
107,0,0,107,1.0538490933247E-10,5.8227028122947E-07,-6.0576209714677E-15,-6.0637748819154E-15,0,3.7E-11,1,0.000181,2.2556556675593E-13,1.7922934447105E-22,0.89765119632195,2.3983170672575E-07,15734.1863870307
108,0,0,108,1.0539051780362E-10,5.8230123328532E-07,-5.6023221079512E-15,-5.6084711491842E-15,0,3.7E-11,1,0.000181,2.2555588667365E-13,1.8396191265895E-22,0.89673301784827,2.3850620118618E-07,15735.0227775004
109,0,0,109,1.0539570462118E-10,5.8232985579018E-07,-5.1806733799039E-15,-5.1868175546682E-15,0,3.7E-11,1,0.000181,2.2554637631213E-13,1.8881472434079E-22,0.89581556603901,2.3718771675794E-07,15735.7962185286
110,0,0,110,1.0540050146394E-10,5.8235632376507E-07,-4.790703454497E-15,-4.7968427654993E-15,0,3.7E-11,1,0.000181,2.2553704451719E-13,1.9379070563437E-22,0.8948988404908,2.3587621787045E-07,15736.5114395569
111,0,0,111,1.0540493816572E-10,5.823808020376E-07,-4.4305673279215E-15,-4.4367017779395E-15,0,3.7E-11,1,0.000181,2.2552790024115E-13,1.9889285044996E-22,0.89398284078679,2.3457166910571E-07,15737.1728945793
112,0,0,112,1.0540904283369E-10,5.8240344589602E-07,-4.0985383741368E-15,-4.1046679659649E-15,0,3.7E-11,1,0.000181,2.2551895254371E-13,2.0412422197356E-22,0.8930675665101,2.332740352171E-07,15737.7847798158
113,0,0,113,1.0541284195932E-10,5.8242440170205E-07,-3.7930008927106E-15,-3.7991256291047E-15,0,3.7E-11,1,0.000181,2.2551021059291E-13,2.0948795418046E-22,0.89215301724968,2.319832811367E-07,15738.3510502727
114,0,0,114,1.0541636052232E-10,5.8244380746517E-07,-3.5124431242449E-15,-3.5185630080003E-15,0,3.7E-11,1,0.000181,2.2550168366611E-13,2.1498725337965E-22,0.89123919258865,2.306993719581E-07,15738.8754352608
115,0,0,115,1.0541962208806E-10,5.8246179338067E-07,-3.2554507046788E-15,-3.2615657386272E-15,0,3.7E-11,1,0.000181,2.2549338115093E-13,2.2062539978971E-22,0.89032609210435,2.2942227293584E-07,15739.3614529346
116,0,0,116,1.0542264889878E-10,5.8247848233388E-07,-3.0207005311409E-15,-3.0268107181177E-15,0,3.7E-11,1,0.000181,2.2548531254623E-13,2.2640574914667E-22,0.88941371537222,2.2815194949011E-07,15739.8124239184
