x,y,z,id,cv,ci,jvx,jix,D,jx,jy,mat_therm_cond
0,225,0,0,3.7480250468658e-06,3.6778171303601e-06,0,0,15,0.021549281196496,-0.00011425873625143,1
0.45,225,0,0.45,3.7480256987001e-06,3.6778219558315e-06,0,0,14.990302823462,0.021549281196496,-0.00011425873625143,1
0.9,225,0,0.9,3.7480263505345e-06,3.6778267813028e-06,0,0,14.980605646923,0.021549281196496,-0.00011425873625143,1
1.35,225,0,1.35,3.7480270023689e-06,3.6778316067742e-06,0,0,14.970908470385,0.021549281196496,-0.00011425873625143,1
1.8,225,0,1.8,3.7480276542033e-06,3.6778364322455e-06,0,0,14.961211293846,0.021549281196496,-0.00011425873625143,1
2.25,225,0,2.25,3.7480283060376e-06,3.6778412577168e-06,0,0,14.951514117308,0.021549281196496,-0.00011425873625143,1
2.7,225,0,2.7,3.748028957872e-06,3.6778460831882e-06,0,0,14.941816940769,0.021549281196496,-0.00011425873625143,1
3.15,225,0,3.15,3.7480296097064e-06,3.6778509086595e-06,0,0,14.932119764231,0.021549281196496,-0.00011425873625143,1
3.6,225,0,3.6,3.7480302615408e-06,3.6778557341308e-06,0,0,14.922422587693,0.021549281196496,-0.00011425873625143,1
4.05,225,0,4.05,3.748039713856e-06,3.6778674597849e-06,0,0,14.912783739182,0.021419663357338,-0.00029047204307583,1
4.5,225,0,4.5,3.7480491661713e-06,3.677879185439e-06,0,0,14.903144890671,0.021419663357338,-0.00029047204307583,1
4.95,225,0,4.95,3.7480586184865e-06,3.677890911093e-06,0,0,14.89350604216,0.021419663357338,-0.00029047204307583,1
5.4,225,0,5.4,3.7480680708018e-06,3.6779026367471e-06,0,0,14.883867193649,0.021419663357338,-0.00029047204307583,1
5.85,225,0,5.85,3.748077523117e-06,3.6779143624011e-06,0,0,14.874228345139,0.021419663357338,-0.00029047204307583,1
6.3,225,0,6.3,3.7480869754323e-06,3.6779260880552e-06,0,0,14.864589496628,0.021419663357338,-0.00029047204307583,1
6.75,225,0,6.75,3.7480964277475e-06,3.6779378137092e-06,0,0,14.854950648117,0.021419663357338,-0.00029047204307583,1
7.2,225,0,7.2,3.7481058800628e-06,3.6779495393633e-06,0,0,14.845311799606,0.021419663357338,-0.00029047204307583,1
7.65,225,0,7.65,3.748107083965e-06,3.6779564531018e-06,0,0,14.835748023529,0.021252835726931,-0.00036443675850217,1
8.1,225,0,8.1,3.7481082878672e-06,3.6779633668403e-06,0,0,14.826184247452,0.021252835726931,-0.00036443675850217,1
