time,DOFs,T_cold,T_hot,average_ci,average_cv,dt,grain_tracker,jx,k_x_direct,left_jix,left_jvx,left_jx,left_jy,precipitate_area,right_jix,right_jvx,right_jy,tot_ci,tot_cv
383.75,10529872,5,15,8.9941635840757e-05,0.00032746364901312,8,34,0.019614978635827,0.88226572105006,0,0,0.019615100410235,1.3877144466966e-06,73132.735490799,0,0,-3.5386430747832e-06,18.213181257753,66.311388925157
391.75,10481290,5,15,9.0087726932826e-05,0.00033357349470456,8,34,0.019624791004231,0.8826740386122,0,0,0.019624993682622,1.4206878587027e-06,72834.463119507,0,0,-3.8677956111005e-06,18.242764703897,67.548632677674
399.75,10358212,5,15,9.0223829457057e-05,0.00033965739125036,8,34,0.019638444153904,0.88311559519038,0,0,0.019638567959192,1.5243610836099e-06,72536.432147026,0,0,-3.9334052505131e-06,18.270325465054,68.780621728199
407.75,10436740,5,15,9.0352043600962e-05,0.00034572241183495,8,33,0.019651845374418,0.8837299869257,0,0,0.019652014876126,1.5960358481792e-06,72282.046079636,0,0,-3.942539345782e-06,18.296288829195,70.008788396578
415.75,10377052,5,15,9.0472786497084e-05,0.00035177776772858,8,33,0.019658657678967,0.88433304184881,0,0,0.01965876604061,1.6948698201872e-06,72102.638483047,0,0,-4.0003367334666e-06,18.32073926566,71.234997965037
423.75,10363690,5,15,9.0585808566329e-05,0.00035781352799636,8,33,0.019663741796199,0.88463959555353,0,0,0.01966397991757,1.8413592036013e-06,71943.798065185,0,0,-3.9842191776425e-06,18.343626234682,72.457239419263
431.75,10331836,5,15,9.0690966695515e-05,0.00036382829728353,8,33,0.019668970468658,0.88486838082894,0,0,0.019669133939694,1.9324035328722e-06,71782.929897308,0,0,-3.9990666916484e-06,18.364920755842,73.675230199915
439.75,10308856,5,15,9.078896303091e-05,0.00036982192952991,8,33,0.019674353554356,0.88510367108963,0,0,0.01967449900645,2.1692782775313e-06,71615.495681763,0,0,-4.0446529631827e-06,18.384765013759,74.888940729807
447.75,10279906,5,15,9.0880158446982e-05,0.00037579754852145,8,32,0.019679712614562,0.88534590994603,0,0,0.019679872675787,2.2197670979492e-06,71456.84838295,0,0,-4.2144752853812e-06,18.403232085514,76.099003575593
455.75,10257778,5,15,9.0965229204737e-05,0.00038174747000868,8,32,0.019685115998849,0.8855870676553,0,0,0.01968527497833,2.2293356018518e-06,71287.6278162,0,0,-4.2220053317898e-06,18.420458913959,77.303862676757
463.75,10193968,5,15,9.1044594873117e-05,0.00038767795954801,8,32,0.019690579036026,0.8858302199482,0,0,0.019690721096142,1.9128591628896e-06,71118.407249451,0,0,-4.2445053796602e-06,18.436530461806,78.504786808472
471.75,10095622,5,15,9.1108809737798e-05,0.00039284347372984,8,32,0.019695352021777,0.88607605662117,0,0,0.019695463960282,1.7732422574048e-06,70962.173938751,0,0,-4.2866004671414e-06,18.449533971904,79.550803430293
479.75,9953728,5,15,9.1175593581928e-05,0.0003984889393064,8,32,0.019705245401697,0.88629084097997,0,0,0.019705489126692,2.512813322021e-06,70765.530467033,0,0,-4.2588337387471e-06,18.46305770034,80.694010209546
487.75,10206826,5,15,9.1241380673305e-05,0.00040428649654572,8,32,0.019718326139036,0.88673604307639,0,0,0.019718639410427,2.8440814200716e-06,70504.964590073,0,0,-4.2038172639039e-06,18.476379586344,81.868015550508
495.75,10010428,5,15,9.1304543868319e-05,0.00041012284081172,8,32,0.019733798779875,0.88732467625663,0,0,0.019734271100929,4.7572022966177e-06,70115.540027618,0,0,-4.108602294498e-06,18.489170133335,83.049875264374
503.75,10086730,5,15,9.1366479267853e-05,0.00041597090607297,8,31,0.019742738525885,0.88802094509439,0,0,0.019743287977496,7.4501240294129e-06,69758.945703506,0,0,-4.5243176952739e-06,18.50171205174,84.234108479776
511.75,10007374,5,15,9.142580808648e-05,0.00042180901042133,8,31,0.019749363333915,0.88842323366484,0,0,0.019749861841383,7.3477350689963e-06,69580.455422401,0,0,-4.4767215004079e-06,18.513726137512,85.416324610318
519.75,9985930,5,15,9.1482605582822e-05,0.00042763936835898,8,30,0.019760177317428,0.88872135002616,0,0,0.019760663489276,7.3179481621397e-06,69350.885152817,0,0,-4.4228194434682e-06,18.525227630521,86.596972092694
527.75,9942958,5,15,9.1536846397823e-05,0.00043344992838952,8,30,0.019775572534024,0.88920797928426,0,0,0.019775939861382,7.2141581042295e-06,69009.836912155,0,0,-3.9237551186907e-06,18.536211395559,87.773610498879
535.75,9904294,5,15,9.1589957119926e-05,0.00043924668617409,8,30,0.019790857043885,0.88990076403107,0,0,0.01979098209074,7.5204088987261e-06,68492.66409874,0,0,-3.3360781115026e-06,18.546966316785,88.947453950254
543.75,9835102,5,15,9.1641920870563e-05,0.00044503603044979,8,30,0.019805472008182,0.89058856697485,0,0,0.019805485492861,7.6362393589354e-06,68008.321523666,0,0,-2.742895907713e-06,18.557488976289,90.119796166082
551.75,9724432,5,15,9.1693557294666e-05,0.0004508113912051,8,30,0.019825075094406,0.89124624036819,0,0,0.019825148799017,7.3258867934502e-06,67508.239746094,0,0,-2.1755370668103e-06,18.56794535217,91.289306719032
559.75,9627046,5,15,9.1745252366667e-05,0.00045658315869489,8,29,0.019846309659436,0.89212837924825,0,0,0.019846411685068,7.1603009831847e-06,66996.908783913,0,0,-1.3899474205052e-06,18.57841360425,92.458089635714
567.75,9407284,5,15,9.1797737486603e-05,0.00046235032751091,8,28,0.019864329168682,0.89308393467462,0,0,0.019864491369106,6.9560062331249e-06,66594.786643982,0,0,-8.3019086839131e-07,18.589041841037,93.625941320959
