time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0
25.958682112,2.345645148852e-13,8.7126004881191e-09,-5.0976110501393e-14,-4.2616045097672e-13,5.0976185027532e-14,4.261508031544e-13,1.172822574426e-08,0.00043563002440596
186.68799962237,1.6856862685481e-12,8.7140168757225e-09,-1.3837972215828e-13,-2.5351906946974e-13,1.3837972649799e-13,2.5353242226246e-13,8.4284313427403e-08,0.00043570084378612
1181.8815689988,1.0639800385846e-11,8.7227920428361e-09,-3.4926902283924e-13,-1.2258685426806e-13,3.4926902310368e-13,1.2263967233304e-13,5.3199001929229e-07,0.0004361396021418
7343.8578398454,6.5056015708024e-11,8.7770714953133e-09,-8.6388450270551e-13,-1.0161333647882e-13,8.6388450269261e-13,1.0161962214342e-13,3.2528007854012e-06,0.00043885357476566
45497.190750011,3.6745473563886e-10,9.1105992567647e-09,-2.0299404483429e-12,-1.7198057630716e-13,2.0299404482734e-12,1.7198102356865e-13,1.8372736781943e-05,0.00045552996283824
281732.57176583,1.3791494318149e-09,1.1098311072088e-08,-3.718323797389e-12,-3.9455777393645e-13,3.7183237972694e-12,3.9455780318829e-13,6.8957471590747e-05,0.00055491555360442
1744439.784661,1.7121782510259e-09,2.2125633505592e-08,-3.961880727312e-12,-9.460795853961e-13,3.9618807272287e-12,9.4607958719436e-13,8.5608912551297e-05,0.0011062816752796
10801137.310052,1.2725908618945e-09,7.000419992752e-08,-3.4563835832558e-12,-2.0425578236025e-12,3.4563835832398e-12,2.0425578236773e-12,6.3629543094726e-05,0.003500209996376
66877821.244672,8.9332628735298e-10,1.4992253655389e-07,-3.0660801229598e-12,-2.9085159883513e-12,3.0660801229597e-12,2.9085159883515e-12,4.4666314367649e-05,0.0074961268276947
414089867.61007,8.6596336828711e-10,1.5840200013342e-07,-3.0480403702835e-12,-2.9486349294556e-12,3.0480403702835e-12,2.9486349294556e-12,4.3298168414356e-05,0.0079201000066712
