Di,Dv,K0_dist,id,jix,jvx,super_saturation,void_nucleation_rate,x,xi,xie,xv,xve,y,z
1,0.22729030881284,9.8759790376629e-22,0,-1.6125962393065e-14,-5.5275252867293e-10,1,4.3037883693406e-07,0,0,0,3.3534162870783e-06,3.3534162870783e-06,0,0
1,0.22729030881284,9.9254776258509e-22,1,-1.5345585940773e-14,-5.5045091009578e-10,1.0007239281195,4.3206879774168e-07,1,1.5734378693921e-14,0,3.3558439886507e-06,3.3534162870783e-06,0,0
1,0.22729030881284,9.9752143266521e-22,2,-1.434406050114e-14,-5.4208695268887e-10,1.0014398502266,4.3374538630534e-07,2,3.0450539790157e-14,0,3.3582448382512e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.0025190233529e-21,3,-1.3386803864319e-14,-5.2791023830159e-10,1.0021399991697,4.3539016302269e-07,3,4.4192870355448e-14,0,3.360592789582e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.0075406444705e-21,4,-1.2473422267071e-14,-5.0834051659672e-10,1.0028170760671,4.3698557254743e-07,4,5.7005400785554e-14,0,3.362863366648e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.012586406318e-21,5,-1.1603424393381e-14,-4.839508839138e-10,1.0034644605769,4.3851547176679e-07,5,6.8931706587996e-14,0,3.365034368879e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.0176564196754e-21,6,-1.0776223699272e-14,-4.5544441162823e-10,1.0040763935277,4.3996560408299e-07,6,8.0014812228284e-14,0,3.3670864835645e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.0227507958044e-21,7,-9.9911414168567e-15,-4.2362537182332e-10,1.0046481243489,4.4132399788952e-07,7,9.0297097727434e-14,0,3.3690037802508e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.0278696464505e-21,8,-9.2474102093255e-15,-3.8936621419633e-10,1.0051760171358,4.4258126994509e-07,8,9.9820208672843e-14,0,3.3707740664187e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.033013083845e-21,9,-8.5441784414927e-15,-3.5357168742908e-10,1.0056576108914,4.43730818446e-07,9,1.0862497027193e-13,0,3.3723890895004e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.0381812207068e-21,10,-7.8805150231673e-15,-3.1714172366575e-10,1.0060916315051,4.4476889591809e-07,10,1.1675130603798e-13,0,3.3738445770485e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.0433741702446e-21,11,-7.255414774854e-15,-2.8093489624119e-10,1.0064779553128,4.4569455841948e-07,11,1.2423816165005e-13,0,3.3751401145369e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.0485920461587e-21,12,-6.6678042574079e-15,-2.4573440683818e-10,1.0068175265798,4.4650949468648e-07,12,1.3112343447343e-13,0,3.376278868647e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.0538349626432e-21,13,-6.1165479955538e-15,-2.1221870312383e-10,1.0071122339347,4.4721774653544e-07,13,1.3744390916244e-13,0,3.3772671728987e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.0591030343878e-21,14,-5.6004549791145e-15,-1.8093870926818e-10,1.0073647535054,4.4782533953843e-07,14,1.4323519967135e-13,0,3.3781140016198e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.06439637658e-21,15,-5.1182854263266e-15,-1.523033018949e-10,1.0075783687415,4.4833984929207e-07,15,1.4853169791635e-13,0,3.3788303657344e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.0697151049071e-21,16,-4.6687576781384e-15,-1.2657450886271e-10,1.0077567791985,4.4876993473359e-07,16,1.5336652936372e-13,0,3.3794286715382e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.0750593355581e-21,17,-4.2505559250173e-15,-1.0387186608682e-10,1.0079039100108,4.4912486889209e-07,17,1.5777151548307e-13,0,3.379922081781e-06,3.3534162870783e-06,0,0
1,0.22729030881284,1.0804291852259e-21,18,-3.8623087165484e-15,-8.4186652067013e-11,1.0080237391663,4.4941411040134e-07,18,1.6177713867024e-13,0,3.3803239364462e-06,3.3534162870783e-06,0,0
