x,y,z,id,xi,xv,jvx,jix,xie,xve,Di,Dv,K0_dist_FP,K0_dist_II,super_saturation,void_nucleation_rate
0,0,0,0,0,0,-2.9792920537406e-12,-3.9792735842013e-12,3.047502574394e-22,1.8364093649045e-12,1,0.0069698724954158,3.5873851206226e-14,2.1612177626118e-24,0,-nan
1,0,0,1,3.9792735842013e-12,4.2745287746657e-10,-2.9792920537406e-12,-3.9792735842013e-12,3.047502574394e-22,1.8364093649045e-12,1,0.0069698724954158,3.587478334012e-14,2.2242267826806e-24,-78.126370087935,-nan
2,0,0,2,7.9226805468626e-12,8.4976038058299e-10,-2.9434294505789e-12,-3.9434069626614e-12,3.047502574394e-22,1.8364093649045e-12,1,0.0069698724954158,3.5875662116426e-14,2.2890155671964e-24,-156.25242622877,-nan
3,0,0,3,1.1830240808003e-11,1.2669259438932e-09,-2.9075907857508e-12,-3.90756026114e-12,3.047502574394e-22,1.8364093649045e-12,1,0.0069698724954158,3.5876487854203e-14,2.3556326717656e-24,-234.37785448034,-nan
4,0,0,4,1.5701987730701e-11,1.6789549306611e-09,-2.8717895021876e-12,-3.8717469226985e-12,3.047502574394e-22,1.8364093649045e-12,1,0.0069698724954158,3.587726087753e-14,2.4241279266124e-24,-312.50234091062,-nan
5,0,0,5,1.9537967684773e-11,2.0858545702583e-09,-2.8360386064228e-12,-3.8359799540718e-12,3.047502574394e-22,1.8364093649045e-12,1,0.0069698724954158,3.587798151557e-14,2.4945524686194e-24,-390.62557160336,-nan
6,0,0,6,2.3338239615858e-11,2.4876338963285e-09,-2.8003506740033e-12,-3.8002719310852e-12,3.047502574394e-22,1.8364093649045e-12,1,0.0069698724954158,3.5878650102646e-14,2.5669587741333e-24,-468.74723266402,-nan
7,0,0,7,2.7102874620158e-11,2.8843036857616e-09,-2.7647378551321e-12,-3.7646350043003e-12,3.047502574394e-22,1.8364093649045e-12,1,0.0069698724954158,3.5879266978307e-14,2.6414006925547e-24,-546.86701022611,-nan
8,0,0,8,3.0831955525033e-11,3.2758763985073e-09,-2.7292118805219e-12,-3.7290809048743e-12,3.047502574394e-22,1.8364093649045e-12,1,0.0069698724954158,3.5879832487396e-14,2.7179334807291e-24,-624.98459045785,-nan
9,0,0,9,3.4525576475646e-11,3.6623661182571e-09,-2.693784067445e-12,-3.6936209506129e-12,3.047502574394e-22,1.8364093649045e-12,1,0.0069698724954158,3.5880346980127e-14,2.7966138381573e-24,-703.09965956913,-nan
10,0,0,10,3.8183842527846e-11,4.043788494019e-09,-2.6584653259589e-12,-3.6582660522007e-12,3.047502574394e-22,1.8364093649045e-12,1,0.0069698724954158,3.5880810812155e-14,2.877499943043e-24,-781.21190381884,-nan
11,0,0,11,4.1806869247439e-11,4.4201606826093e-09,-2.6232661652947e-12,-3.6230267195928e-12,3.047502574394e-22,1.8364093649045e-12,1,0.0069698724954158,3.5881224344644e-14,2.960651489198e-24,-859.32100952245,-nan
12,0,0,12,4.5394782315991e-11,4.7915012920813e-09,-2.5881967003897e-12,-3.5879130685517e-12,3.047502574394e-22,1.8364093649045e-12,1,0.0069698724954158,3.5881587944348e-14,3.0461297238217e-24,-937.42666305988,-nan
