time,T_cold,T_hot,average_ci,average_cv,jx,k_x_direct,left_jix,left_jvx,left_jx,left_jy,right_jix,right_jvx,right_jy,tot_ci,tot_cv
5098.3734998927,5,15,9.7250190776538e-05,0.00010205083904009,0.038585611827556,0.98779166278556,-6.7710157653721e-12,5.6842367281514e-15,0.03858561182757,6.8521577301084e-17,-1.8042018028329e-12,2.379966096465e-15,8.8037216405823e-17,6.3733885027312,6.6880037873314
6119.0481998712,5,15,9.6787360423252e-05,0.00010253955256306,0.038585611827562,0.98779166278545,-4.3770520135626e-11,4.356123482201e-14,0.03858561182756,2.3418766925687e-17,7.9310047586678e-13,1.8173654973639e-16,1.5916087892087e-16,6.3430564526982,6.7200321167728
7343.8578398454,5,15,9.6238856282525e-05,0.0001031250471251,0.038585611827562,0.9877916627856,-5.6117440307762e-11,6.0067745818194e-14,0.038585611827562,-1.4745149545803e-17,1.7759166196553e-12,-1.7512814342264e-15,8.8470897274817e-17,6.3071096853316,6.7584030883906
8813.6294078145,5,15,9.5590218690211e-05,0.0001038264419721,0.03858561182757,0.98779166278558,5.2954506547076e-11,-3.4490380055189e-14,0.038585611827554,5.9934696094999e-16,3.1143874349473e-11,-3.3033652755695e-14,6.3317406873154e-17,6.2646005720817,6.8043697010833
10577.355289377,5,15,9.4825139057326e-05,0.00010466659424887,0.038585611827561,0.9877916627858,8.4583304957894e-11,-9.1976256499884e-14,0.038585611827562,-4.2500725161432e-17,4.1961002694007e-11,-4.6503640139959e-14,1.5525775109992e-16,6.2144603132609,6.8594299206942
12693.826347253,5,15,9.3925468751625e-05,0.00010567281327248,0.038585611827561,0.98779166278555,1.0515208831698e-10,-1.1886277619821e-13,0.03858561182756,6.0715321659188e-18,4.741809440858e-11,-5.3393049001614e-14,5.7245874707235e-17,6.1554995201065,6.925373490625
15233.591616703,5,15,9.2871363179591e-05,0.00010687768532748,0.038585611827556,0.98779166278556,1.2414648111272e-10,-1.4313298920196e-13,0.038585611827553,-1.118896642005e-16,4.4674279397451e-11,-5.1778763210661e-14,-4.4669129506403e-17,6.0864176573377,7.0043359856218
18281.309940044,5,15,9.1641606135814e-05,0.00010832002959543,0.038585611827561,0.98779166278545,1.283871081981e-10,-1.5272084775314e-13,0.03858561182756,-2.8622937353617e-17,3.9917277146714e-11,-4.7733692206176e-14,6.5919492087119e-17,6.0058242997167,7.0988614595661
21938.571928053,5,15,9.0214180819716e-05,0.00011004598573122,0.038585611827563,0.98779166278555,2.1801703801891e-11,-3.2532119173321e-14,0.038585611827559,1.9949319973733e-17,8.460418152052e-11,-1.00880329647e-13,1.1058862159352e-16,5.9122765542009,7.2119737208815
26327.286313664,5,15,8.8567157783542e-05,0.00011211022256552,0.038585611827561,0.98779166278561,-2.340547174649e-11,2.9551365881043e-14,0.038585611827559,-1.2229800505636e-16,1.0142349154708e-10,-1.2950352694811e-13,8.153200337091e-17,5.8043372525022,7.3472555460537
31593.743576396,5,15,8.6679956077265e-05,0.00011457724433399,0.038585611827562,0.98779166278557,-3.8305245384258e-11,5.1306446392911e-14,0.038585611827562,-2.8622937353617e-17,1.0633644651638e-10,-1.4222590919753e-13,1.123233450695e-16,5.6806576014796,7.5089342846726
37913.492291676,5,15,8.4535013299739e-05,0.00011752273628943,0.038585611827561,0.98779166278558,-3.3301633238461e-11,4.7235031848385e-14,0.038585611827561,-7.8062556418956e-18,1.035595838312e-10,-1.4611566829329e-13,1.0711917464157e-16,5.5400866316117,7.7019700454643
45497.190750011,5,15,8.21198417327e-05,0.00012103485308767,0.038585611827562,0.98779166278556,-1.0638390937816e-10,1.5741520909103e-13,0.038585611827559,-6.3317406873153e-17,1.1304544123017e-10,-1.6954029903199e-13,1.2186432418737e-16,5.3818059477942,7.9321401319533
54597.628900013,5,15,7.9429365732743e-05,0.00012521529665477,0.038585611827561,0.98779166278558,-1.9006067088007e-10,3.0447654800097e-13,0.038585611827561,-2.8622937353617e-17,1.2367856830456e-10,-1.9925599430703e-13,1.0538445116559e-16,5.205482912661,8.2061096815672
63698.067050015,5,15,7.6943403036006e-05,0.00012935589429847,0.038585611827561,0.98779166278557,-2.8265394081967e-11,5.418618178699e-14,0.038585611827556,1.344410693882e-16,2.1522617234911e-10,-3.656869467724e-13,9.497611030973e-17,5.0425628613677,8.4774678887446
72798.505200017,5,15,7.4641191930229e-05,0.00013345442112705,0.038585611827558,0.98779166278555,3.4763598577017e-10,-6.2882384670336e-13,0.038585611827551,-1.4745149545803e-17,2.4666245362635e-10,-4.5313082179592e-13,4.7271214720368e-17,4.8916851543395,8.7460689429826
81898.943350019,5,15,7.2504326985326e-05,0.00013750936052548,0.038585611827561,0.9877916627855,4.4244339300524e-10,-8.675662837824e-13,0.03858561182756,-1.8214596497756e-17,2.4087040097178e-10,-4.7254946350636e-13,1.270684946153e-16,4.7516435733103,9.0118134513979
90999.381500021,5,15,7.0516567183555e-05,0.00014151965359162,0.03858561182756,0.98779166278556,4.5772989156122e-10,-9.5337717277812e-13,0.038585611827562,-1.4658413372004e-16,2.2532947421043e-10,-4.6947004795255e-13,2.2421300927e-16,4.6213737469415,9.2746320177806
100099.81965002,5,15,6.8663571415481e-05,0.00014548460448021,0.038585611827559,0.98779166278552,3.72352053653e-10,-8.2521800789529e-13,0.038585611827561,-3.2092384305571e-17,2.3305928022411e-10,-5.135898417361e-13,1.2186432418737e-16,4.499935816285,9.5344790392149
111020.34543003,5,15,6.6599822766434e-05,0.00015018280219752,0.03858561182756,0.9877916627855,4.5996286729894e-10,-1.0797683342766e-12,0.038585611827558,-8.673617379884e-19,2.9010824739696e-10,-6.7941406764634e-13,1.3964523981613e-16,4.364685984821,9.8423801248164
121940.87121003,5,15,6.4692609066337e-05,0.0001548153482571,0.038585611827562,0.98779166278553,4.1565349986275e-10,-1.0477423762798e-12,0.03858561182756,6.0715321659188e-18,3.420917146083e-10,-8.5655756718635e-13,9.9746599868666e-17,4.2396948277714,10.145978663377
132861.39699003,5,15,6.292542495864e-05,0.00015938208363026,0.038585611827561,0.9877916627856,4.0050200359552e-10,-1.0695645726784e-12,0.038585611827562,-5.98479599212e-17,3.8685459485248e-10,-1.0297050839561e-12,1.0018028073766e-16,4.1238806500894,10.445264232793
143781.92277003,5,15,6.1283798902227e-05,0.00016388344218215,0.03858561182756,0.98779166278555,3.8247991676921e-10,-1.0823850648831e-12,0.03858561182756,-3.9031278209478e-17,3.7618441029356e-10,-1.0651506570145e-12,1.2663481374631e-16,4.0162950448563,10.740265266849
