x,y,z,id,cv,ci,jvx,jix,D,jx,jy,mat_therm_cond
0,128,0,0,0.002667865055574,3.7481750828323e-06,-1.1977420632771e-10,1.6826097648417e-10,15,0.038585611827571,1.7763568394003e-15,1
0.05,128,0,0.05,0.0026678694107178,3.7481689647281e-06,-1.1977420632771e-10,1.6826097648417e-10,14.998070719409,0.038585611827571,1.7763568394003e-15,1
0.1,128,0,0.1,0.0026678737658615,3.7481628466238e-06,-1.1977420632771e-10,1.6826097648417e-10,14.996141438817,0.038585611827571,1.7763568394003e-15,1
0.15,128,0,0.15,0.0026678781210053,3.7481567285196e-06,-1.1977420632771e-10,1.6826097648417e-10,14.994212158226,0.038585611827571,1.7763568394003e-15,1
0.2,128,0,0.2,0.0026678824761491,3.7481506104154e-06,-1.1977420632771e-10,1.6826097648417e-10,14.992282877634,0.038585611827571,1.7763568394003e-15,1
0.25,128,0,0.25,0.0026678868312928,3.7481444923111e-06,-1.1977420632771e-10,1.6826097648417e-10,14.990353597043,0.038585611827571,1.7763568394003e-15,1
0.3,128,0,0.3,0.0026678911864366,3.7481383742069e-06,-1.1977420632771e-10,1.6826097648417e-10,14.988424316452,0.038585611827571,1.7763568394003e-15,1
0.35,128,0,0.35,0.0026678955415804,3.7481322561027e-06,-1.1977420632771e-10,1.6826097648417e-10,14.98649503586,0.038585611827571,1.7763568394003e-15,1
0.4,128,0,0.4,0.0026678998967241,3.7481261379984e-06,-1.1977420632771e-10,1.6826097648417e-10,14.984565755269,0.038585611827571,1.7763568394003e-15,1
0.45,128,0,0.45,0.0026679042518679,3.7481200198942e-06,-1.1977420632771e-10,1.6826097648417e-10,14.982636474678,0.038585611827571,1.7763568394003e-15,1
0.5,128,0,0.5,0.0026679086070117,3.7481139017899e-06,-1.1977420632771e-10,1.6826097648417e-10,14.980707194086,0.038585611827571,1.7763568394003e-15,1
0.55,128,0,0.55,0.0026679129621555,3.7481077836857e-06,-1.1977420632771e-10,1.6826097648417e-10,14.978777913495,0.038585611827571,1.7763568394003e-15,1
0.6,128,0,0.6,0.0026679173172992,3.7481016655815e-06,-1.1977420632771e-10,1.6826097648417e-10,14.976848632903,0.038585611827571,1.7763568394003e-15,1
0.65,128,0,0.65,0.002667921672443,3.7480955474772e-06,-1.1977420632771e-10,1.6826097648417e-10,14.974919352312,0.038585611827571,1.7763568394003e-15,1
0.7,128,0,0.7,0.0026679260275868,3.748089429373e-06,-1.1977420632771e-10,1.6826097648417e-10,14.972990071721,0.038585611827571,1.7763568394003e-15,1
0.75,128,0,0.75,0.0026679303827305,3.7480833112687e-06,-1.1977420632771e-10,1.6826097648417e-10,14.971060791129,0.038585611827571,1.7763568394003e-15,1
0.8,128,0,0.8,0.0026679347378743,3.7480771931645e-06,-1.1977420632771e-10,1.6826097648417e-10,14.969131510538,0.038585611827571,1.7763568394003e-15,1
0.85,128,0,0.85,0.0026679390930181,3.7480710750603e-06,-1.1977420632771e-10,1.6826097648417e-10,14.967202229947,0.038585611827571,1.7763568394003e-15,1
0.9,128,0,0.9,0.0026679434481618,3.748064956956e-06,-1.1977420632771e-10,1.6826097648417e-10,14.965272949355,0.038585611827571,1.7763568394003e-15,1
0.95,128,0,0.95,0.0026679478033056,3.7480588388518e-06,-1.1977420632771e-10,1.6826097648417e-10,14.963343668764,0.038585611827571,1.7763568394003e-15,1
1,128,0,1,0.0026679521584494,3.7480527207476e-06,-1.1977420632771e-10,1.6826097648417e-10,14.961414388172,0.038585611827571,1.7763568394003e-15,1
1.05,128,0,1.05,0.0026679504966752,3.7480550551368e-06,8.2948366455235e-11,-1.1652740058076e-10,14.959485107581,0.038585611827565,-5.1070259132757e-15,1
1.1,128,0,1.1,0.002667948834901,3.7480573895261e-06,8.2948366455235e-11,-1.1652740058076e-10,14.95755582699,0.038585611827565,-5.1070259132757e-15,1
1.15,128,0,1.15,0.0026679471731268,3.7480597239154e-06,8.2948366455235e-11,-1.1652740058076e-10,14.955626546398,0.038585611827565,-5.1070259132757e-15,1
1.2,128,0,1.2,0.0026679455113527,3.7480620583047e-06,8.2948366455235e-11,-1.1652740058076e-10,14.953697265807,0.038585611827565,-5.1070259132757e-15,1
1.25,128,0,1.25,0.0026679438495785,3.7480643926939e-06,8.2948366455235e-11,-1.1652740058076e-10,14.951767985216,0.038585611827565,-5.1070259132757e-15,1
1.3,128,0,1.3,0.0026679421878043,3.7480667270832e-06,8.2948366455235e-11,-1.1652740058076e-10,14.949838704624,0.038585611827565,-5.1070259132757e-15,1
1.35,128,0,1.35,0.0026679405260301,3.7480690614725e-06,8.2948366455235e-11,-1.1652740058076e-10,14.947909424033,0.038585611827565,-5.1070259132757e-15,1
1.4,128,0,1.4,0.0026679388642559,3.7480713958618e-06,8.2948366455235e-11,-1.1652740058076e-10,14.945980143441,0.038585611827565,-5.1070259132757e-15,1
1.45,128,0,1.45,0.0026679372024817,3.748073730251e-06,8.2948366455235e-11,-1.1652740058076e-10,14.94405086285,0.038585611827565,-5.1070259132757e-15,1
1.5,128,0,1.5,0.0026679355407075,3.7480760646403e-06,8.2948366455235e-11,-1.1652740058076e-10,14.942121582259,0.038585611827565,-5.1070259132757e-15,1
1.55,128,0,1.55,0.0026679338789334,3.7480783990296e-06,8.2948366455235e-11,-1.1652740058076e-10,14.940192301667,0.038585611827565,-5.1070259132757e-15,1
1.6,128,0,1.6,0.0026679322171592,3.7480807334189e-06,8.2948366455235e-11,-1.1652740058076e-10,14.938263021076,0.038585611827565,-5.1070259132757e-15,1
1.65,128,0,1.65,0.002667930555385,3.7480830678081e-06,8.2948366455235e-11,-1.1652740058076e-10,14.936333740485,0.038585611827565,-5.1070259132757e-15,1
1.7,128,0,1.7,0.0026679288936108,3.7480854021974e-06,8.2948366455235e-11,-1.1652740058076e-10,14.934404459893,0.038585611827565,-5.1070259132757e-15,1
1.75,128,0,1.75,0.0026679272318366,3.7480877365867e-06,8.2948366455235e-11,-1.1652740058076e-10,14.932475179302,0.038585611827565,-5.1070259132757e-15,1
