Di,Dv,K0_dist,id,jix,jvx,super_saturation,void_nucleation_rate,x,xi,xie,xv,xve,y,z
1,0.065920542432165,1.4316874017234e-21,0,-3.6122983660725e-13,-6.0341870105627e-13,1,4.3037883693406e-07,0,0,0,4.6279774600597e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.4388630452562e-21,1,-3.59693142345e-13,-6.0181072510171e-13,1.0000079376917,4.3039733766548e-07,1,3.6065306670435e-13,0,4.6280689057877e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.4460732071722e-21,2,-3.5854489438364e-13,-6.0060902264811e-13,1.000015873047,4.3041583359956e-07,2,7.1977188199877e-13,0,4.6281601079606e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.453318045987e-21,3,-3.5701957206749e-13,-5.9901243668943e-13,1.0000238060663,4.3043432473652e-07,3,1.0773629441328e-12,0,4.6282510675655e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.4605977209061e-21,4,-3.5550071036523e-13,-5.9742232166576e-13,1.0000317367498,4.304528110766e-07,4,1.4334327239663e-12,0,4.6283417855858e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.4679123918279e-21,5,-3.5398828204455e-13,-5.9583865035665e-13,1.000039665098,4.3047129262004e-07,5,1.7879876650841e-12,0,4.6284322630004e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.4752622193465e-21,6,-3.524822599869e-13,-5.942613956114e-13,1.0000475911112,4.3048976936707e-07,6,2.1410341839099e-12,0,4.6285225007842e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.4826473647541e-21,7,-3.509826171871e-13,-5.9269053044685e-13,1.0000555147897,4.3050824131793e-07,7,2.4925786698195e-12,0,4.6286124999081e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.4900679900444e-21,8,-3.4948932675283e-13,-5.9112602796358e-13,1.0000634361339,4.3052670847284e-07,8,2.8426274852543e-12,0,4.6287022613389e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.4975242579154e-21,9,-3.4800236190418e-13,-5.8956786138782e-13,1.0000713551441,4.3054517083204e-07,9,3.1911869658337e-12,0,4.6287917860391e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.5050163317718e-21,10,-3.4652169597318e-13,-5.8801600405746e-13,1.0000792718206,4.3056362839577e-07,10,3.538263420467e-12,0,4.6288810749674e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.5125443757284e-21,11,-3.4504730240335e-13,-5.8647042939414e-13,1.0000871861637,4.3058208116427e-07,11,3.8838631314654e-12,0,4.6289701290784e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.5201085546128e-21,12,-3.4357915474922e-13,-5.8493111097308e-13,1.0000950981739,4.3060052913777e-07,12,4.2279923546531e-12,0,4.6290589493226e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.5277090339683e-21,13,-3.4211722667591e-13,-5.8339802243926e-13,1.0001030078514,4.3061897231651e-07,13,4.5706573194777e-12,0,4.6291475366465e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.5353459800567e-21,14,-3.4066149195865e-13,-5.818711376052e-13,1.0001109151966,4.3063741070071e-07,14,4.9118642291211e-12,0,4.6292358919929e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.5430195598615e-21,15,-3.3921192448231e-13,-5.8035043032527e-13,1.0001188202098,4.3065584429063e-07,15,5.2516192606088e-12,0,4.6293240163002e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.5507299410906e-21,16,-3.3776849824101e-13,-5.7883587459346e-13,1.0001267228914,4.3067427308649e-07,16,5.5899285649194e-12,0,4.6294119105031e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.5584772921793e-21,17,-3.363311873376e-13,-5.7732744452938e-13,1.0001346232417,4.3069269708854e-07,17,5.926798267094e-12,0,4.6294995755324e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.5662617822935e-21,18,-3.3489996598323e-13,-5.7582511433639e-13,1.000142521261,4.3071111629701e-07,18,6.2622344663438e-12,0,4.6295870123148e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.574083581332e-21,19,-3.3347480849696e-13,-5.7432885832953e-13,1.0001504169497,4.3072953071214e-07,19,6.5962432361589e-12,0,4.6296742217733e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.5819428599306e-21,20,-3.3205568930525e-13,-5.7283865093551e-13,1.0001583103081,4.3074794033416e-07,20,6.9288306244156e-12,0,4.6297612048269e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.5898397894638e-21,21,-3.3064258294152e-13,-5.7135446670668e-13,1.0001662013365,4.3076634516332e-07,21,7.2600026534835e-12,0,4.6298479623906e-07,4.6279774600597e-07,0,0
1,0.065920542432165,1.5977745420488e-21,22,-3.2923546404577e-13,-5.6987628026518e-13,1.0001740900354,4.3078474519986e-07,22,7.5897653203323e-12,0,4.6299344953759e-07,4.6279774600597e-07,0,0
