bias,Ci_Center,Cv_center,Fi,Fv,Di,Dv,rho,Zi,Zv,ki,kv,Zi_scaled,Zv_scaled,ki_scaled,kv_scaled
0,4.5608790664819E-12,2.5235206321805E-08,5.21258681214669E-08,5.21258335730419E-08,1,0.000181,1.22230996294576E-10,11428.9081910858,11412.1528121387,1.39696683475566E-06,1.39491880809365E-06,1.14289081910858E-06,1.14121528121387E-06,139696683475566,139491880809365
5,4.4694436547858E-12,2.6679794523898E-08,5.14450869404319E-08,5.49739638175081E-08,1,0.000181,1.22230996294576E-10,11510.4006032933,11384.0290910319,1.40692773349022E-06,1.39148121764326E-06,1.15104006032933E-06,1.13840290910319E-06,140692773349022,139148121764326
10,4.3806287917357E-12,2.8138860889912E-08,5.07831709512075E-08,5.78409592465925E-08,1,0.000181,1.22230996294576E-10,11592.6670269375,11356.6541305594,1.41698324041385E-06,1.38813514895118E-06,1.15926670269375E-06,1.13566541305594E-06,141698324041385,138813514895118
20,4.2105598249525E-12,3.1098765763047E-08,4.951374731423E-08,6.36293584316312E-08,1,0.000181,1.22230996294576E-10,11759.421400642,11304.0954560024,1.43736579364823E-06,1.38171084979616E-06,1.1759421400642E-06,1.13040954560024E-06,143736579364823,138171084979616
30,4.050080377049E-12,3.411165138815E-08,4.83133027864794E-08,6.94867367043063E-08,1,0.000181,1.22230996294576E-10,11928.9738199423,11254.3546575142,1.45809035478345E-06,1.37563098244045E-06,1.19289738199423E-06,1.12543546575142E-06,145809035478345,137563098244045
40,3.8986174968186E-12,3.7174352289898E-08,4.71776901574369E-08,7.5408946855425E-08,1,0.000181,1.22230996294576E-10,12101.1333366085,11207.2972388828,1.47913358402716E-06,1.36987910727809E-06,1.21011333366085E-06,1.12072972388828E-06,147913358402716,136987910727809
50,3.7556203612314E-12,4.0283825247904E-08,4.61029311640506E-08,8.13920106230688E-08,1,0.000181,1.22230996294576E-10,12275.7165873215,11162.7834232409,1.50047306869815E-06,1.36443813924331E-06,1.22757165873215E-06,1.11627834232409E-06,150047306869815,136443813924331
