x,y,z,id,mat_therm_cond,cv,ci,jvx,jix,T,jx,jy,dTdx,dTdy,gr0
0,433,0,0,1,1.5350412603933e-05,1.5349217019214e-05,6.966595057656e-19,7.1719121383013e-16,0,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,-1.3946351695152e-10
0.2,433,0,0.2,1,1.5350412604166e-05,1.5349217019384e-05,6.966595057656e-19,7.1719121383013e-16,0.098071268587548,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,-5.3504315814158e-11
0.4,433,0,0.4,1,1.5350412604398e-05,1.5349217019554e-05,6.966595057656e-19,7.1719121383013e-16,0.1961425371751,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,3.2454885323205e-11
0.6,433,0,0.6,1,1.5350412604631e-05,1.5349217019724e-05,6.966595057656e-19,7.1719121383013e-16,0.29421380576264,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,1.1841408646057e-10
0.8,433,0,0.8,1,1.5350412604864e-05,1.5349217019895e-05,6.966595057656e-19,7.1719121383013e-16,0.39228507435019,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,2.0437328759793e-10
1,433,0,1,1,1.5350412605096e-05,1.5349217020065e-05,6.966595057656e-19,7.1719121383013e-16,0.49035634293774,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,2.9033248873529e-10
1.2,433,0,1.2,1,1.5350412605329e-05,1.5349217020235e-05,6.966595057656e-19,7.1719121383013e-16,0.58842761152529,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,3.7629168987265e-10
1.4,433,0,1.4,1,1.5350412605562e-05,1.5349217020405e-05,6.966595057656e-19,7.1719121383013e-16,0.68649888011284,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,4.6225089101002e-10
1.6,433,0,1.6,1,1.5350412605795e-05,1.5349217020575e-05,6.966595057656e-19,7.1719121383013e-16,0.78457014870038,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,5.4821009214738e-10
1.8,433,0,1.8,1,1.5350412606027e-05,1.5349217020746e-05,6.966595057656e-19,7.1719121383013e-16,0.88264141728793,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,6.3416929328474e-10
2,433,0,2,1,1.535041260626e-05,1.5349217020916e-05,6.966595057656e-19,7.1719121383013e-16,0.98071268587548,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,7.201284944221e-10
2.2,433,0,2.2,1,1.5350412606493e-05,1.5349217021086e-05,6.966595057656e-19,7.1719121383013e-16,1.078783954463,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,8.0608769555946e-10
2.4,433,0,2.4,1,1.5350412606725e-05,1.5349217021256e-05,6.966595057656e-19,7.1719121383013e-16,1.1768552230506,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,8.9204689669683e-10
2.6,433,0,2.6,1,1.5350412606958e-05,1.5349217021427e-05,6.966595057656e-19,7.1719121383013e-16,1.2749264916381,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,9.7800609783419e-10
2.8,433,0,2.8,1,1.5350412607191e-05,1.5349217021597e-05,6.966595057656e-19,7.1719121383013e-16,1.3729977602257,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,1.0639652989716e-09
3,433,0,3,1,1.5350412607423e-05,1.5349217021767e-05,6.966595057656e-19,7.1719121383013e-16,1.4710690288132,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,1.1499245001089e-09
3.2,433,0,3.2,1,1.5350412607656e-05,1.5349217021937e-05,6.966595057656e-19,7.1719121383013e-16,1.5691402974008,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,1.2358837012463e-09
3.4,433,0,3.4,1,1.5350412607889e-05,1.5349217022107e-05,6.966595057656e-19,7.1719121383013e-16,1.6672115659883,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,1.3218429023836e-09
3.6,433,0,3.6,1,1.5350412608121e-05,1.5349217022278e-05,6.966595057656e-19,7.1719121383013e-16,1.7652828345759,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,1.407802103521e-09
3.8,433,0,3.8,1,1.5350412608354e-05,1.5349217022448e-05,6.966595057656e-19,7.1719121383013e-16,1.8633541031634,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,1.4937613046584e-09
4,433,0,4,1,1.5350412608587e-05,1.5349217022618e-05,6.966595057656e-19,7.1719121383013e-16,1.961425371751,-0.49032564256807,-4.82130516773e-06,0.49032564256807,4.82130516773e-06,1.5797205057957e-09
4.2,433,0,4.2,1,1.5350412609454e-05,1.5349217023534e-05,2.2608457091861e-18,2.2494174877222e-15,2.0594972316537,-0.49032871553466,-1.444563706411e-05,0.49032871553466,1.444563706411e-05,1.498010118529e-09
