x,y,z,id,mat_therm_cond,cv,ci,jvx,jix,T,jx,jy,dTdx,dTdy,gr0
0,433,0,0,1,7.3784052361969e-05,7.3745391598609e-05,3.1502934077577e-18,3.1698556336745e-15,0,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,5.4460073579958e-10
0.2,433,0,0.2,1,7.3784052362774e-05,7.3745391599314e-05,3.1502934077577e-18,3.1698556336745e-15,0.098073782833129,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,5.0244934831112e-10
0.4,433,0,0.4,1,7.378405236358e-05,7.3745391600018e-05,3.1502934077577e-18,3.1698556336745e-15,0.19614756566626,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,4.6029796082266e-10
0.6,433,0,0.6,1,7.3784052364386e-05,7.3745391600723e-05,3.1502934077577e-18,3.1698556336745e-15,0.29422134849939,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,4.1814657333419e-10
0.8,433,0,0.8,1,7.3784052365191e-05,7.3745391601427e-05,3.1502934077577e-18,3.1698556336745e-15,0.39229513133251,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,3.7599518584573e-10
1,433,0,1,1,7.3784052365997e-05,7.3745391602132e-05,3.1502934077577e-18,3.1698556336745e-15,0.49036891416564,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,3.3384379835727e-10
1.2,433,0,1.2,1,7.3784052366803e-05,7.3745391602836e-05,3.1502934077577e-18,3.1698556336745e-15,0.58844269699877,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,2.9169241086881e-10
1.4,433,0,1.4,1,7.3784052367609e-05,7.3745391603541e-05,3.1502934077577e-18,3.1698556336745e-15,0.6865164798319,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,2.4954102338034e-10
1.6,433,0,1.6,1,7.3784052368414e-05,7.3745391604245e-05,3.1502934077577e-18,3.1698556336745e-15,0.78459026266503,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,2.0738963589188e-10
1.8,433,0,1.8,1,7.378405236922e-05,7.374539160495e-05,3.1502934077577e-18,3.1698556336745e-15,0.88266404549816,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,1.6523824840342e-10
2,433,0,2,1,7.3784052370026e-05,7.3745391605654e-05,3.1502934077577e-18,3.1698556336745e-15,0.98073782833129,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,1.2308686091495e-10
2.2,433,0,2.2,1,7.3784052370832e-05,7.3745391606358e-05,3.1502934077577e-18,3.1698556336745e-15,1.0788116111644,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,8.093547342649e-11
2.4,433,0,2.4,1,7.3784052371637e-05,7.3745391607063e-05,3.1502934077577e-18,3.1698556336745e-15,1.1768853939975,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,3.8784085938027e-11
2.6,433,0,2.6,1,7.3784052372443e-05,7.3745391607767e-05,3.1502934077577e-18,3.1698556336745e-15,1.2749591768307,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,-3.3673015504357e-12
2.8,433,0,2.8,1,7.3784052373249e-05,7.3745391608472e-05,3.1502934077577e-18,3.1698556336745e-15,1.3730329596638,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,-4.5518689038899e-11
3,433,0,3,1,7.3784052374054e-05,7.3745391609176e-05,3.1502934077577e-18,3.1698556336745e-15,1.4711067424969,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,-8.7670076527362e-11
3.2,433,0,3.2,1,7.378405237486e-05,7.3745391609881e-05,3.1502934077577e-18,3.1698556336745e-15,1.5691805253301,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,-1.2982146401582e-10
3.4,433,0,3.4,1,7.3784052375666e-05,7.3745391610585e-05,3.1502934077577e-18,3.1698556336745e-15,1.6672543081632,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,-1.7197285150429e-10
3.6,433,0,3.6,1,7.3784052376472e-05,7.374539161129e-05,3.1502934077577e-18,3.1698556336745e-15,1.7653280909963,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,-2.1412423899275e-10
3.8,433,0,3.8,1,7.3784052377277e-05,7.3745391611994e-05,3.1502934077577e-18,3.1698556336745e-15,1.8634018738294,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,-2.5627562648121e-10
4,433,0,4,1,7.3784052378083e-05,7.3745391612698e-05,3.1502934077577e-18,3.1698556336745e-15,1.9614756566626,-0.49033810125922,-4.8389783763661e-06,0.49033810125922,4.8389783763661e-06,-2.9842701396968e-10
4.2,433,0,4.2,1,7.3784052379892e-05,7.3745391614588e-05,4.3262978580995e-18,4.3154854825278e-15,2.0595500097465,-0.4903412275028,-1.4473749680144e-05,0.4903412275028,1.4473749680144e-05,-2.8264679316155e-10
4.4,433,0,4.4,1,7.3784052381701e-05,7.3745391616479e-05,4.3262978580995e-18,4.3154854825278e-15,2.1576243628304,-0.4903412275028,-1.4473749680144e-05,0.4903412275028,1.4473749680144e-05,-2.6686657235342e-10
4.6,433,0,4.6,1,7.3784052383509e-05,7.3745391618369e-05,4.3262978580995e-18,4.3154854825278e-15,2.2556987159143,-0.4903412275028,-1.4473749680144e-05,0.4903412275028,1.4473749680144e-05,-2.5108635154529e-10
4.8,433,0,4.8,1,7.3784052385318e-05,7.3745391620259e-05,4.3262978580995e-18,4.3154854825278e-15,2.3537730689982,-0.4903412275028,-1.4473749680144e-05,0.4903412275028,1.4473749680144e-05,-2.3530613073716e-10
5,433,0,5,1,7.3784052387127e-05,7.3745391622149e-05,4.3262978580995e-18,4.3154854825278e-15,2.4518474220821,-0.4903412275028,-1.4473749680144e-05,0.4903412275028,1.4473749680144e-05,-2.1952590992903e-10
5.2,433,0,5.2,1,7.3784052388935e-05,7.3745391624039e-05,4.3262978580995e-18,4.3154854825278e-15,2.549921775166,-0.4903412275028,-1.4473749680144e-05,0.4903412275028,1.4473749680144e-05,-2.037456891209e-10
5.4,433,0,5.4,1,7.3784052390744e-05,7.3745391625929e-05,4.3262978580995e-18,4.3154854825278e-15,2.6479961282499,-0.4903412275028,-1.4473749680144e-05,0.4903412275028,1.4473749680144e-05,-1.8796546831278e-10
5.6,433,0,5.6,1,7.3784052392553e-05,7.3745391627819e-05,4.3262978580995e-18,4.3154854825278e-15,2.7460704813338,-0.4903412275028,-1.4473749680144e-05,0.4903412275028,1.4473749680144e-05,-1.7218524750465e-10
5.8,433,0,5.8,1,7.3784052394361e-05,7.3745391629709e-05,4.3262978580995e-18,4.3154854825278e-15,2.8441448344177,-0.4903412275028,-1.4473749680144e-05,0.4903412275028,1.4473749680144e-05,-1.5640502669652e-10
