x,y,z,id,mat_therm_cond,cv,ci,jvx,jix,T,jx,jy,dTdx,dTdy,gr0
0,433,0,0,1,9.6976886994073e-05,9.6832964090765e-05,2.6109248498028e-18,2.6258940395631e-15,0,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,2.8254208284647e-11
0.2,433,0,0.2,1,9.6976886994872e-05,9.6832964091456e-05,2.6109248498028e-18,2.6258940395631e-15,0.098073374809994,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,2.7451037580373e-11
0.4,433,0,0.4,1,9.697688699567e-05,9.6832964092148e-05,2.6109248498028e-18,2.6258940395631e-15,0.19614674961999,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,2.66478668761e-11
0.6,433,0,0.6,1,9.6976886996468e-05,9.6832964092839e-05,2.6109248498028e-18,2.6258940395631e-15,0.29422012442998,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,2.5844696171826e-11
0.8,433,0,0.8,1,9.6976886997266e-05,9.683296409353e-05,2.6109248498028e-18,2.6258940395631e-15,0.39229349923997,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,2.5041525467552e-11
1,433,0,1,1,9.6976886998065e-05,9.6832964094222e-05,2.6109248498028e-18,2.6258940395631e-15,0.49036687404997,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,2.4238354763279e-11
1.2,433,0,1.2,1,9.6976886998863e-05,9.6832964094913e-05,2.6109248498028e-18,2.6258940395631e-15,0.58844024885996,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,2.3435184059005e-11
1.4,433,0,1.4,1,9.6976886999661e-05,9.6832964095605e-05,2.6109248498028e-18,2.6258940395631e-15,0.68651362366995,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,2.2632013354731e-11
1.6,433,0,1.6,1,9.697688700046e-05,9.6832964096296e-05,2.6109248498028e-18,2.6258940395631e-15,0.78458699847995,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,2.1828842650458e-11
1.8,433,0,1.8,1,9.6976887001258e-05,9.6832964096988e-05,2.6109248498028e-18,2.6258940395631e-15,0.88266037328994,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,2.1025671946184e-11
2,433,0,2,1,9.6976887002056e-05,9.6832964097679e-05,2.6109248498028e-18,2.6258940395631e-15,0.98073374809994,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,2.022250124191e-11
2.2,433,0,2.2,1,9.6976887002855e-05,9.6832964098371e-05,2.6109248498028e-18,2.6258940395631e-15,1.0788071229099,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,1.9419330537636e-11
2.4,433,0,2.4,1,9.6976887003653e-05,9.6832964099062e-05,2.6109248498028e-18,2.6258940395631e-15,1.1768804977199,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,1.8616159833363e-11
2.6,433,0,2.6,1,9.6976887004451e-05,9.6832964099754e-05,2.6109248498028e-18,2.6258940395631e-15,1.2749538725299,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,1.7812989129089e-11
2.8,433,0,2.8,1,9.697688700525e-05,9.6832964100445e-05,2.6109248498028e-18,2.6258940395631e-15,1.3730272473399,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,1.7009818424815e-11
3,433,0,3,1,9.6976887006048e-05,9.6832964101137e-05,2.6109248498028e-18,2.6258940395631e-15,1.4711006221499,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,1.6206647720542e-11
3.2,433,0,3.2,1,9.6976887006846e-05,9.6832964101828e-05,2.6109248498028e-18,2.6258940395631e-15,1.5691739969599,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,1.5403477016268e-11
3.4,433,0,3.4,1,9.6976887007644e-05,9.683296410252e-05,2.6109248498028e-18,2.6258940395631e-15,1.6672473717699,-0.49033606629113,-4.8381699795479e-06,0.49033606629113,4.8381699795479e-06,1.4600306311994e-11
