x,y,z,id,T,jx,jy,dTdx,dTdy,gr0
500,0,0,0,250.77916072545,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-8.502137763256e-37
500,0.1732,0,0.1732,250.77916771565,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-8.3185648853039e-37
500,0.3464,0,0.3464,250.77917470585,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-8.1349920073519e-37
500,0.5196,0,0.5196,250.77918169604,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-7.9514191293998e-37
500,0.6928,0,0.6928,250.77918868624,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-7.7678462514478e-37
500,0.866,0,0.866,250.77919567644,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-7.5842733734957e-37
500,1.0392,0,1.0392,250.77920266663,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-7.4007004955436e-37
500,1.2124,0,1.2124,250.77920965683,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-7.217127617591e-37
500,1.3856,0,1.3856,250.77921664703,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-7.0335547396395e-37
500,1.5588,0,1.5588,250.77922363723,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-6.8499818616875e-37
500,1.732,0,1.732,250.77923062742,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-6.6664089837349e-37
500,1.9052,0,1.9052,250.77923761762,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-6.4828361057839e-37
500,2.0784,0,2.0784,250.77924460782,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-6.2992632278313e-37
500,2.2516,0,2.2516,250.77925159801,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-6.1156903498788e-37
500,2.4248,0,2.4248,250.77925858821,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-5.9321174719277e-37
500,2.598,0,2.598,250.77926557841,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-5.7485445939751e-37
500,2.7712,0,2.7712,250.77927256861,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-5.5649717160231e-37
500,2.9444,0,2.9444,250.7792795588,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-5.3813988380715e-37
500,3.1176,0,3.1176,250.779286549,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-5.197825960119e-37
500,3.2908,0,3.2908,250.7792935392,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-5.0142530821673e-37
500,3.464,0,3.464,250.77930052939,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-4.8306802042149e-37
500,3.6372,0,3.6372,250.77930751959,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-4.6471073262624e-37
500,3.8104,0,3.8104,250.77931450979,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-4.4635344483108e-37
500,3.9836,0,3.9836,250.77932149998,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-4.2799615703587e-37
500,4.1568,0,4.1568,250.77932849018,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-4.0963886924066e-37
500,4.33,0,4.33,250.77933548038,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-3.9128158144549e-37
500,4.5032,0,4.5032,250.77934247058,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-3.7292429365025e-37
500,4.6764,0,4.6764,250.77934946077,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-3.5456700585505e-37
500,4.8496,0,4.8496,250.77935645097,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-3.3620971805984e-37
500,5.0228,0,5.0228,250.77936344117,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-3.1785243026464e-37
500,5.196,0,5.196,250.77937043136,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-2.9949514246943e-37
500,5.3692,0,5.3692,250.77937742156,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-2.8113785467423e-37
500,5.5424,0,5.5424,250.77938441176,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-2.6278056687902e-37
500,5.7156,0,5.7156,250.77939140196,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-2.4442327908381e-37
500,5.8888,0,5.8888,250.77939839215,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-2.2606599128861e-37
500,6.062,0,6.062,250.77940538235,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-2.077087034934e-37
500,6.2352,0,6.2352,250.77941237255,-0.49334914894593,-4.0422269357521e-05,0.49334914894593,4.0422269357521e-05,-1.893514156982e-37
