x,y,z,id,mat_therm_cond,cv,ci,jvx,jix,T,jx,jy,dTdx,dTdy,gr0
0,433,0,0,1,9.9197250902176e-05,9.8992148258478e-05,9.6043414174918e-19,9.7562101897698e-16,0,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,2.8180889967455e-11
0.2,433,0,0.2,1,9.9197250902512e-05,9.8992148258706e-05,9.6043414174918e-19,9.7562101897698e-16,0.098073388802842,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,2.738027590089e-11
0.4,433,0,0.4,1,9.9197250902848e-05,9.8992148258935e-05,9.6043414174918e-19,9.7562101897698e-16,0.19614677760568,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,2.6579661834324e-11
0.6,433,0,0.6,1,9.9197250903185e-05,9.8992148259164e-05,9.6043414174918e-19,9.7562101897698e-16,0.29422016640853,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,2.5779047767758e-11
0.8,433,0,0.8,1,9.9197250903521e-05,9.8992148259393e-05,9.6043414174918e-19,9.7562101897698e-16,0.39229355521137,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,2.4978433701192e-11
1,433,0,1,1,9.9197250903857e-05,9.8992148259621e-05,9.6043414174918e-19,9.7562101897698e-16,0.49036694401421,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,2.4177819634626e-11
1.2,433,0,1.2,1,9.9197250904193e-05,9.899214825985e-05,9.6043414174918e-19,9.7562101897698e-16,0.58844033281705,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,2.337720556806e-11
1.4,433,0,1.4,1,9.9197250904529e-05,9.8992148260079e-05,9.6043414174918e-19,9.7562101897698e-16,0.68651372161989,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,2.2576591501495e-11
1.6,433,0,1.6,1,9.9197250904866e-05,9.8992148260307e-05,9.6043414174918e-19,9.7562101897698e-16,0.78458711042273,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,2.1775977434929e-11
1.8,433,0,1.8,1,9.9197250905202e-05,9.8992148260536e-05,9.6043414174918e-19,9.7562101897698e-16,0.88266049922558,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,2.0975363368363e-11
2,433,0,2,1,9.9197250905538e-05,9.8992148260765e-05,9.6043414174918e-19,9.7562101897698e-16,0.98073388802842,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,2.0174749301797e-11
2.2,433,0,2.2,1,9.9197250905874e-05,9.8992148260994e-05,9.6043414174918e-19,9.7562101897698e-16,1.0788072768313,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,1.9374135235231e-11
2.4,433,0,2.4,1,9.919725090621e-05,9.8992148261222e-05,9.6043414174918e-19,9.7562101897698e-16,1.1768806656341,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,1.8573521168665e-11
2.6,433,0,2.6,1,9.9197250906547e-05,9.8992148261451e-05,9.6043414174918e-19,9.7562101897698e-16,1.2749540544369,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,1.77729071021e-11
2.8,433,0,2.8,1,9.9197250906883e-05,9.899214826168e-05,9.6043414174918e-19,9.7562101897698e-16,1.3730274432398,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,1.6972293035534e-11
3,433,0,3,1,9.9197250907219e-05,9.8992148261909e-05,9.6043414174918e-19,9.7562101897698e-16,1.4711008320426,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,1.6171678968968e-11
3.2,433,0,3.2,1,9.9197250907555e-05,9.8992148262137e-05,9.6043414174918e-19,9.7562101897698e-16,1.5691742208455,-0.49033611743658,-4.841125355759e-06,0.49033611743658,4.841125355759e-06,1.5371064902402e-11
