x,y,z,id,T,jx,jy,dTdx,dTdy,gr0
500,0,0,0,250.71763859328,-0.49387664399959,-3.6284608343262e-05,0.49387664399959,3.6284608343262e-05,-1.2076314555468e-31
500,0.1732,0,0.1732,250.71764487153,-0.49387664399959,-3.6284608343262e-05,0.49387664399959,3.6284608343262e-05,-1.1689095247367e-31
500,0.3464,0,0.3464,250.71765114979,-0.49387664399959,-3.6284608343262e-05,0.49387664399959,3.6284608343262e-05,-1.1301875939266e-31
500,0.5196,0,0.5196,250.71765742804,-0.49387664399959,-3.6284608343262e-05,0.49387664399959,3.6284608343262e-05,-1.0914656631166e-31
500,0.6928,0,0.6928,250.7176637063,-0.49387664399959,-3.6284608343262e-05,0.49387664399959,3.6284608343262e-05,-1.0527437323065e-31
500,0.866,0,0.866,250.71766998455,-0.49387664399959,-3.6284608343262e-05,0.49387664399959,3.6284608343262e-05,-1.0140218014965e-31
500,1.0392,0,1.0392,250.7176762628,-0.49387664399959,-3.6284608343262e-05,0.49387664399959,3.6284608343262e-05,-9.7529987068641e-32
500,1.2124,0,1.2124,250.71768254106,-0.49387664399959,-3.6284608343262e-05,0.49387664399959,3.6284608343262e-05,-9.3657793987517e-32
500,1.3856,0,1.3856,250.71768881931,-0.49387664399959,-3.6284608343262e-05,0.49387664399959,3.6284608343262e-05,-8.978560090663e-32
500,1.5588,0,1.5588,250.71769509757,-0.49387664399959,-3.6284608343262e-05,0.49387664399959,3.6284608343262e-05,-8.5913407825624e-32
500,1.732,0,1.732,250.71770137582,-0.49387664399959,-3.6284608343262e-05,0.49387664399959,3.6284608343262e-05,-8.2041214744508e-32
500,1.9052,0,1.9052,250.71770765407,-0.49387664399959,-3.6284608343262e-05,0.49387664399959,3.6284608343262e-05,-7.8169021663719e-32
500,2.0784,0,2.0784,250.71771393233,-0.49387664399959,-3.6284608343262e-05,0.49387664399959,3.6284608343262e-05,-7.4296828582606e-32
500,2.2516,0,2.2516,250.71772021058,-0.49387664399959,-3.6284608343262e-05,0.49387664399959,3.6284608343262e-05,-7.0424635501499e-32
