x,y,z,id,mat_therm_cond,cv,ci,jvx,jix,T,jx,jy,dTdx,dTdy,gr0
0,433,0,0,1,9.8847579171465e-05,9.865821254311e-05,1.2335412808665e-18,1.2490174198458e-15,0,-0.49033611067371,-4.8403642897744e-06,0.49033611067371,4.8403642897744e-06,2.8200853670014e-11
0.2,433,0,0.2,1,9.8847579171878e-05,9.8658212543416e-05,1.2335412808665e-18,1.2490174198458e-15,0.098073386481029,-0.49033611067371,-4.8403642897744e-06,0.49033611067371,4.8403642897744e-06,2.7399570111376e-11
0.4,433,0,0.4,1,9.8847579172291e-05,9.8658212543722e-05,1.2335412808665e-18,1.2490174198458e-15,0.19614677296206,-0.49033611067371,-4.8403642897744e-06,0.49033611067371,4.8403642897744e-06,2.6598286552738e-11
0.6,433,0,0.6,1,9.8847579172704e-05,9.8658212544027e-05,1.2335412808665e-18,1.2490174198458e-15,0.29422015944309,-0.49033611067371,-4.8403642897744e-06,0.49033611067371,4.8403642897744e-06,2.57970029941e-11
0.8,433,0,0.8,1,9.8847579173117e-05,9.8658212544333e-05,1.2335412808665e-18,1.2490174198458e-15,0.39229354592412,-0.49033611067371,-4.8403642897744e-06,0.49033611067371,4.8403642897744e-06,2.4995719435462e-11
1,433,0,1,1,9.884757917353e-05,9.8658212544639e-05,1.2335412808665e-18,1.2490174198458e-15,0.49036693240515,-0.49033611067371,-4.8403642897744e-06,0.49033611067371,4.8403642897744e-06,2.4194435876825e-11
1.2,433,0,1.2,1,9.8847579173943e-05,9.8658212544944e-05,1.2335412808665e-18,1.2490174198458e-15,0.58844031888617,-0.49033611067371,-4.8403642897744e-06,0.49033611067371,4.8403642897744e-06,2.3393152318187e-11
1.4,433,0,1.4,1,9.8847579174356e-05,9.865821254525e-05,1.2335412808665e-18,1.2490174198458e-15,0.6865137053672,-0.49033611067371,-4.8403642897744e-06,0.49033611067371,4.8403642897744e-06,2.2591868759549e-11
1.6,433,0,1.6,1,9.8847579174769e-05,9.8658212545556e-05,1.2335412808665e-18,1.2490174198458e-15,0.78458709184823,-0.49033611067371,-4.8403642897744e-06,0.49033611067371,4.8403642897744e-06,2.1790585200911e-11
1.8,433,0,1.8,1,9.8847579175182e-05,9.8658212545861e-05,1.2335412808665e-18,1.2490174198458e-15,0.88266047832926,-0.49033611067371,-4.8403642897744e-06,0.49033611067371,4.8403642897744e-06,2.0989301642273e-11
2,433,0,2,1,9.8847579175595e-05,9.8658212546167e-05,1.2335412808665e-18,1.2490174198458e-15,0.98073386481029,-0.49033611067371,-4.8403642897744e-06,0.49033611067371,4.8403642897744e-06,2.0188018083635e-11
2.2,433,0,2.2,1,9.8847579176008e-05,9.8658212546472e-05,1.2335412808665e-18,1.2490174198458e-15,1.0788072512913,-0.49033611067371,-4.8403642897744e-06,0.49033611067371,4.8403642897744e-06,1.9386734524997e-11
