time,average_xi,average_xv,center_xi,center_xs,center_xv
0,0,0,0,0,0
1,9.7416990978472e-07,9.9547758140058e-07,1.2066364527202e-07,1,4.0017316186469e-07
2.2,2.1269723130999e-06,2.1899924732977e-06,1.9414363439029e-07,1,8.7874671407116e-07
3.64,3.4837249754922e-06,3.6233465540074e-06,2.3689441023002e-07,1,1.450023150938e-06
5.368,5.0750363885702e-06,5.3432737350094e-06,2.6614000176306e-07,1,2.1309722671143e-06
7.4416,6.9351031732422e-06,7.4070435753851e-06,2.8951446192657e-07,1,2.9414733226798e-06
9.92992,9.1006068786872e-06,9.8833616234506e-06,3.0973734396358e-07,1,3.9046104121774e-06
12.915904,1.160948355365e-05,1.2854648131081e-05,3.2782573821177e-07,1,5.0469738488403e-06
16.4990848,1.449916933349e-05,1.6419769494184e-05,3.4424782449514e-07,1,6.3989235865521e-06
20.79890176,1.7804063637259e-05,2.0697311375272e-05,3.5926156404406e-07,1,7.9947670203879e-06
25.958682112,2.1552011636063e-05,2.5829500051832e-05,3.7301798993903e-07,1,9.8727940867188e-06
32.1504185344,2.5759674264636e-05,3.1986898972111e-05,3.8560176054751e-07,1,1.2075101296454e-05
39.58050224128,3.042677951151e-05,3.9374032119411e-05,3.9705320207686e-07,1,1.4647127376672e-05
48.496602689536,3.5529474065272e-05,4.8236114860286e-05,4.073835136794e-07,1,1.7636821302084e-05
59.195923227443,4.1013352041101e-05,5.8867107439025e-05,4.1658697719357e-07,1,2.1093374993562e-05
72.035107872932,4.6787235851725e-05,7.161934722657e-05,4.2465187688989e-07,1,2.5065484978608e-05
87.442129447518,5.2719376925382e-05,8.6915064079719e-05,4.3157089761397e-07,1,2.9599165828225e-05
105.93055533702,5.8638288253116e-05,0.00010526014037034,4.3735114585192e-07,1,3.4735224913255e-05
128.11666640443,6.4340635012987e-05,0.00012726054418982,4.4202327563087e-07,1,4.0506614921118e-05
154.73999968531,6.960808300337e-05,0.00015364194273246,4.4564863389685e-07,1,4.6935985942955e-05
186.68799962237,7.4233302411006e-05,0.00018527309361725,4.4832289300682e-07,1,5.4033825785625e-05
225.02559954685,7.8052269723954e-05,0.00022319371671085,4.5017458367117e-07,1,6.1797561268553e-05
271.03071945622,8.0976112517776e-05,0.00026864766768178,4.5135747287445e-07,1,7.0211861220384e-05
326.23686334746,8.3012555609292e-05,0.0003231223678369,4.5203706607048e-07,1,7.9250138377584e-05
392.48423601695,8.4266973065944e-05,0.00038839559215066,4.5237339866609e-07,1,8.8876955547255e-05
471.98108322034,8.4918191037146e-05,0.00046659087757167,4.5250409513199e-07,1,9.9050812274532e-05
567.37729986441,8.517411157163e-05,0.00056024298341255,4.5253238567776e-07,1,0.00010972673676919
681.8527598373,8.5222530292521e-05,0.00067237500895785,4.5252352371593e-07,1,0.0001208582705324
819.22331180476,8.5196263708321e-05,0.00080658893774205,4.5250993908476e-07,1,0.00013239873292857
984.06797416571,8.5164557372772e-05,0.00096717151374328,4.5250200065676e-07,1,0.00014430192349685
1181.8815689988,8.5148210872794e-05,0.0011592174301312,4.5249941033897e-07,1,0.0001565225267489
1419.2578827986,8.5144165900635e-05,0.0013887717802915,4.5249926182377e-07,1,0.00016901641293344
1704.1094593583,8.51447449921e-05,0.0016629935191375,4.5249959306562e-07,1,0.00018174088547206
2045.93135123,8.5145649649227e-05,0.0019903412148806,4.5249977249688e-07,1,0.00019465482945654
2456.117621476,8.514596326865e-05,0.002380781508587,4.5249980676582e-07,1,0.00020771870648389
