x,Ci_Center,Cv_center,Fi,Fv,Di,Dv,Zi,Zv,rho,rho,ki,kv
0.0,2.1188429585815e-10,1.1626088900315e-06,1.5941680751611e-06,1.5937097762044e-06,1.0,0.000181,7523.767010219324,7573.506845996204,2.38732414637843e-10,2.38732414637843e-10,1.7961670655222042e-06,1.8080415766209085e-06
10.0,3.9633701469486e-12,6.2157119376017e-05,8.542177483298801e-07,5.3566610745727e-06,1.0,0.000181,215528.12799671074,476.1290880883229,2.38732414637843e-10,2.38732414637843e-10,5.1453550419028854e-05,1.1366744687863958e-07
20.0,1.982082484665e-12,0.00012428714992327,6.88073007269e-07,9.693289456158902e-06,1.0,0.000181,347146.50504834775,430.88996268886433,2.38732414637843e-10,2.38732414637843e-10,8.287512338328022e-05,1.0286740123592267e-07
30.0,1.3212205706736e-12,0.00018645331126413,6.0341077161369e-07,1.411303985347e-05,1.0,0.000181,456707.0669404217,418.1883139906739,2.38732414637843e-10,2.38732414637843e-10,0.00010903078087285389,9.983510597232205e-08
40.0,9.9104681505139e-13,0.00024857073463045,5.4912251072166e-07,1.8560289143020997e-05,1.0,0.000181,554083.3211730624,412.53059855092437,2.38732414637843e-10,2.38732414637843e-10,0.00013227764917420068,9.848442590405684e-08
50.0,7.9287514524414e-13,0.00031069810366946,5.1016107622409e-07,2.3023389232173e-05,1.0,0.000181,643431.7928669621,409.4039969324794,2.38732414637843e-10,2.38732414637843e-10,0.00015360802556588633,9.773800475007489e-08
