bias,Ci_Center,Cv_center,Fi,Fv,Di,Dv,rho,Zi,Zv,ki,kv,Zi_scaled,Zv_scaled,ki_scaled,kv_scaled
0,6.6687484068484E-12,3.6879957891471E-08,8.9642956999583E-07,8.9642364749574E-07,1,0.000181,1.90985931710274E-12,134422.46060374,134290.197715719,2.56727988811929E-07,2.56475385302936E-07,1.3442246060374E-05,1.34290197715719E-05,25672798881192.9,25647538530293.6
5,4.4762020588293E-12,5.5839803346692E-08,8.1128549173129E-07,1.0364337468361E-06,1,0.000181,1.90985931710274E-12,181244.162142107,102546.086380088,3.46150851737583E-07,1.95848598505434E-07,1.81244162142107E-05,1.02546086380088E-05,34615085173758.3,19584859850543.4
10,3.1557396744672E-12,7.9502485410742E-08,7.4503355511515E-07,1.1946906223481E-06,1,0.000181,1.90985931710274E-12,236088.407780638,83022.5701983466,4.50895645259803E-07,1.58561429223129E-07,2.36088407780638E-05,8.30225701983466E-06,45089564525980.3,15856142922312.9
20,1.8652799162428E-12,1.3406971994155E-07,6.5160925498201E-07,1.5490487458358E-06,1,0.000181,1.90985931710274E-12,349335.908947401,63834.5509147392,6.67182440501749E-07,1.21915011817584E-07,3.49335908947401E-05,6.38345509147392E-06,66718244050174.9,12191501181758.4
30,1.2873023332299E-12,1.9351917867389E-07,5.8850268724519E-07,1.9390332905211E-06,1,0.000181,1.90985931710274E-12,457159.652440472,55358.2915205747,8.73110621616888E-07,1.05726548839459E-07,4.57159652440472E-05,5.53582915205747E-06,87311062161688.8,10572654883945.9
40,9.7831169581756E-13,2.5399941482067E-07,5.4337872949947E-07,2.3444478760987E-06,1,0.000181,1.90985931710274E-12,555424.954871235,50995.1989685601,1.0607835250122E-06,9.73936558776128E-08,5.55424954871235E-05,5.09951989685601E-06,106078352501220,9739365587761.27
50,7.8856192499317E-13,3.1459995613569E-07,5.091661131534E-07,2.7577291490937E-06,1,0.000181,1.90985931710274E-12,645689.446846942,48429.9897370458,1.23317600601555E-06,9.24944671264872E-08,6.45689446846943E-05,4.84299897370458E-06,123317600601555,9249446712648.71
