time,center_xi,center_xs,center_xv
0,0,0,0
1,0.023166247889233,1,0.023166247889233
2,0.027743943122228,1,0.027743943122228
3,0.027441177036015,1,0.027441177036015
4,0.027077188191334,1,0.027077188191334
5,0.027004276713428,1,0.027004276713428
6,0.02700885461909,1,0.02700885461909
7,0.02701462651746,1,0.02701462651746
8,0.027015797565711,1,0.027015797565711
9,0.027015728751049,1,0.027015728751049
10,0.027015637248966,1,0.027015637248966
11,0.027015618446681,1,0.027015618446681
12,0.027015619477481,1,0.027015619477481
13,0.02701562092789,1,0.02701562092789
14,0.02701562122972,1,0.02701562122972
15,0.027015621214343,1,0.027015621214343
16,0.027015621191345,1,0.027015621191345
17,0.027015621186499,1,0.027015621186499
18,0.027015621186727,1,0.027015621186727
19,0.027015621187088,1,0.027015621187088
20,0.027015621187167,1,0.027015621187167
21,0.027015621187167,1,0.027015621187167
22,0.027015621187167,1,0.027015621187167
23,0.027015621187167,1,0.027015621187167
24,0.027015621187167,1,0.027015621187167
25,0.027015621187167,1,0.027015621187167
26,0.027015621187167,1,0.027015621187167
27,0.027015621187167,1,0.027015621187167
28,0.027015621187167,1,0.027015621187167
29,0.027015621187167,1,0.027015621187167
30,0.027015621187167,1,0.027015621187167
31,0.027015621187167,1,0.027015621187167
32,0.027015621187167,1,0.027015621187167
33,0.027015621187167,1,0.027015621187167
34,0.027015621187167,1,0.027015621187167
35,0.027015621187167,1,0.027015621187167
36,0.027015621187167,1,0.027015621187167
37,0.027015621187167,1,0.027015621187167
38,0.027015621187167,1,0.027015621187167
39,0.027015621187167,1,0.027015621187167
40,0.027015621187167,1,0.027015621187167
41,0.027015621187167,1,0.027015621187167
42,0.027015621187167,1,0.027015621187167
43,0.027015621187167,1,0.027015621187167
44,0.027015621187167,1,0.027015621187167
45,0.027015621187167,1,0.027015621187167
46,0.027015621187167,1,0.027015621187167
47,0.027015621187167,1,0.027015621187167
48,0.027015621187167,1,0.027015621187167
49,0.027015621187167,1,0.027015621187167
50,0.027015621187167,1,0.027015621187167
51,0.027015621187167,1,0.027015621187167
52,0.027015621187167,1,0.027015621187167
53,0.027015621187167,1,0.027015621187167
54,0.027015621187167,1,0.027015621187167
55,0.027015621187167,1,0.027015621187167
56,0.027015621187167,1,0.027015621187167
57,0.027015621187167,1,0.027015621187167
58,0.027015621187167,1,0.027015621187167
59,0.027015621187167,1,0.027015621187167
60,0.027015621187167,1,0.027015621187167
61,0.027015621187167,1,0.027015621187167
62,0.027015621187167,1,0.027015621187167
63,0.027015621187167,1,0.027015621187167
64,0.027015621187167,1,0.027015621187167
65,0.027015621187167,1,0.027015621187167
66,0.027015621187167,1,0.027015621187167
67,0.027015621187167,1,0.027015621187167
68,0.027015621187167,1,0.027015621187167
69,0.027015621187167,1,0.027015621187167
70,0.027015621187167,1,0.027015621187167
71,0.027015621187167,1,0.027015621187167
72,0.027015621187167,1,0.027015621187167
73,0.027015621187167,1,0.027015621187167
74,0.027015621187167,1,0.027015621187167
75,0.027015621187167,1,0.027015621187167
76,0.027015621187167,1,0.027015621187167
77,0.027015621187167,1,0.027015621187167
78,0.027015621187167,1,0.027015621187167
79,0.027015621187167,1,0.027015621187167
80,0.027015621187167,1,0.027015621187167
81,0.027015621187167,1,0.027015621187167
82,0.027015621187167,1,0.027015621187167
83,0.027015621187167,1,0.027015621187167
84,0.027015621187167,1,0.027015621187167
85,0.027015621187167,1,0.027015621187167
86,0.027015621187167,1,0.027015621187167
87,0.027015621187167,1,0.027015621187167
88,0.027015621187167,1,0.027015621187167
89,0.027015621187167,1,0.027015621187167
90,0.027015621187167,1,0.027015621187167
91,0.027015621187167,1,0.027015621187167
92,0.027015621187167,1,0.027015621187167
93,0.027015621187167,1,0.027015621187167
94,0.027015621187167,1,0.027015621187167
95,0.027015621187167,1,0.027015621187167
96,0.027015621187167,1,0.027015621187167
97,0.027015621187167,1,0.027015621187167
98,0.027015621187167,1,0.027015621187167
99,0.027015621187167,1,0.027015621187167
100,0.027015621187167,1,0.027015621187167
