time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0
25.958682112,1.9863412215143e-13,3.7790671684619e-11,-5.0944677375158e-14,-2.7487364714769e-16,5.0966975960042e-14,2.7487435067883e-16,9.9317061075713e-12,1.8895335842309e-09
186.68799962237,9.9546520677548e-13,3.9377404735411e-11,-1.3727843447406e-13,-1.300767769179e-15,1.3728377707998e-13,1.3007684689514e-15,4.9773260338774e-11,1.9688702367706e-09
1181.8815689988,1.8707258440039e-12,4.9109161181828e-11,-2.236711254166e-13,-4.2265859300726e-15,2.2367115937378e-13,4.2265860260286e-15,9.3536292200195e-11,2.4554580590914e-09
7343.8578398454,1.8799553988027e-12,1.0797328549495e-10,-2.2458743520512e-13,-1.182812827544e-14,2.2458743403922e-13,1.1828243394993e-14,9.3997769940135e-11,5.3986642747473e-09
45497.190750011,1.8800543219206e-12,4.5069972123563e-10,-2.2458659701204e-13,-3.1031748077175e-14,2.2458651290102e-13,3.1037921089883e-14,9.4002716096028e-11,2.2534986061782e-08
281732.57176583,1.8802847233953e-12,2.2366153990976e-09,-2.2458301593483e-13,-7.8975808703516e-14,2.2458300955615e-13,7.8978131909324e-14,9.4014236169764e-11,1.1183076995488e-07
1744439.784661,1.8803696398436e-12,8.2512196659247e-09,-2.2457046934634e-13,-1.8962587505101e-13,2.2457047291506e-13,1.8962589176604e-13,9.4018481992182e-11,4.1256098329623e-07
10801137.310052,1.880327777314e-12,1.1474231179519e-08,-2.2456371965145e-13,-2.4719533127739e-13,2.2456371965161e-13,2.4719533127492e-13,9.40163888657e-11,5.7371155897596e-07
66877821.244672,1.8803279972585e-12,1.1464500399239e-08,-2.2456374002986e-13,-2.4702150295493e-13,2.2456374002986e-13,2.4702150295494e-13,9.4016399862923e-11,5.7322501996196e-07
