x,y,z,id,xi,xv,jvx,jix,xie,xve,Di,Dv,K0_dist,super_saturation,void_nucleation_rate,ci_analytical,cv_analytical
0,0,0,0,3.7605648808046e-11,2.078163468417e-07,2.255330749082e-18,2.2550914126758e-18,0,3.7e-11,1,0.000181,6.2231870855349e-62,1.3603061523492,2.2780132354168e-06,0,0
1,0,0,1,3.7605646552954e-11,2.0781633438131e-07,2.255330749082e-18,2.2550914126758e-18,0,3.7e-11,1,0.000181,6.7524033625671e-62,1.3603061166118,2.2780129113175e-06,3.7605642319305e-11,2.0776569855222e-07
2,0,0,2,3.7605641720615e-11,2.0781630768047e-07,4.8328516133889e-18,4.8323387516033e-18,0,3.7e-11,1,0.000181,7.326384656884e-62,1.3603060400305,2.2780122168078e-06,3.7605637809122e-11,2.0776567363413e-07
3,0,0,3,3.7605634005829e-11,2.0781626505282e-07,7.7156052017926e-18,7.7147864168875e-18,0,3.7e-11,1,0.000181,7.948897096987e-62,1.3603059177689,2.2780111080272e-06,3.7605630292152e-11,2.0776563210401e-07
4,0,0,4,3.7605623339856e-11,2.0781620611854e-07,1.0667104912305e-17,1.0665972913859e-17,0,3.7e-11,1,0.000181,8.6240219246846e-62,1.3603057487385,2.2780095751049e-06,3.7605619768392e-11,2.0776557396178e-07
5,0,0,5,3.7605609698402e-11,2.0781613074339e-07,1.364290242304e-17,1.3641454636e-17,0,3.7e-11,1,0.000181,9.3561817141313e-62,1.3603055325543,2.27800761455e-06,3.7605606237839e-11,2.0776549920751e-07
6,0,0,6,3.76055930702e-11,2.0781603886512e-07,1.6629966328535e-17,1.662820155642e-17,0,3.7e-11,1,0.000181,1.0150168760104e-61,1.3603052690377,2.2780052247442e-06,3.7605589700506e-11,2.0776540784117e-07
7,0,0,7,3.7605573449129e-11,2.0781593044991e-07,1.9623153424433e-17,1.962107100924e-17,0,3.7e-11,1,0.000181,1.101117581396e-61,1.3603049580894,2.2780024047875e-06,3.7605570156379e-11,2.0776529986281e-07
8,0,0,8,3.7605550831496e-11,2.0781580547735e-07,2.2620033326562e-17,2.2617632886455e-17,0,3.7e-11,1,0.000181,1.1944829360306e-61,1.3603045996544,2.2779991541822e-06,3.7605547605464e-11,2.0776517527235e-07
9,0,0,9,3.7605525214905e-11,2.078156639342e-07,2.5619310224173e-17,2.5616591500107e-17,0,3.7e-11,1,0.000181,1.2957225643201e-61,1.360304193693,2.277995472571e-06,3.760552204776e-11,2.0776503406985e-07
10,0,0,10,3.7605496597711e-11,2.0781550581138e-07,2.8620230560096e-17,2.8617193379132e-17,0,3.7e-11,1,0.000181,1.4054969667771e-61,1.3603037401794,2.2779913597195e-06,3.7605493483268e-11,2.077648762553e-07
11,0,0,11,3.760546497874e-11,2.0781533110239e-07,3.1622326475868e-17,3.1618970720582e-17,0,3.7e-11,1,0.000181,1.5245217421546e-61,1.360303239096,2.2779868154719e-06,3.7605461911991e-11,2.0776470182865e-07
12,0,0,12,3.7605430357123e-11,2.0781513980243e-07,3.4625292198365e-17,3.4621617771359e-17,0,3.7e-11,1,0.000181,1.6535721579805e-61,1.3603026904284,2.2779818396992e-06,3.7605427333922e-11,2.0776451078997e-07
13,0,0,13,3.7605392732196e-11,2.0781493190785e-07,3.7628919490254e-17,3.7624926314596e-17,0,3.7e-11,1,0.000181,1.7934880980757e-61,1.3603020941651,2.2779764322985e-06,3.7605389749065e-11,2.0776430313923e-07
14,0,0,14,3.7605352103447e-11,2.078147074158e-07,4.0633061640611e-17,4.0628749680828e-17,0,3.7e-11,1,0.000181,1.9451794179699e-61,1.3603014503011,2.2779705932288e-06,3.7605349157416e-11,2.0776407887644e-07
15,0,0,15,3.7605308470465e-11,2.0781446632402e-07,4.3637612322106e-17,4.3632981519186e-17,0,3.7e-11,1,0.000181,2.1096317416505e-61,1.3603007588269,2.277964322405e-06,3.7605305558983e-11,2.0776383800156e-07
16,0,0,16,3.7605261832922e-11,2.0781420863069e-07,4.6642492592936e-17,4.6637542917933e-17,0,3.7e-11,1,0.000181,2.2879127358046e-61,1.3603000197377,2.2779576197865e-06,3.7605258953761e-11,2.0776358051463e-07
17,0,0,17,3.7605212190548e-11,2.0781393433432e-07,4.9647642603551e-17,4.9642374035721e-17,0,3.7e-11,1,0.000181,2.4811789006569e-61,1.3602992330324,2.2779504853676e-06,3.7605209341754e-11,2.0776330641568e-07
18,0,0,18,3.760515954312e-11,2.0781364343368e-07,5.2653016173213e-17,5.2647428686145e-17,0,3.7e-11,1,0.000181,2.6906829196941e-61,1.3602983987053,2.277942919099e-06,3.7605156722946e-11,2.0776301570462e-07
19,0,0,19,3.7605103890449e-11,2.0781333592773e-07,5.5658577096108e-17,5.5652670667127e-17,0,3.7e-11,1,0.000181,2.9177816140037e-61,1.3602975167544,2.2779349209668e-06,3.7605101097359e-11,2.0776270838151e-07
