x,y,z,id,xi,xv,jvx,jix,xie,xve,Di,Dv,K0_dist,super_saturation,void_nucleation_rate,ci_analytical,cv_analytical
0,0,0,0,1.0700640471286e-14,3.6227751540849e-11,-3.2880740895189e-17,-4.0769259282246e-23,0,3.7e-11,1,0.000181,6.2231870855349e-62,-0.61869754254033,-nan,0,0
1,0,0,1,1.0700640512056e-14,3.6409413092756e-11,-3.2880740895189e-17,-4.0769259282246e-23,0,3.7e-11,1,0.000181,6.7524033625671e-62,-0.61378777695485,-nan,3.7605642319305e-11,2.0776569855222e-07
2,0,0,2,1.0700640599425e-14,3.6676836180462e-11,-4.8403578874717e-17,-8.7369800463992e-23,0,3.7e-11,1,0.000181,7.326384656884e-62,-0.60656013898189,-nan,3.7605637809122e-11,2.0776567363413e-07
3,0,0,3,1.0700640738931e-14,3.678877304512e-11,-2.0260572503115e-17,-1.3950574864096e-22,0,3.7e-11,1,0.000181,7.948897096987e-62,-0.60353483914654,-nan,3.7605630292152e-11,2.0776563210401e-07
4,0,0,4,1.0700640931844e-14,3.698629604732e-11,-3.575166339828e-17,-1.9291317178091e-22,0,3.7e-11,1,0.000181,8.6240219246846e-62,-0.59819640843352,-nan,3.7605619768392e-11,2.0776557396178e-07
5,0,0,5,1.0700641178644e-14,3.735889616452e-11,-6.7440621213204e-17,-2.4679965279366e-22,0,3.7e-11,1,0.000181,9.3561817141313e-62,-0.58812617184795,-nan,3.7605606237839e-11,2.0776549920751e-07
6,0,0,6,1.0700641479585e-14,3.7106035127936e-11,4.5767847621719e-17,-3.0094063611165e-22,0,3.7e-11,1,0.000181,1.0150168760104e-61,-0.59496029885442,-nan,3.7605589700506e-11,2.0776540784117e-07
7,0,0,7,1.0700641834839e-14,3.676480174298e-11,6.1763242677128e-17,-3.552540265582e-22,0,3.7e-11,1,0.000181,1.101117581396e-61,-0.60418287581891,-nan,3.7605570156379e-11,2.0776529986281e-07
8,0,0,8,1.0700642244545e-14,3.6586819644266e-11,3.2214759867233e-17,-4.0970658469021e-22,0,3.7e-11,1,0.000181,1.1944829360306e-61,-0.60899326398881,-nan,3.7605547605464e-11,2.0776517527235e-07
9,0,0,9,1.0700642708831e-14,3.6274462878617e-11,5.6536574582378e-17,-4.6428535425616e-22,0,3.7e-11,1,0.000181,1.2957225643201e-61,-0.61743540806343,-nan,3.760552204776e-11,2.0776503406985e-07
10,0,0,10,1.0700643227817e-14,3.6399643774567e-11,-2.2657742166923e-17,-5.189869021334e-22,0,3.7e-11,1,0.000181,1.4054969667771e-61,-0.61405221810076,-nan,3.7605493483268e-11,2.077648762553e-07
11,0,0,11,1.070064380163e-14,3.6788235481571e-11,-7.0335098967757e-17,-5.7381265142701e-22,0,3.7e-11,1,0.000181,1.5245217421546e-61,-0.60354982521512,-nan,3.7605461911991e-11,2.0776470182865e-07
12,0,0,12,1.0700644430397e-14,3.6932410124714e-11,-2.6095610408815e-17,-6.2876657957366e-22,0,3.7e-11,1,0.000181,1.6535721579805e-61,-0.59965330712609,-nan,3.7605427333922e-11,2.0776451078997e-07
13,0,0,13,1.0700645114251e-14,3.7214171823144e-11,-5.0998867415752e-17,-6.8385401453991e-22,0,3.7e-11,1,0.000181,1.7934880980757e-61,-0.59203822820094,-nan,3.7605389749065e-11,2.0776430313923e-07
14,0,0,14,1.0700645853332e-14,3.7290438804802e-11,-1.3804323680233e-17,-7.3908092800281e-22,0,3.7e-11,1,0.000181,1.9451794179699e-61,-0.58997706878638,-nan,3.7605349157416e-11,2.0776407887644e-07
15,0,0,15,1.0700646647785e-14,3.7262702953738e-11,5.0201890426849e-18,-7.9445349516553e-22,0,3.7e-11,1,0.000181,2.1096317416505e-61,-0.59072680501098,-nan,3.7605305558983e-11,2.0776383800156e-07
16,0,0,16,1.0700647497763e-14,3.6865680323108e-11,7.1861096143904e-17,-8.4997780445654e-22,0,3.7e-11,1,0.000181,2.2879127358046e-61,-0.60145727329853,-nan,3.7605258953761e-11,2.0776358051463e-07
