x,y,z,id,xi,xv,jvx,jix,xie,xve,Di,Dv,K0_dist,super_saturation,void_nucleation_rate,ci_analytical,cv_analytical
0,0,0,0,1.7080319691766e-15,3.6898726128033e-11,1.3743297737299e-16,7.3856545907164e-22,0,3.7e-11,1,0.000181,6.2231870855349e-62,0.74221852471215,8.5648487451387e-08,0,0
1,0,0,1,1.7080312306112e-15,3.6139427910502e-11,1.3743297737299e-16,7.3856545907164e-22,0,3.7e-11,1,0.000181,6.7524033625671e-62,0.72169706154842,7.3582801472131e-08,2.02038177611e-08,0.00011150492607219
2,0,0,2,1.7080296427745e-15,3.6643129443291e-11,-9.1169977434709e-17,1.5878366810126e-21,0,3.7e-11,1,0.000181,7.326384656884e-62,0.73531085358536,8.1419510371422e-08,2.020381776105e-08,0.00011150492607191
3,0,0,3,1.7080270928285e-15,3.6921296840865e-11,-5.0348298960954e-17,2.5499459828821e-21,0,3.7e-11,1,0.000181,7.948897096987e-62,0.74282927211708,8.6030849417726e-08,2.0203817760967e-08,0.00011150492607145
4,0,0,4,1.7080235377571e-15,3.6631727960604e-11,5.2411967327227e-17,3.55507141336e-21,0,3.7e-11,1,0.000181,8.6240219246846e-62,0.73500361700945,8.1235447596194e-08,2.020381776085e-08,0.0001115049260708
5,0,0,5,1.7080189419131e-15,3.767931778373e-11,-1.8961375798573e-16,4.5958440071744e-21,0,3.7e-11,1,0.000181,9.3561817141313e-62,0.76331754172644,9.9688410129127e-08,2.02038177607e-08,0.00011150492606997
6,0,0,6,1.7080132674389e-15,3.7113812801138e-11,1.0235640184903e-16,5.6744742099715e-21,0,3.7e-11,1,0.000181,1.0150168760104e-61,0.74803447059387,8.9346424181644e-08,2.0203817760516e-08,0.00011150492606896
7,0,0,7,1.7080064726018e-15,3.6610792380759e-11,9.1046696088709e-17,6.7948370806587e-21,0,3.7e-11,1,0.000181,1.101117581396e-61,0.73444033870622,8.089887364142e-08,2.0203817760299e-08,0.00011150492606776
8,0,0,8,1.7079985119994e-15,3.6781345308376e-11,-3.0870079898694e-17,7.9606024332992e-21,0,3.7e-11,1,0.000181,1.1944829360306e-61,0.73905106597233,8.3687639648548e-08,2.0203817760049e-08,0.00011150492606637
9,0,0,9,1.7079893374288e-15,3.612283095867e-11,1.1919109729672e-16,9.1745705294551e-21,0,3.7e-11,1,0.000181,1.2957225643201e-61,0.72125475079744,7.3338909551326e-08,2.0203817759765e-08,0.0001115049260648
