x,y,z,id,xi,xv,jvx,jix,xie,xve,Di,Dv,K0_dist,super_saturation,void_nucleation_rate,ci_analytical,cv_analytical
0,0,0,0,2.5289754325208e-16,3.7453507887676e-11,2.5498891489007e-16,-9.7488663669133e-21,0,3.7e-11,1,0.000181,6.2231870855349e-62,0.97449415923805,3.7418400658885e-07,0,0
1,0,0,1,2.5290729211845e-16,3.6044729352371e-11,2.5498891489007e-16,-9.7488663669133e-21,0,3.7e-11,1,0.000181,6.7524033625671e-62,0.93641760798279,3.0154020608405e-07,3.7605642319305e-11,2.0776569855222e-07
2,0,0,2,2.5292763467884e-16,3.6615462533689e-11,-1.0330270581855e-16,-2.0342560391282e-20,0,3.7e-11,1,0.000181,7.326384656884e-62,0.95183979153635,3.2943073508892e-07,3.7605637809122e-11,2.0776567363413e-07
3,0,0,3,2.5295873588631e-16,3.6999041106917e-11,-6.942772175429e-17,-3.1101207473664e-20,0,3.7e-11,1,0.000181,7.948897096987e-62,0.96220213595128,3.4932538578086e-07,3.7605630292152e-11,2.0776563210401e-07
4,0,0,4,2.5299959996513e-16,3.6507207234079e-11,8.9021930983767e-17,-4.0864078817922e-20,0,3.7e-11,1,0.000181,8.6240219246846e-62,0.94890322672886,3.2396412290991e-07,3.7605619768392e-11,2.0776557396178e-07
5,0,0,5,2.5304944128696e-16,3.7776790419496e-11,-2.2979455656041e-16,-4.9841321828497e-20,0,3.7e-11,1,0.000181,9.3561817141313e-62,0.98320884345852,3.9266693177946e-07,3.7605606237839e-11,2.0776549920751e-07
6,0,0,6,2.5310824308945e-16,3.7109973049015e-11,1.2069394405702e-16,-5.8801802492455e-20,0,3.7e-11,1,0.000181,1.0150168760104e-61,0.96517797204453,3.552161906892e-07,3.7605589700506e-11,2.0776540784117e-07
7,0,0,7,2.5317695760487e-16,3.6561444119006e-11,9.9283736331624e-17,-6.8714515413843e-20,0,3.7e-11,1,0.000181,1.101117581396e-61,0.950342605336,3.2663430371319e-07,3.7605570156379e-11,2.0776529986281e-07
8,0,0,8,2.5325738331838e-16,3.6840718653866e-11,-5.0548690809752e-17,-8.0425713509272e-20,0,3.7e-11,1,0.000181,1.1944829360306e-61,0.95787855652254,3.4090880317083e-07,3.7605547605464e-11,2.0776517527235e-07
9,0,0,9,2.5335179962071e-16,3.6095865703362e-11,1.348183840413e-16,-9.4416302332846e-20,0,3.7e-11,1,0.000181,1.2957225643201e-61,0.9377332974,3.0384171363408e-07,3.760552204776e-11,2.0776503406985e-07
10,0,0,10,2.5346247665057e-16,3.6141143226712e-11,-8.1952317263179e-18,-1.1067702985842e-19,0,3.7e-11,1,0.000181,1.4054969667771e-61,0.93894048788775,3.0596600651114e-07,3.7605493483268e-11,2.077648762553e-07
11,0,0,11,2.5359120444931e-16,3.7164268558872e-11,-1.8518568512093e-16,-1.2872779874547e-19,0,3.7e-11,1,0.000181,1.5245217421546e-61,0.96657330218104,3.5800606519601e-07,3.7605461911991e-11,2.0776470182865e-07
12,0,0,12,2.5373898962519e-16,3.6511706560966e-11,1.1811372162084e-16,-1.477851758767e-19,0,3.7e-11,1,0.000181,1.6535721579805e-61,0.948914424057,3.2398482608085e-07,3.7605427333922e-11,2.0776451078997e-07
13,0,0,13,2.5390597437541e-16,3.757802085475e-11,-1.9300288717483e-16,-1.669847502251e-19,0,3.7e-11,1,0.000181,1.7934880980757e-61,0.97770879503275,3.8091744904721e-07,3.7605389749065e-11,2.0776430313923e-07
14,0,0,14,2.5409151902473e-16,3.6990236911385e-11,1.0638889374908e-16,-1.8554464931689e-19,0,3.7e-11,1,0.000181,1.9451794179699e-61,0.96179503687262,3.4852574589629e-07,3.7605349157416e-11,2.0776407887644e-07
15,0,0,15,2.5429433276713e-16,3.7620018527374e-11,-1.1399047249404e-16,-2.0281374240324e-19,0,3.7e-11,1,0.000181,2.1096317416505e-61,0.97878587736114,3.8319549615022e-07,3.7605305558983e-11,2.0776383800156e-07
16,0,0,16,2.5451254221064e-16,3.6691937524029e-11,1.6798266160549e-16,-2.1820944350272e-19,0,3.7e-11,1,0.000181,2.2879127358046e-61,0.95367002383733,3.3287571250887e-07,3.7605258953761e-11,2.0776358051463e-07
17,0,0,17,2.5474367459421e-16,3.6523035655953e-11,3.0571238121812e-17,-2.3113238356965e-19,0,3.7e-11,1,0.000181,2.4811789006569e-61,0.94907059565973,3.2427369022962e-07,3.7605209341754e-11,2.0776330641568e-07
18,0,0,18,2.5498463028368e-16,3.6842109218428e-11,-5.7752314807998e-17,-2.4095568947489e-19,0,3.7e-11,1,0.000181,2.6906829196941e-61,0.95765822581032,3.4048436110952e-07,3.7605156722946e-11,2.0776301570462e-07
19,0,0,19,2.5523173767075e-16,3.6016249804717e-11,1.4948055388171e-16,-2.471073870705e-19,0,3.7e-11,1,0.000181,2.9177816140037e-61,0.93530080289427,2.9959777448602e-07,3.7605101097359e-11,2.0776270838151e-07
20,0,0,20,2.554808697194e-16,3.6333029332577e-11,-5.7337094542706e-17,-2.4913204864664e-19,0,3.7e-11,1,0.000181,3.1639445506775e-61,0.94382521121054,3.1468567921835e-07,3.7605042464981e-11,2.0776238444637e-07
21,0,0,21,2.5572752738372e-16,3.7913815846091e-11,-2.8612235894613e-16,-2.4665766431811e-19,0,3.7e-11,1,0.000181,3.4307633587493e-61,0.98651233996697,3.9986490846377e-07,3.7604980825818e-11,2.0776204389913e-07
22,0,0,22,2.5596687611825e-16,3.7246067913164e-11,1.2086237585982e-16,-2.3934873453034e-19,0,3.7e-11,1,0.000181,3.719961810481e-61,0.96842935884194,3.6174479636129e-07,3.7604916179863e-11,2.0776168673984e-07
23,0,0,23,2.5619379410358e-16,3.7119272813914e-11,2.2949912964287e-17,-2.2691798533688e-19,0,3.7e-11,1,0.000181,4.0334067305108e-61,0.96496858073986,3.5479906000226e-07,3.7604848527113e-11,2.0776131296851e-07
24,0,0,24,2.5640296146861e-16,3.6844649627654e-11,4.9706796713097e-17,-2.0916736502665e-19,0,3.7e-11,1,0.000181,4.3731198004483e-61,0.95751509946793,3.4020887541248e-07,3.7604777867585e-11,2.0776092258511e-07
25,0,0,25,2.5658896775342e-16,3.7565723655642e-11,-1.3051439906591e-16,-1.8600628480828e-19,0,3.7e-11,1,0.000181,4.7412903319897e-61,0.97697581214242,3.7937350149532e-07,3.7604704201262e-11,2.0776051558964e-07
26,0,0,26,2.5674643396272e-16,3.7902313541014e-11,-6.0922769252346e-17,-1.5746620929828e-19,0,3.7e-11,1,0.000181,5.140289087553e-61,0.98604932312391,3.9884961004825e-07,3.7604627528154e-11,2.0776009198212e-07
27,0,0,27,2.5687023323423e-16,3.6801318510453e-11,1.9928010053157e-16,-1.2379927151712e-19,0,3.7e-11,1,0.000181,5.5726832338395e-61,0.95627421489589,3.3782806373173e-07,3.7604547848251e-11,2.0775965176252e-07
28,0,0,28,2.5695587481345e-16,3.6906286793247e-11,-1.8999259185676e-17,-8.5641579215335e-20,0,3.7e-11,1,0.000181,6.0412525206476e-61,0.95909840746069,3.4326652069079e-07,3.7604465161563e-11,2.0775919493089e-07
29,0,0,29,2.5699997984802e-16,3.7667813589638e-11,-1.3783635014676e-16,-4.4105034574439e-20,0,3.7e-11,1,0.000181,6.5490067847474e-61,0.97967362697871,3.8508144107566e-07,3.7604379468086e-11,2.0775872148716e-07
30,0,0,30,2.5700069596428e-16,3.7638040054984e-11,5.389009772303e-18,-7.1611625550571e-22,0,3.7e-11,1,0.000181,7.0992048867039e-61,0.97886882992203,3.8337140185065e-07,3.7604290767819e-11,2.077582314314e-07
31,0,0,31,2.5695792817286e-16,3.6808844669895e-11,1.5008436470106e-16,4.2767791422565e-20,0,3.7e-11,1,0.000181,7.6953751972709e-61,0.95646452995046,3.3819232533693e-07,3.7604199060766e-11,2.0775772476358e-07
32,0,0,32,2.5687335496868e-16,3.732576210024e-11,-9.3562054892345e-17,8.4573204180196e-20,0,3.7e-11,1,0.000181,8.341337759411e-61,0.97044789983198,3.658469006776e-07,3.7604104346921e-11,2.0775720148369e-07
33,0,0,33,2.5675027624222e-16,3.796618136109e-11,-1.159158862138e-16,1.2307872645189e-19,0,3.7e-11,1,0.000181,9.0412282621911e-61,0.9877749066918,4.0264416366464e-07,3.7604006626295e-11,2.0775666159172e-07
34,0,0,34,2.5659334729238e-16,3.7033259660894e-11,1.6885882773539e-16,1.5692894984045e-19,0,3.7e-11,1,0.000181,9.7995239738151e-61,0.9625842394101,3.5007728860228e-07,3.7603905898871e-11,2.0775610508773e-07
35,0,0,35,2.5640821321287e-16,3.7429072467258e-11,-7.1642117951933e-17,1.8513407951839e-19,0,3.7e-11,1,0.000181,1.0621071792955e-60,0.97330952715558,3.7172726141282e-07,3.7603802164658e-11,2.0775553197165e-07
36,0,0,36,2.5620106266814e-16,3.7681679497293e-11,-4.5721872436206e-17,2.0715054472199e-19,0,3.7e-11,1,0.000181,1.1511118590388e-60,0.98016767602536,3.86134277559e-07,3.7603695423661e-11,2.0775494224348e-07
37,0,0,37,2.5597815547397e-16,3.785943198215e-11,-3.2173199759162e-17,2.2290719417786e-19,0,3.7e-11,1,0.000181,1.2475344026846e-60,0.98500508187176,3.9656752314458e-07,3.7603585675872e-11,2.077543359033e-07
38,0,0,38,2.5574537743031e-16,3.6545270860448e-11,2.3786316302799e-16,2.3277804365537e-19,0,3.7e-11,1,0.000181,1.3519896047961e-60,0.94952197227278,3.2510976365236e-07,3.7603472921291e-11,2.0775371295104e-07
39,0,0,39,2.5550787878023e-16,3.7324461180583e-11,-1.4103344794441e-16,2.3749865007966e-19,0,3.7e-11,1,0.000181,1.4651429273408e-60,0.97061663355313,3.6619151387479e-07,3.7603357159922e-11,2.077530733867e-07
40,0,0,40,2.5526986752633e-16,3.7105626433334e-11,3.9609089252171e-17,2.3801125390175e-19,0,3.7e-11,1,0.000181,1.5877146514848e-60,0.96473772090594,3.5433962462141e-07,3.7603238391768e-11,2.0775241721033e-07
41,0,0,41,2.5503459140713e-16,3.6600752182712e-11,9.1382239362495e-17,2.3527611920409e-19,0,3.7e-11,1,0.000181,1.7204843676152e-60,0.95112760245838,3.2809809050444e-07,3.7603116616825e-11,2.0775174442187e-07
42,0,0,42,2.5480445274581e-16,3.6877473837196e-11,-5.0086619461601e-17,2.3013866131244e-19,0,3.7e-11,1,0.000181,1.8642958309838e-60,0.95864093053407,3.4238076021593e-07,3.7602991835091e-11,2.0775105502134e-07
43,0,0,43,2.5458118140307e-16,3.6965485762219e-11,-1.5930158429207e-17,2.2327134273892e-19,0,3.7e-11,1,0.000181,2.0200622125668e-60,0.9610529702193,3.4707198942032e-07,3.7602864046566e-11,2.0775034900876e-07
44,0,0,44,2.5436603344546e-16,3.7185666846328e-11,-3.985277622367e-17,2.1514795761764e-19,0,3.7e-11,1,0.000181,2.1887717771187e-60,0.96703593635059,3.589350067149e-07,3.7602733251252e-11,2.0774962638413e-07
45,0,0,45,2.5416001423086e-16,3.6060826331109e-11,2.0359613325466e-16,2.0601921459385e-19,0,3.7e-11,1,0.000181,2.3714940229702e-60,0.93666560425561,3.0197292999358e-07,3.760259944915e-11,2.0774888714741e-07
46,0,0,46,2.5396411415885e-16,3.6727469415719e-11,-1.2066239831447e-16,1.959000720144e-19,0,3.7e-11,1,0.000181,2.5693863208956e-60,0.95471223683535,3.3485051871363e-07,3.7602462640259e-11,2.0774813129867e-07
47,0,0,47,2.5377950889747e-16,3.7137593713583e-11,-7.423249791328e-17,1.8460526137722e-19,0,3.7e-11,1,0.000181,2.7837010923763e-60,0.96582424268493,3.5650615576265e-07,3.7602322824574e-11,2.0774735883781e-07
48,0,0,48,2.5360767416379e-16,3.7252579414662e-11,-2.0812411895315e-17,1.7183473367876e-19,0,3.7e-11,1,0.000181,3.0157935708261e-60,0.96895762279976,3.6281469960878e-07,3.7602180002107e-11,2.0774656976492e-07
49,0,0,49,2.5345041630365e-16,3.6977637727721e-11,4.9764445336323e-17,1.5725786014689e-19,0,3.7e-11,1,0.000181,3.2671301928377e-60,0.96155024823261,3.4804564145728e-07,3.7602034172848e-11,2.0774576407997e-07
50,0,0,50,2.5330988991989e-16,3.7649995903094e-11,-1.216968297426e-16,1.4052638375787e-19,0,3.7e-11,1,0.000181,3.5392976702917e-60,0.97974307429299,3.852292942827e-07,3.7601885336801e-11,2.0774494178294e-07
51,0,0,51,2.5318862819149e-16,3.6224266066243e-11,2.5805710047002e-16,1.2126172839327e-19,0,3.7e-11,1,0.000181,3.8340127982409e-60,0.94122794233217,3.1002445247048e-07,3.7601733493956e-11,2.0774410287382e-07
52,0,0,52,2.5308946643304e-16,3.7035903560922e-11,-1.4690638653679e-16,9.9161758452156e-20,0,3.7e-11,1,0.000181,4.153133057891e-60,0.9631788977294,3.5125008110494e-07,3.7601578644333e-11,2.0774324735267e-07
53,0,0,53,2.5301525075317e-16,3.7951637789663e-11,-1.6574789540215e-16,7.4215679870502e-20,0,3.7e-11,1,0.000181,4.4986680787466e-60,0.98793955340836,4.0300775411408e-07,3.7601420787911e-11,2.0774237521946e-07
