x,y,z,id,xi,xv,jvx,jix,xie,xve,Di,Dv,K0_dist,super_saturation,void_nucleation_rate,ci_analytical,cv_analytical
0,0,0,0,6.6386729919649e-14,3.6736978816695e-11,-9.1919645873321e-18,-2.5003987687375e-24,0,3.7e-11,1,0.000181,6.2231870855349e-62,-8.9200144473387,-nan,0,0
1,0,0,1,6.638672992215e-14,3.6787763151432e-11,-9.1919645873321e-18,-2.5003987687375e-24,0,3.7e-11,1,0.000181,6.7524033625671e-62,-8.9186418981246,-nan,2.02038177611e-08,0.00011150492607219
2,0,0,2,6.6386729927506e-14,3.6886161704003e-11,-1.7810138015353e-17,-5.356479142421e-24,0,3.7e-11,1,0.000181,7.326384656884e-62,-8.9159824785847,-nan,2.020381776105e-08,0.00011150492607191
3,0,0,3,6.6386729936053e-14,3.7004424196571e-11,-2.1405511154862e-17,-8.5471375141141e-24,0,3.7e-11,1,0.000181,7.948897096987e-62,-8.912786196278,-nan,2.0203817760967e-08,0.00011150492607145
4,0,0,4,6.6386729947861e-14,3.708524819429e-11,-1.4629143587103e-17,-1.1807859355965e-23,0,3.7e-11,1,0.000181,8.6240219246846e-62,-8.9106017656704,-nan,2.020381776085e-08,0.0001115049260708
5,0,0,5,6.6386729962948e-14,3.707697547687e-11,1.4973618530423e-18,-1.508694587969e-23,0,3.7e-11,1,0.000181,9.3561817141313e-62,-8.9108253548805,-nan,2.02038177607e-08,0.00011150492606997
6,0,0,6,6.6386729981316e-14,3.696763836144e-11,1.9790017892786e-17,-1.8367521772804e-23,0,3.7e-11,1,0.000181,1.0150168760104e-61,-8.9137804147969,-nan,2.0203817760516e-08,0.00011150492606896
7,0,0,7,6.6386730002957e-14,3.6799362866285e-11,3.0457864623023e-17,-2.1641483856088e-23,0,3.7e-11,1,0.000181,1.101117581396e-61,-8.918328404384,-nan,2.0203817760299e-08,0.00011150492606776
8,0,0,8,6.6386730027861e-14,3.6653574599603e-11,2.6387676269488e-17,-2.4903745554427e-23,0,3.7e-11,1,0.000181,1.1944829360306e-61,-8.9222686315265,-nan,2.0203817760049e-08,0.00011150492606637
9,0,0,9,6.6386730056011e-14,3.6604488400399e-11,8.8846020559705e-18,-2.8150431983052e-23,0,3.7e-11,1,0.000181,1.2957225643201e-61,-8.9235952897624,-nan,2.0203817759765e-08,0.0001115049260648
10,0,0,10,6.638673008739e-14,3.6675791408598e-11,-1.2905844483993e-17,-3.1378311967697e-23,0,3.7e-11,1,0.000181,1.4054969667771e-61,-8.9216681861182,-nan,2.0203817759448e-08,0.00011150492606305
11,0,0,11,6.6386730121974e-14,3.683533281987e-11,-2.8876995440315e-17,-3.4584482500231e-23,0,3.7e-11,1,0.000181,1.5245217421546e-61,-8.917356261248,-nan,2.0203817759098e-08,0.00011150492606111
12,0,0,12,6.638673015974e-14,3.7016660611955e-11,-3.2820330367403e-17,-3.7766192033815e-23,0,3.7e-11,1,0.000181,1.6535721579805e-61,-8.9124555157498,-nan,2.0203817758714e-08,0.00011150492605899
13,0,0,13,6.6386730200661e-14,3.7147443778148e-11,-2.3671753080902e-17,-4.0920840482906e-23,0,3.7e-11,1,0.000181,1.7934880980757e-61,-8.9089208416927,-nan,2.0203817758297e-08,0.00011150492605668
14,0,0,14,6.6386730244707e-14,3.7177010348927e-11,-5.3515493109357e-18,-4.4045865627285e-23,0,3.7e-11,1,0.000181,1.9451794179699e-61,-8.9081217517622,-nan,2.0203817757846e-08,0.00011150492605419
15,0,0,15,6.6386730291846e-14,3.709602819461e-11,1.4657769931388e-17,-4.7138806220927e-23,0,3.7e-11,1,0.000181,2.1096317416505e-61,-8.9103104656744,-nan,2.0203817757362e-08,0.00011150492605151
16,0,0,16,6.6386730342043e-14,3.6938728709575e-11,2.8471206791353e-17,-5.0197213639581e-23,0,3.7e-11,1,0.000181,2.2879127358046e-61,-8.9145618106033,-nan,2.0203817756845e-08,0.00011150492604865
17,0,0,17,6.6386730395262e-14,3.6774607997897e-11,2.9705848813696e-17,-5.3218639258999e-23,0,3.7e-11,1,0.000181,2.4811789006569e-61,-8.9189975134601,-nan,2.0203817756294e-08,0.00011150492604561
18,0,0,18,6.6386730451462e-14,3.6690777604428e-11,1.5173301217843e-17,-5.6200748050901e-23,0,3.7e-11,1,0.000181,2.6906829196941e-61,-8.921263208162,-nan,2.020381775571e-08,0.00011150492604238
19,0,0,19,6.6386730510604e-14,3.6745081060028e-11,-9.8289254635585e-18,-5.9141154499909e-23,0,3.7e-11,1,0.000181,2.9177816140037e-61,-8.9197955560308,-nan,2.0203817755093e-08,0.00011150492603896
20,0,0,20,6.6386730572641e-14,3.6912916223217e-11,-3.0378164537301e-17,-6.203748571242e-23,0,3.7e-11,1,0.000181,3.1639445506775e-61,-8.9152594798027,-nan,2.0203817754442e-08,0.00011150492603536
21,0,0,21,6.6386730637529e-14,3.7100352921102e-11,-3.3926042317183e-17,-6.4887469769028e-23,0,3.7e-11,1,0.000181,3.4307633587493e-61,-8.9101936327921,-nan,2.0203817753758e-08,0.00011150492603158
22,0,0,22,6.6386730705217e-14,3.7228449511106e-11,-2.3185482790707e-17,-6.7688771641453e-23,0,3.7e-11,1,0.000181,3.719961810481e-61,-8.9067315728994,-nan,2.020381775304e-08,0.00011150492602761
23,0,0,23,6.6386730775656e-14,3.7294737228445e-11,-1.1998076838353e-17,-7.0439106788514e-23,0,3.7e-11,1,0.000181,4.0334067305108e-61,-8.9049400234893,-nan,2.020381775229e-08,0.00011150492602346
24,0,0,24,6.6386730848793e-14,3.7337643626279e-11,-7.7660580078651e-18,-7.3136215912577e-23,0,3.7e-11,1,0.000181,4.3731198004483e-61,-8.9037804020362,-nan,2.0203817751505e-08,0.00011150492601912
25,0,0,25,6.638673092457e-14,3.7366964211886e-11,-5.3070259948881e-18,-7.5777839716011e-23,0,3.7e-11,1,0.000181,4.7412903319897e-61,-8.9029879650917,-nan,2.0203817750688e-08,0.0001115049260146
