time,average_xi,average_xv,center_xi,center_xs,center_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0,0,0,0
1,1.0001895339872e-07,1.000199526367e-07,1.0001898596119e-07,1,1.0001931801659e-07,-2.2175218869656e-14,6.4436645994971e-17,-3.7128867397844e-13,-4.767222210909e-16,0.0065548421299387,0.0065549076159985
2.2,2.2001682140224e-07,2.2001995055808e-07,2.2001738888964e-07,1,2.2001933962581e-07,-9.0146158479963e-14,6.4609471611626e-17,-2.7631261048318e-13,-4.7673302865371e-16,0.014419022407417,0.014419227479774
3.64,3.640125266793e-07,3.6401994633485e-07,3.6401337367226e-07,1,3.6401936628741e-07,-1.2875936206361e-13,6.4848979187437e-17,-2.0267108415222e-13,-4.7677803234051e-16,0.023855924948455,0.023856411203001
5.368,5.3680470560491e-07,5.3681993860638e-07,5.368055725183e-07,1,5.3681939666677e-07,-1.4027107317205e-13,6.5153233664842e-17,-1.5066384455107e-13,-4.7684867283186e-16,0.035180033186524,0.035181031496508
7.4416,7.4415140853319e-07,7.4417992542831e-07,7.441521093238e-07,1,7.441794293506e-07,-1.3309656265539e-13,6.5528784174442e-17,-1.1553807833451e-13,-4.7695206110443e-16,0.048768706709631,0.04877057559287
9.92992,9.9296178922248e-07,9.9301190396113e-07,9.9296223721299e-07,1,9.9301146228144e-07,-1.1640126079017e-13,6.5997475638225e-17,-9.139201379078e-14,-4.7711039215607e-16,0.065074743818484,0.065078028137996
12.915904,1.2915260790968e-06,1.2916102700432e-06,1.2915262686586e-06,1,1.2916098920914e-06,-9.7007665386168e-14,6.6601756511447e-17,-7.3528101584707e-14,-4.7736230726327e-16,0.084641453119685,0.084646970657551
16.4990848,1.6497914615222e-06,1.6499282975833e-06,1.6497914331068e-06,1,1.6499279933362e-06,-7.8643160755663e-14,6.7407764064963e-17,-5.919126962309e-14,-4.7776157286184e-16,0.10812073322232,0.10812970091042
20.79890176,2.079692976577e-06,2.0799099136867e-06,2.079692788699e-06,1,2.0799096934986e-06,-6.2706890560221e-14,6.8505929922173e-17,-4.7199334121211e-14,-4.783773242131e-16,0.13629475891295,0.13630897610337
25.958682112,2.5955503956189e-06,2.5958878285925e-06,2.5955501099745e-06,1,2.5958877028266e-06,-4.9394478116767e-14,7.0015308275889e-17,-3.720023367694e-14,-4.79302411303e-16,0.17010199072728,0.17012410473464
32.1504185344,3.214544165353e-06,3.2150612912927e-06,3.2145438393616e-06,1,3.215061269859e-06,-3.8445072310198e-14,7.2119718001633e-17,-2.9060685509388e-14,-4.8071124983665e-16,0.21066836642057,0.21070225678616
39.58050224128,3.9572861004099e-06,3.9580693958394e-06,3.9572857814661e-06,1,3.9580694875801e-06,-2.9447838496698e-14,7.5215311475013e-17,-2.2531210537536e-14,-4.8303662524649e-16,0.25934470187646,0.25939603592573
