x,y,z,id,xi,xv
0,128,0,0,1.5183053428561e-06,0.0065862097723657
1,128,0,1,1.5183067608959e-06,0.0065862097740948
2,128,0,2,1.5183081789357e-06,0.006586209775824
3,128,0,3,1.5183095969754e-06,0.0065862097775532
4,128,0,4,1.5183110150152e-06,0.0065862097792824
5,128,0,5,1.5183129316587e-06,0.0065862097835145
6,128,0,6,1.5183148483022e-06,0.0065862097877466
7,128,0,7,1.5183167649457e-06,0.0065862097919788
8,128,0,8,1.5183186815892e-06,0.0065862097962109
9,128,0,9,1.5183163567575e-06,0.0065862097913747
10,128,0,10,1.5183140319257e-06,0.0065862097865385
11,128,0,11,1.5183117070939e-06,0.0065862097817023
12,128,0,12,1.5183093822622e-06,0.006586209776866
13,128,0,13,1.5183100051624e-06,0.0065862097781632
14,128,0,14,1.5183106280625e-06,0.0065862097794603
15,128,0,15,1.5183112509627e-06,0.0065862097807575
16,128,0,16,1.5183118738629e-06,0.0065862097820546
17,128,0,17,1.5183117064334e-06,0.006586209781706
18,128,0,18,1.518311539004e-06,0.0065862097813574
19,128,0,19,1.5183113715745e-06,0.0065862097810088
20,128,0,20,1.518311204145e-06,0.0065862097806602
21,128,0,21,1.5183112489772e-06,0.0065862097807554
22,128,0,22,1.5183112938094e-06,0.0065862097808506
23,128,0,23,1.5183113386416e-06,0.0065862097809457
24,128,0,24,1.5183113834739e-06,0.0065862097810409
25,128,0,25,1.5183113720176e-06,0.0065862097810138
26,128,0,26,1.5183113605614e-06,0.0065862097809867
27,128,0,27,1.5183113491052e-06,0.0065862097809595
28,128,0,28,1.5183113376489e-06,0.0065862097809324
29,128,0,29,1.5183113406852e-06,0.0065862097809386
30,128,0,30,1.5183113437216e-06,0.0065862097809448
31,128,0,31,1.5183113467579e-06,0.006586209780951
32,128,0,32,1.5183113497942e-06,0.0065862097809572
33,128,0,33,1.5183113491085e-06,0.0065862097809562
34,128,0,34,1.5183113484227e-06,0.0065862097809551
35,128,0,35,1.518311347737e-06,0.0065862097809541
36,128,0,36,1.5183113470512e-06,0.006586209780953
37,128,0,37,1.5183113470285e-06,0.0065862097809558
38,128,0,38,1.5183113470058e-06,0.0065862097809586
39,128,0,39,1.5183113469831e-06,0.0065862097809613
40,128,0,40,1.5183113469604e-06,0.0065862097809641
41,128,0,41,1.518311347619e-06,0.0065862097809656
42,128,0,42,1.5183113482775e-06,0.006586209780967
43,128,0,43,1.5183113489361e-06,0.0065862097809684
44,128,0,44,1.5183113495947e-06,0.0065862097809698
45,128,0,45,1.5183113469811e-06,0.0065862097809636
46,128,0,46,1.5183113443674e-06,0.0065862097809574
47,128,0,47,1.5183113417538e-06,0.0065862097809512
48,128,0,48,1.5183113391401e-06,0.006586209780945
49,128,0,49,1.5183114195313e-06,0.0065862097811311
50,128,0,50,1.5183114999225e-06,0.0065862097813173
51,128,0,51,1.5183115803137e-06,0.0065862097815035
52,128,0,52,1.518311660705e-06,0.0065862097816896
53,128,0,53,1.5183115775701e-06,0.006586209781497
54,128,0,54,1.5183114944353e-06,0.0065862097813044
55,128,0,55,1.5183114113005e-06,0.0065862097811118
56,128,0,56,1.5183113281657e-06,0.0065862097809192
57,128,0,57,1.5183113560201e-06,0.0065862097809828
58,128,0,58,1.5183113838745e-06,0.0065862097810463
59,128,0,59,1.5183114117289e-06,0.0065862097811099
60,128,0,60,1.5183114395834e-06,0.0065862097811735
61,128,0,61,1.5183114277421e-06,0.006586209781146
62,128,0,62,1.5183114159008e-06,0.0065862097811185
63,128,0,63,1.5183114040595e-06,0.006586209781091
64,128,0,64,1.5183113922182e-06,0.0065862097810635
65,128,0,65,1.5183114093816e-06,0.0065862097811047
66,128,0,66,1.518311426545e-06,0.0065862097811459
67,128,0,67,1.5183114437085e-06,0.0065862097811872
68,128,0,68,1.5183114608719e-06,0.0065862097812284
69,128,0,69,1.5183114693315e-06,0.0065862097812446
70,128,0,70,1.5183114777912e-06,0.0065862097812607
71,128,0,71,1.5183114862508e-06,0.0065862097812769
72,128,0,72,1.5183114947104e-06,0.0065862097812931
73,128,0,73,1.5183114688865e-06,0.0065862097812365
74,128,0,74,1.5183114430625e-06,0.00658620978118
75,128,0,75,1.5183114172386e-06,0.0065862097811234
76,128,0,76,1.5183113914146e-06,0.0065862097810669
77,128,0,77,1.5183114074811e-06,0.006586209781104
78,128,0,78,1.5183114235476e-06,0.0065862097811412
79,128,0,79,1.5183114396141e-06,0.0065862097811784
80,128,0,80,1.5183114556807e-06,0.0065862097812155
81,128,0,81,1.5183114492467e-06,0.0065862097811987
82,128,0,82,1.5183114428128e-06,0.0065862097811818
83,128,0,83,1.5183114363788e-06,0.006586209781165
84,128,0,84,1.5183114299449e-06,0.0065862097811481
85,128,0,85,1.518311431669e-06,0.006586209781151
86,128,0,86,1.5183114333931e-06,0.0065862097811538
87,128,0,87,1.5183114351171e-06,0.0065862097811566
88,128,0,88,1.5183114368412e-06,0.0065862097811595
89,128,0,89,1.5183114363804e-06,0.0065862097811582
90,128,0,90,1.5183114359196e-06,0.0065862097811569
91,128,0,91,1.5183114354588e-06,0.0065862097811557
92,128,0,92,1.518311434998e-06,0.0065862097811544
93,128,0,93,1.5183114351175e-06,0.0065862097811552
94,128,0,94,1.518311435237e-06,0.0065862097811559
95,128,0,95,1.5183114353565e-06,0.0065862097811567
96,128,0,96,1.518311435476e-06,0.0065862097811575
97,128,0,97,1.5183114354583e-06,0.0065862097811575
98,128,0,98,1.5183114354406e-06,0.0065862097811576
99,128,0,99,1.5183114354229e-06,0.0065862097811576
